panel,scenario,tier,year,entity,origin_region,destination_region,region,role,metric,value,x_value,y_value,minimum,maximum,unit,source_type,style
c,S2,mid,2050,,,,CC,,regional_demand_met_pct,99.9999606781115,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,mid,2050,,,,SC,,regional_demand_met_pct,42.86315856032353,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,mid,2050,,,,SW,,regional_demand_met_pct,94.10461130680284,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,mid,2050,,,,NW,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,mid,2055,,,,NC,,regional_demand_met_pct,93.46570668429244,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,mid,2055,,,,NE,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,mid,2055,,,,EC,,regional_demand_met_pct,56.36668187228722,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,mid,2055,,,,CC,,regional_demand_met_pct,99.99997358732844,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,mid,2055,,,,SC,,regional_demand_met_pct,35.796540507233274,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,mid,2055,,,,SW,,regional_demand_met_pct,84.99521354586945,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,mid,2055,,,,NW,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,mid,2060,,,,NC,,regional_demand_met_pct,92.37853201396248,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,mid,2060,,,,NE,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,mid,2060,,,,EC,,regional_demand_met_pct,55.08178598850462,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,mid,2060,,,,CC,,regional_demand_met_pct,99.99996875558298,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,mid,2060,,,,SC,,regional_demand_met_pct,28.84929325553201,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,mid,2060,,,,SW,,regional_demand_met_pct,80.63078286785782,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,mid,2060,,,,NW,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2025,,,,NC,,regional_demand_met_pct,99.9997361738743,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2025,,,,NE,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2025,,,,EC,,regional_demand_met_pct,76.1881090322966,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2025,,,,CC,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2025,,,,SC,,regional_demand_met_pct,82.87524884011567,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2025,,,,SW,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2025,,,,NW,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2030,,,,NC,,regional_demand_met_pct,99.9998988261627,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2030,,,,NE,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2030,,,,EC,,regional_demand_met_pct,61.97149232680216,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2030,,,,CC,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2030,,,,SC,,regional_demand_met_pct,49.274213139869616,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2030,,,,SW,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2030,,,,NW,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2035,,,,NC,,regional_demand_met_pct,97.47706807201442,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2035,,,,NE,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2035,,,,EC,,regional_demand_met_pct,58.90867345221853,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2035,,,,CC,,regional_demand_met_pct,99.99998272798604,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2035,,,,SC,,regional_demand_met_pct,44.47513826119541,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2035,,,,SW,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2035,,,,NW,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2040,,,,NC,,regional_demand_met_pct,95.4849888464882,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2040,,,,NE,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2040,,,,EC,,regional_demand_met_pct,57.66750046366984,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2040,,,,CC,,regional_demand_met_pct,99.99994173716384,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2040,,,,SC,,regional_demand_met_pct,42.645158330642495,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2040,,,,SW,,regional_demand_met_pct,98.00816764009416,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2040,,,,NW,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2045,,,,NC,,regional_demand_met_pct,93.97953537528038,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2045,,,,NE,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2045,,,,EC,,regional_demand_met_pct,56.53449019331418,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2045,,,,CC,,regional_demand_met_pct,99.99996110802871,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2045,,,,SC,,regional_demand_met_pct,37.19699028606215,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2045,,,,SW,,regional_demand_met_pct,87.75905638456648,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2045,,,,NW,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2050,,,,NC,,regional_demand_met_pct,92.64820680662253,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2050,,,,NE,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2050,,,,EC,,regional_demand_met_pct,53.50025955553504,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2050,,,,CC,,regional_demand_met_pct,99.99997332421648,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2050,,,,SC,,regional_demand_met_pct,29.448430784107227,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2050,,,,SW,,regional_demand_met_pct,82.13187831340493,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2050,,,,NW,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2055,,,,NC,,regional_demand_met_pct,88.61694763579497,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2055,,,,NE,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2055,,,,EC,,regional_demand_met_pct,43.30621486849777,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2055,,,,CC,,regional_demand_met_pct,99.99999218442768,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2055,,,,SC,,regional_demand_met_pct,23.6987874488338,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2055,,,,SW,,regional_demand_met_pct,78.26793294383577,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2055,,,,NW,,regional_demand_met_pct,99.99999999999996,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2060,,,,NC,,regional_demand_met_pct,80.40032792566497,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2060,,,,NE,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2060,,,,EC,,regional_demand_met_pct,36.721193967322826,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2060,,,,CC,,regional_demand_met_pct,99.99999247527154,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2060,,,,SC,,regional_demand_met_pct,19.23286217035468,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2060,,,,SW,,regional_demand_met_pct,69.73681480281019,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S2,high,2060,,,,NW,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2025,,,,NC,,regional_demand_met_pct,nan,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2025,,,,NE,,regional_demand_met_pct,nan,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2025,,,,EC,,regional_demand_met_pct,nan,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2025,,,,CC,,regional_demand_met_pct,nan,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2025,,,,SC,,regional_demand_met_pct,nan,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2025,,,,SW,,regional_demand_met_pct,nan,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2025,,,,NW,,regional_demand_met_pct,nan,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2030,,,,NC,,regional_demand_met_pct,99.99915925808334,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2030,,,,NE,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2030,,,,EC,,regional_demand_met_pct,95.88825550726976,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2030,,,,CC,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2030,,,,SC,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2030,,,,SW,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2030,,,,NW,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2035,,,,NC,,regional_demand_met_pct,99.9994646017214,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2035,,,,NE,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2035,,,,EC,,regional_demand_met_pct,92.06488248373604,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2035,,,,CC,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2035,,,,SC,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2035,,,,SW,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2035,,,,NW,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2040,,,,NC,,regional_demand_met_pct,99.99969760820022,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2040,,,,NE,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2040,,,,EC,,regional_demand_met_pct,92.3888037906171,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2040,,,,CC,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2040,,,,SC,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2040,,,,SW,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2040,,,,NW,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2045,,,,NC,,regional_demand_met_pct,99.99960308598916,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2045,,,,NE,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2045,,,,EC,,regional_demand_met_pct,91.97977727299303,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2045,,,,CC,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2045,,,,SC,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2045,,,,SW,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2045,,,,NW,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2050,,,,NC,,regional_demand_met_pct,99.99994261662884,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2050,,,,NE,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2050,,,,EC,,regional_demand_met_pct,90.4921859630835,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2050,,,,CC,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2050,,,,SC,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2050,,,,SW,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2050,,,,NW,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2055,,,,NC,,regional_demand_met_pct,99.99934392877672,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2055,,,,NE,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2055,,,,EC,,regional_demand_met_pct,89.34704950338197,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2055,,,,CC,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2055,,,,SC,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2055,,,,SW,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2055,,,,NW,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2060,,,,NC,,regional_demand_met_pct,99.99956084955258,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2060,,,,NE,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2060,,,,EC,,regional_demand_met_pct,88.43740934118769,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2060,,,,CC,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2060,,,,SC,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2060,,,,SW,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,low,2060,,,,NW,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2025,,,,NC,,regional_demand_met_pct,nan,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2025,,,,NE,,regional_demand_met_pct,nan,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2025,,,,EC,,regional_demand_met_pct,nan,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2025,,,,CC,,regional_demand_met_pct,nan,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2025,,,,SC,,regional_demand_met_pct,nan,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2025,,,,SW,,regional_demand_met_pct,nan,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2025,,,,NW,,regional_demand_met_pct,nan,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2030,,,,NC,,regional_demand_met_pct,99.99994747042363,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2030,,,,NE,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2030,,,,EC,,regional_demand_met_pct,75.02455070829687,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2030,,,,CC,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2030,,,,SC,,regional_demand_met_pct,33.968144323577214,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2030,,,,SW,,regional_demand_met_pct,99.99989193099422,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2030,,,,NW,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2035,,,,NC,,regional_demand_met_pct,99.99990485285478,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2035,,,,NE,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2035,,,,EC,,regional_demand_met_pct,74.3874351024608,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2035,,,,CC,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2035,,,,SC,,regional_demand_met_pct,28.828752286046893,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2035,,,,SW,,regional_demand_met_pct,99.9998343772756,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2035,,,,NW,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2040,,,,NC,,regional_demand_met_pct,99.9998947635227,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2040,,,,NE,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2040,,,,EC,,regional_demand_met_pct,74.44144361063563,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2040,,,,CC,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2040,,,,SC,,regional_demand_met_pct,28.460552985551452,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2040,,,,SW,,regional_demand_met_pct,99.9998995042534,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2040,,,,NW,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2045,,,,NC,,regional_demand_met_pct,99.99986285031832,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2045,,,,NE,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2045,,,,EC,,regional_demand_met_pct,74.37322299996629,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2045,,,,CC,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2045,,,,SC,,regional_demand_met_pct,27.448664427494304,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2045,,,,SW,,regional_demand_met_pct,99.99994043319695,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2045,,,,NW,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2050,,,,NC,,regional_demand_met_pct,99.9999353180874,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2050,,,,NE,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2050,,,,EC,,regional_demand_met_pct,74.1253198648698,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2050,,,,CC,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2050,,,,SC,,regional_demand_met_pct,25.225731401564403,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2050,,,,SW,,regional_demand_met_pct,99.9999617554902,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2050,,,,NW,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2055,,,,NC,,regional_demand_met_pct,99.74076836917992,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2055,,,,NE,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2055,,,,EC,,regional_demand_met_pct,71.7469160769081,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2055,,,,CC,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2055,,,,SC,,regional_demand_met_pct,23.560682169032408,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2055,,,,SW,,regional_demand_met_pct,99.99992607131604,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2055,,,,NW,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2060,,,,NC,,regional_demand_met_pct,98.24520853186164,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2060,,,,NE,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2060,,,,EC,,regional_demand_met_pct,69.2300409154103,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2060,,,,CC,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2060,,,,SC,,regional_demand_met_pct,22.263761474051112,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2060,,,,SW,,regional_demand_met_pct,99.9999681788601,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,mid,2060,,,,NW,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,high,2025,,,,NC,,regional_demand_met_pct,nan,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,high,2025,,,,NE,,regional_demand_met_pct,nan,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,high,2025,,,,EC,,regional_demand_met_pct,nan,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,high,2025,,,,CC,,regional_demand_met_pct,nan,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,high,2025,,,,SC,,regional_demand_met_pct,nan,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,high,2025,,,,SW,,regional_demand_met_pct,nan,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,high,2025,,,,NW,,regional_demand_met_pct,nan,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,high,2030,,,,NC,,regional_demand_met_pct,53.05730632195554,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,high,2030,,,,NE,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,high,2030,,,,EC,,regional_demand_met_pct,52.35377117947436,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,high,2030,,,,CC,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,high,2030,,,,SC,,regional_demand_met_pct,13.587257729430885,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,high,2030,,,,SW,,regional_demand_met_pct,99.99995463087744,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,high,2030,,,,NW,,regional_demand_met_pct,100.0,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
c,S3,high,2035,,,,NC,,regional_demand_met_pct,25.2750024576779,,,,,%,frozen_all_scenario_regional_account,scenario_tier_year_heatmap
