panel,scenario,year,k,candidate_ids,links,candidate_id,link,region,construction_cost_10k_cny_per_km,capacity_10kt_y_per_link,metric,value,x_value,unit,source_type,style,marker,capacity_relaxation_gain_mt_y,connector_gain_mt_y,capacity_reaches_connector
a,S4,2040,,,,,,NE,,,baseline_demand_satisfaction_pct,100.0,100.0,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2045,,,,,,NE,,,baseline_demand_satisfaction_pct,100.0,100.0,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2050,,,,,,NE,,,baseline_demand_satisfaction_pct,100.0,100.0,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2055,,,,,,NE,,,baseline_demand_satisfaction_pct,100.0,100.0,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2060,,,,,,NE,,,baseline_demand_satisfaction_pct,100.0,100.0,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2060,,,,,,NE,,,connector_gain_2060_pp,0.0,100.0,percentage points,regional_trajectories_audit,radial_gain_band,,,,
a,S4,2025,,,,,,EC,,,baseline_demand_satisfaction_pct,94.41416215543524,64.937119759216,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2030,,,,,,EC,,,baseline_demand_satisfaction_pct,75.51132996279522,64.937119759216,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2035,,,,,,EC,,,baseline_demand_satisfaction_pct,69.65466106759278,64.937119759216,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2040,,,,,,EC,,,baseline_demand_satisfaction_pct,65.53971749674047,64.937119759216,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2045,,,,,,EC,,,baseline_demand_satisfaction_pct,65.3119071534367,64.937119759216,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2050,,,,,,EC,,,baseline_demand_satisfaction_pct,63.34734247643551,64.937119759216,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2055,,,,,,EC,,,baseline_demand_satisfaction_pct,61.972996131706346,64.937119759216,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2060,,,,,,EC,,,baseline_demand_satisfaction_pct,61.312442224111365,64.937119759216,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2060,,,,,,EC,,,connector_gain_2060_pp,3.624677535104638,64.937119759216,percentage points,regional_trajectories_audit,radial_gain_band,,,,
a,S4,2025,,,,,,CC,,,baseline_demand_satisfaction_pct,100.0,99.99999987331324,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2030,,,,,,CC,,,baseline_demand_satisfaction_pct,100.0,99.99999987331324,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2035,,,,,,CC,,,baseline_demand_satisfaction_pct,100.0,99.99999987331324,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2040,,,,,,CC,,,baseline_demand_satisfaction_pct,100.0,99.99999987331324,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2045,,,,,,CC,,,baseline_demand_satisfaction_pct,100.0,99.99999987331324,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2050,,,,,,CC,,,baseline_demand_satisfaction_pct,100.0,99.99999987331324,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2055,,,,,,CC,,,baseline_demand_satisfaction_pct,100.0,99.99999987331324,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2060,,,,,,CC,,,baseline_demand_satisfaction_pct,99.99999987331324,99.99999987331324,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2060,,,,,,CC,,,connector_gain_2060_pp,-1.4210854715202004e-14,99.99999987331324,percentage points,regional_trajectories_audit,radial_gain_band,,,,
a,S4,2025,,,,,,NC,,,baseline_demand_satisfaction_pct,100.0,97.2595564119722,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2030,,,,,,NC,,,baseline_demand_satisfaction_pct,99.99954646035307,97.2595564119722,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2035,,,,,,NC,,,baseline_demand_satisfaction_pct,99.99965103403616,97.2595564119722,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2040,,,,,,NC,,,baseline_demand_satisfaction_pct,99.9999274888981,97.2595564119722,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2045,,,,,,NC,,,baseline_demand_satisfaction_pct,99.99998854831514,97.2595564119722,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2050,,,,,,NC,,,baseline_demand_satisfaction_pct,99.9999773630678,97.2595564119722,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2055,,,,,,NC,,,baseline_demand_satisfaction_pct,98.5171589307817,97.2595564119722,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2060,,,,,,NC,,,baseline_demand_satisfaction_pct,97.2595564119722,97.2595564119722,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2060,,,,,,NC,,,connector_gain_2060_pp,0.0,97.2595564119722,percentage points,regional_trajectories_audit,radial_gain_band,,,,
a,S4,2025,,,,,,SC,,,baseline_demand_satisfaction_pct,100.0,99.99996900601282,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2030,,,,,,SC,,,baseline_demand_satisfaction_pct,98.02675574313746,99.99996900601282,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2035,,,,,,SC,,,baseline_demand_satisfaction_pct,78.85069437063895,99.99996900601282,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2040,,,,,,SC,,,baseline_demand_satisfaction_pct,71.84699295083513,99.99996900601282,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2045,,,,,,SC,,,baseline_demand_satisfaction_pct,66.92804981400282,99.99996900601282,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2050,,,,,,SC,,,baseline_demand_satisfaction_pct,62.73950110761593,99.99996900601282,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2055,,,,,,SC,,,baseline_demand_satisfaction_pct,60.35261564660207,99.99996900601282,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2060,,,,,,SC,,,baseline_demand_satisfaction_pct,59.21693788660985,99.99996900601282,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2060,,,,,,SC,,,connector_gain_2060_pp,40.78303111940297,99.99996900601282,percentage points,regional_trajectories_audit,radial_gain_band,,,,
a,S4,2025,,,,,,NW,,,baseline_demand_satisfaction_pct,100.0,100.0,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2030,,,,,,NW,,,baseline_demand_satisfaction_pct,100.0,100.0,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2035,,,,,,NW,,,baseline_demand_satisfaction_pct,100.0,100.0,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2040,,,,,,NW,,,baseline_demand_satisfaction_pct,100.0,100.0,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2045,,,,,,NW,,,baseline_demand_satisfaction_pct,100.0,100.0,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2050,,,,,,NW,,,baseline_demand_satisfaction_pct,100.0,100.0,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2055,,,,,,NW,,,baseline_demand_satisfaction_pct,100.0,100.0,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2060,,,,,,NW,,,baseline_demand_satisfaction_pct,100.0,100.0,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2060,,,,,,NW,,,connector_gain_2060_pp,0.0,100.0,percentage points,regional_trajectories_audit,radial_gain_band,,,,
a,S4,2025,,,,,,SW,,,baseline_demand_satisfaction_pct,100.0,99.99996465236616,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2030,,,,,,SW,,,baseline_demand_satisfaction_pct,100.0,99.99996465236616,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2035,,,,,,SW,,,baseline_demand_satisfaction_pct,100.0,99.99996465236616,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2040,,,,,,SW,,,baseline_demand_satisfaction_pct,100.0,99.99996465236616,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2045,,,,,,SW,,,baseline_demand_satisfaction_pct,100.0,99.99996465236616,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2050,,,,,,SW,,,baseline_demand_satisfaction_pct,100.0,99.99996465236616,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2055,,,,,,SW,,,baseline_demand_satisfaction_pct,100.0,99.99996465236616,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2060,,,,,,SW,,,baseline_demand_satisfaction_pct,99.99996465236616,99.99996465236616,%,regional_trajectories_audit,radial_year_bar,,,,
a,S4,2060,,,,,,SW,,,connector_gain_2060_pp,1.4210854715202004e-14,99.99996465236616,percentage points,regional_trajectories_audit,radial_gain_band,,,,
a,S5,2025,,,,,,NE,,,baseline_demand_satisfaction_pct,100.0,84.97994765955465,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2030,,,,,,NE,,,baseline_demand_satisfaction_pct,100.0,84.97994765955465,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2035,,,,,,NE,,,baseline_demand_satisfaction_pct,100.0,84.97994765955465,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2040,,,,,,NE,,,baseline_demand_satisfaction_pct,100.0,84.97994765955465,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2045,,,,,,NE,,,baseline_demand_satisfaction_pct,100.0,84.97994765955465,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2050,,,,,,NE,,,baseline_demand_satisfaction_pct,100.0,84.97994765955465,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2055,,,,,,NE,,,baseline_demand_satisfaction_pct,96.03200045645916,84.97994765955465,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2060,,,,,,NE,,,baseline_demand_satisfaction_pct,84.97994765955467,84.97994765955465,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2060,,,,,,NE,,,connector_gain_2060_pp,-1.4210854715202004e-14,84.97994765955465,percentage points,regional_trajectories_audit,radial_gain_band,,,,
a,S5,2025,,,,,,EC,,,baseline_demand_satisfaction_pct,69.27541653718265,26.59340497897274,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2030,,,,,,EC,,,baseline_demand_satisfaction_pct,51.47828625279686,26.59340497897274,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2035,,,,,,EC,,,baseline_demand_satisfaction_pct,50.38288935371684,26.59340497897274,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2040,,,,,,EC,,,baseline_demand_satisfaction_pct,47.96145706440648,26.59340497897274,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2045,,,,,,EC,,,baseline_demand_satisfaction_pct,37.66422877412628,26.59340497897274,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2050,,,,,,EC,,,baseline_demand_satisfaction_pct,30.34817405492124,26.59340497897274,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2055,,,,,,EC,,,baseline_demand_satisfaction_pct,25.34020528362798,26.59340497897274,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2060,,,,,,EC,,,baseline_demand_satisfaction_pct,20.46084663964864,26.59340497897274,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2060,,,,,,EC,,,connector_gain_2060_pp,6.132558339324099,26.59340497897274,percentage points,regional_trajectories_audit,radial_gain_band,,,,
a,S5,2025,,,,,,CC,,,baseline_demand_satisfaction_pct,100.0,96.8155547517498,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2030,,,,,,CC,,,baseline_demand_satisfaction_pct,100.0,96.8155547517498,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2035,,,,,,CC,,,baseline_demand_satisfaction_pct,98.539417646927,96.8155547517498,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2040,,,,,,CC,,,baseline_demand_satisfaction_pct,97.7858248358818,96.8155547517498,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2045,,,,,,CC,,,baseline_demand_satisfaction_pct,97.3086757157552,96.8155547517498,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2050,,,,,,CC,,,baseline_demand_satisfaction_pct,96.92929999676367,96.8155547517498,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2055,,,,,,CC,,,baseline_demand_satisfaction_pct,96.80437530912694,96.8155547517498,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2060,,,,,,CC,,,baseline_demand_satisfaction_pct,96.8155547517498,96.8155547517498,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2060,,,,,,CC,,,connector_gain_2060_pp,1.4210854715202004e-14,96.8155547517498,percentage points,regional_trajectories_audit,radial_gain_band,,,,
a,S5,2025,,,,,,NC,,,baseline_demand_satisfaction_pct,99.999537646135,55.95631660107751,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2030,,,,,,NC,,,baseline_demand_satisfaction_pct,85.49472591313817,55.95631660107751,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2035,,,,,,NC,,,baseline_demand_satisfaction_pct,71.49779363992741,55.95631660107751,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2040,,,,,,NC,,,baseline_demand_satisfaction_pct,67.78583443529699,55.95631660107751,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2045,,,,,,NC,,,baseline_demand_satisfaction_pct,63.67525147602392,55.95631660107751,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2050,,,,,,NC,,,baseline_demand_satisfaction_pct,58.59485932219544,55.95631660107751,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2055,,,,,,NC,,,baseline_demand_satisfaction_pct,55.96157184363352,55.95631660107751,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2060,,,,,,NC,,,baseline_demand_satisfaction_pct,55.95631660107751,55.95631660107751,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2060,,,,,,NC,,,connector_gain_2060_pp,0.0,55.95631660107751,percentage points,regional_trajectories_audit,radial_gain_band,,,,
a,S5,2025,,,,,,SC,,,baseline_demand_satisfaction_pct,80.45550345352316,23.64368407868509,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2030,,,,,,SC,,,baseline_demand_satisfaction_pct,31.935644659424483,23.64368407868509,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2035,,,,,,SC,,,baseline_demand_satisfaction_pct,26.56076277626218,23.64368407868509,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2040,,,,,,SC,,,baseline_demand_satisfaction_pct,22.820884124469497,23.64368407868509,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2045,,,,,,SC,,,baseline_demand_satisfaction_pct,19.440752920047967,23.64368407868509,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2050,,,,,,SC,,,baseline_demand_satisfaction_pct,15.925989125158276,23.64368407868509,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2055,,,,,,SC,,,baseline_demand_satisfaction_pct,13.32471579376029,23.64368407868509,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2060,,,,,,SC,,,baseline_demand_satisfaction_pct,11.2911431054542,23.64368407868509,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2060,,,,,,SC,,,connector_gain_2060_pp,12.352540973230894,23.64368407868509,percentage points,regional_trajectories_audit,radial_gain_band,,,,
a,S5,2025,,,,,,NW,,,baseline_demand_satisfaction_pct,100.0,100.0,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2030,,,,,,NW,,,baseline_demand_satisfaction_pct,100.0,100.0,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2035,,,,,,NW,,,baseline_demand_satisfaction_pct,100.0,100.0,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2040,,,,,,NW,,,baseline_demand_satisfaction_pct,100.0,100.0,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2045,,,,,,NW,,,baseline_demand_satisfaction_pct,100.0,100.0,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2050,,,,,,NW,,,baseline_demand_satisfaction_pct,100.0,100.0,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2055,,,,,,NW,,,baseline_demand_satisfaction_pct,100.0,100.0,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2060,,,,,,NW,,,baseline_demand_satisfaction_pct,100.0,100.0,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2060,,,,,,NW,,,connector_gain_2060_pp,0.0,100.0,percentage points,regional_trajectories_audit,radial_gain_band,,,,
a,S5,2025,,,,,,SW,,,baseline_demand_satisfaction_pct,100.0,76.02857701813099,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2030,,,,,,SW,,,baseline_demand_satisfaction_pct,99.9997470622116,76.02857701813099,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2035,,,,,,SW,,,baseline_demand_satisfaction_pct,99.99988643166432,76.02857701813099,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2040,,,,,,SW,,,baseline_demand_satisfaction_pct,95.20323358539105,76.02857701813099,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2045,,,,,,SW,,,baseline_demand_satisfaction_pct,90.33926041835036,76.02857701813099,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2050,,,,,,SW,,,baseline_demand_satisfaction_pct,86.25954586352744,76.02857701813099,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2055,,,,,,SW,,,baseline_demand_satisfaction_pct,83.36736843893142,76.02857701813099,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2060,,,,,,SW,,,baseline_demand_satisfaction_pct,76.02857701813099,76.02857701813099,%,regional_trajectories_audit,radial_year_bar,,,,
a,S5,2060,,,,,,SW,,,connector_gain_2060_pp,0.0,76.02857701813099,percentage points,regional_trajectories_audit,radial_gain_band,,,,
a,S6,2025,,,,,,NE,,,baseline_demand_satisfaction_pct,100.0,85.55624248003294,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2030,,,,,,NE,,,baseline_demand_satisfaction_pct,100.0,85.55624248003294,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2035,,,,,,NE,,,baseline_demand_satisfaction_pct,100.0,85.55624248003294,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2040,,,,,,NE,,,baseline_demand_satisfaction_pct,100.0,85.55624248003294,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2045,,,,,,NE,,,baseline_demand_satisfaction_pct,100.0,85.55624248003294,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2050,,,,,,NE,,,baseline_demand_satisfaction_pct,100.0,85.55624248003294,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2055,,,,,,NE,,,baseline_demand_satisfaction_pct,98.89825292759144,85.55624248003294,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2060,,,,,,NE,,,baseline_demand_satisfaction_pct,85.55624248003294,85.55624248003294,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2060,,,,,,NE,,,connector_gain_2060_pp,0.0,85.55624248003294,percentage points,regional_trajectories_audit,radial_gain_band,,,,
a,S6,2025,,,,,,EC,,,baseline_demand_satisfaction_pct,72.60772972396832,30.599203048768626,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2030,,,,,,EC,,,baseline_demand_satisfaction_pct,53.06844838402448,30.599203048768626,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2035,,,,,,EC,,,baseline_demand_satisfaction_pct,51.51476012131638,30.599203048768626,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2040,,,,,,EC,,,baseline_demand_satisfaction_pct,49.95046669816967,30.599203048768626,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2045,,,,,,EC,,,baseline_demand_satisfaction_pct,39.52792266437407,30.599203048768626,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2050,,,,,,EC,,,baseline_demand_satisfaction_pct,32.08632429746118,30.599203048768626,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2055,,,,,,EC,,,baseline_demand_satisfaction_pct,26.988269464066136,30.599203048768626,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2060,,,,,,EC,,,baseline_demand_satisfaction_pct,23.918614020348706,30.599203048768626,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2060,,,,,,EC,,,connector_gain_2060_pp,6.6805890284199165,30.599203048768626,percentage points,regional_trajectories_audit,radial_gain_band,,,,
a,S6,2025,,,,,,CC,,,baseline_demand_satisfaction_pct,100.0,95.39228170016952,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2030,,,,,,CC,,,baseline_demand_satisfaction_pct,99.38591110426196,95.39228170016952,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2035,,,,,,CC,,,baseline_demand_satisfaction_pct,97.98211064870304,95.39228170016952,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2040,,,,,,CC,,,baseline_demand_satisfaction_pct,97.41307909788225,95.39228170016952,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2045,,,,,,CC,,,baseline_demand_satisfaction_pct,96.84800648225637,95.39228170016952,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2050,,,,,,CC,,,baseline_demand_satisfaction_pct,96.22691330567837,95.39228170016952,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2055,,,,,,CC,,,baseline_demand_satisfaction_pct,95.76056832278984,95.39228170016952,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2060,,,,,,CC,,,baseline_demand_satisfaction_pct,95.39228170016952,95.39228170016952,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2060,,,,,,CC,,,connector_gain_2060_pp,1.4210854715202004e-14,95.39228170016952,percentage points,regional_trajectories_audit,radial_gain_band,,,,
a,S6,2025,,,,,,NC,,,baseline_demand_satisfaction_pct,99.998852956426,50.57293174820703,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2030,,,,,,NC,,,baseline_demand_satisfaction_pct,88.95830589228069,50.57293174820703,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2035,,,,,,NC,,,baseline_demand_satisfaction_pct,76.21588250576528,50.57293174820703,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2040,,,,,,NC,,,baseline_demand_satisfaction_pct,69.32766098451667,50.57293174820703,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2045,,,,,,NC,,,baseline_demand_satisfaction_pct,62.80337205833374,50.57293174820703,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2050,,,,,,NC,,,baseline_demand_satisfaction_pct,55.83079651965114,50.57293174820703,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2055,,,,,,NC,,,baseline_demand_satisfaction_pct,50.94689154141158,50.57293174820703,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2060,,,,,,NC,,,baseline_demand_satisfaction_pct,50.57293174820703,50.57293174820703,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2060,,,,,,NC,,,connector_gain_2060_pp,-7.105427357601002e-15,50.57293174820703,percentage points,regional_trajectories_audit,radial_gain_band,,,,
a,S6,2025,,,,,,SC,,,baseline_demand_satisfaction_pct,78.1051218653466,19.06750066996129,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2030,,,,,,SC,,,baseline_demand_satisfaction_pct,34.44693463453048,19.06750066996129,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2035,,,,,,SC,,,baseline_demand_satisfaction_pct,27.53224930226773,19.06750066996129,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2040,,,,,,SC,,,baseline_demand_satisfaction_pct,23.4818568244159,19.06750066996129,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2045,,,,,,SC,,,baseline_demand_satisfaction_pct,19.91297981668238,19.06750066996129,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2050,,,,,,SC,,,baseline_demand_satisfaction_pct,16.27474331823595,19.06750066996129,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2055,,,,,,SC,,,baseline_demand_satisfaction_pct,13.609397189098535,19.06750066996129,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2060,,,,,,SC,,,baseline_demand_satisfaction_pct,11.54385592708436,19.06750066996129,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2060,,,,,,SC,,,connector_gain_2060_pp,7.523644742876938,19.06750066996129,percentage points,regional_trajectories_audit,radial_gain_band,,,,
a,S6,2025,,,,,,NW,,,baseline_demand_satisfaction_pct,100.0,100.0,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2030,,,,,,NW,,,baseline_demand_satisfaction_pct,100.0,100.0,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2035,,,,,,NW,,,baseline_demand_satisfaction_pct,100.0,100.0,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2040,,,,,,NW,,,baseline_demand_satisfaction_pct,100.0,100.0,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2045,,,,,,NW,,,baseline_demand_satisfaction_pct,100.0,100.0,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2050,,,,,,NW,,,baseline_demand_satisfaction_pct,100.0,100.0,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2055,,,,,,NW,,,baseline_demand_satisfaction_pct,100.0,100.0,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2060,,,,,,NW,,,baseline_demand_satisfaction_pct,100.0,100.0,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2060,,,,,,NW,,,connector_gain_2060_pp,0.0,100.0,percentage points,regional_trajectories_audit,radial_gain_band,,,,
a,S6,2025,,,,,,SW,,,baseline_demand_satisfaction_pct,100.0,75.51506688807663,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2030,,,,,,SW,,,baseline_demand_satisfaction_pct,99.99989618257293,75.51506688807663,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2035,,,,,,SW,,,baseline_demand_satisfaction_pct,97.8718127250579,75.51506688807663,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2040,,,,,,SW,,,baseline_demand_satisfaction_pct,92.65066075479882,75.51506688807663,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2045,,,,,,SW,,,baseline_demand_satisfaction_pct,88.95503272266245,75.51506688807663,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2050,,,,,,SW,,,baseline_demand_satisfaction_pct,85.8268542461319,75.51506688807663,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2055,,,,,,SW,,,baseline_demand_satisfaction_pct,83.69649430677278,75.51506688807663,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2060,,,,,,SW,,,baseline_demand_satisfaction_pct,75.51506688807663,75.51506688807663,%,regional_trajectories_audit,radial_year_bar,,,,
a,S6,2060,,,,,,SW,,,connector_gain_2060_pp,0.0,75.51506688807663,percentage points,regional_trajectories_audit,radial_gain_band,,,,
a,S7,2025,,,,,,NE,,,baseline_demand_satisfaction_pct,100.0,56.98767340271648,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2030,,,,,,NE,,,baseline_demand_satisfaction_pct,100.0,56.98767340271648,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2035,,,,,,NE,,,baseline_demand_satisfaction_pct,100.0,56.98767340271648,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2040,,,,,,NE,,,baseline_demand_satisfaction_pct,100.0,56.98767340271648,%,regional_trajectories_audit,radial_year_bar,,,,
