panel,scenario,year,k,candidate_ids,links,candidate_id,link,region,construction_cost_10k_cny_per_km,capacity_10kt_y_per_link,metric,value,x_value,unit,source_type,style,marker,capacity_relaxation_gain_mt_y,connector_gain_mt_y,capacity_reaches_connector
a,S7,2045,,,,,,NE,,,baseline_demand_satisfaction_pct,93.0357653116404,56.98767340271648,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2050,,,,,,NE,,,baseline_demand_satisfaction_pct,77.63079380818036,56.98767340271648,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2055,,,,,,NE,,,baseline_demand_satisfaction_pct,66.08837385304359,56.98767340271648,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2060,,,,,,NE,,,baseline_demand_satisfaction_pct,56.98767340271648,56.98767340271648,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2060,,,,,,NE,,,connector_gain_2060_pp,-7.105427357601002e-15,56.98767340271648,percentage points,regional_trajectories_audit,radial_gain_band,,,,
a,S7,2025,,,,,,EC,,,baseline_demand_satisfaction_pct,69.86463152605928,25.728186275717984,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2030,,,,,,EC,,,baseline_demand_satisfaction_pct,50.89125392225363,25.728186275717984,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2035,,,,,,EC,,,baseline_demand_satisfaction_pct,49.142405409080034,25.728186275717984,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2040,,,,,,EC,,,baseline_demand_satisfaction_pct,48.29546399759116,25.728186275717984,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2045,,,,,,EC,,,baseline_demand_satisfaction_pct,38.5546735734962,25.728186275717984,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2050,,,,,,EC,,,baseline_demand_satisfaction_pct,31.29630084448923,25.728186275717984,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2055,,,,,,EC,,,baseline_demand_satisfaction_pct,26.323769360094246,25.728186275717984,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2060,,,,,,EC,,,baseline_demand_satisfaction_pct,21.372936467851503,25.728186275717984,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2060,,,,,,EC,,,connector_gain_2060_pp,4.355249807866482,25.728186275717984,percentage points,regional_trajectories_audit,radial_gain_band,,,,
a,S7,2025,,,,,,CC,,,baseline_demand_satisfaction_pct,100.0,92.41695730590114,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2030,,,,,,CC,,,baseline_demand_satisfaction_pct,100.0,92.41695730590114,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2035,,,,,,CC,,,baseline_demand_satisfaction_pct,98.86049161769203,92.41695730590114,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2040,,,,,,CC,,,baseline_demand_satisfaction_pct,97.8110257728089,92.41695730590114,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2045,,,,,,CC,,,baseline_demand_satisfaction_pct,96.3027990562153,92.41695730590114,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2050,,,,,,CC,,,baseline_demand_satisfaction_pct,94.6449657036054,92.41695730590114,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2055,,,,,,CC,,,baseline_demand_satisfaction_pct,93.40009480362576,92.41695730590114,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2060,,,,,,CC,,,baseline_demand_satisfaction_pct,92.41695730590114,92.41695730590114,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2060,,,,,,CC,,,connector_gain_2060_pp,0.0,92.41695730590114,percentage points,regional_trajectories_audit,radial_gain_band,,,,
a,S7,2025,,,,,,NC,,,baseline_demand_satisfaction_pct,99.99793051687644,52.08799494317078,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2030,,,,,,NC,,,baseline_demand_satisfaction_pct,81.16427721969038,52.08799494317078,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2035,,,,,,NC,,,baseline_demand_satisfaction_pct,63.58504462005068,52.08799494317078,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2040,,,,,,NC,,,baseline_demand_satisfaction_pct,57.07960397733412,52.08799494317078,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2045,,,,,,NC,,,baseline_demand_satisfaction_pct,53.58951457578981,52.08799494317078,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2050,,,,,,NC,,,baseline_demand_satisfaction_pct,52.91406851834538,52.08799494317078,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2055,,,,,,NC,,,baseline_demand_satisfaction_pct,52.44117267414341,52.08799494317078,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2060,,,,,,NC,,,baseline_demand_satisfaction_pct,52.08799494317078,52.08799494317078,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2060,,,,,,NC,,,connector_gain_2060_pp,0.0,52.08799494317078,percentage points,regional_trajectories_audit,radial_gain_band,,,,
a,S7,2025,,,,,,SC,,,baseline_demand_satisfaction_pct,71.66724918303814,28.059193669722035,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2030,,,,,,SC,,,baseline_demand_satisfaction_pct,30.689891041104023,28.059193669722035,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2035,,,,,,SC,,,baseline_demand_satisfaction_pct,25.84165845495253,28.059193669722035,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2040,,,,,,SC,,,baseline_demand_satisfaction_pct,22.03996182667376,28.059193669722035,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2045,,,,,,SC,,,baseline_demand_satisfaction_pct,18.69023109540077,28.059193669722035,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2050,,,,,,SC,,,baseline_demand_satisfaction_pct,15.275393412319138,28.059193669722035,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2055,,,,,,SC,,,baseline_demand_satisfaction_pct,12.77371274636631,28.059193669722035,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2060,,,,,,SC,,,baseline_demand_satisfaction_pct,10.835005955747338,28.059193669722035,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2060,,,,,,SC,,,connector_gain_2060_pp,17.224187713974697,28.059193669722035,percentage points,regional_trajectories_audit,radial_gain_band,,,,
a,S7,2025,,,,,,NW,,,baseline_demand_satisfaction_pct,100.0,100.0,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2030,,,,,,NW,,,baseline_demand_satisfaction_pct,100.0,100.0,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2035,,,,,,NW,,,baseline_demand_satisfaction_pct,100.0,100.0,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2040,,,,,,NW,,,baseline_demand_satisfaction_pct,100.0,100.0,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2045,,,,,,NW,,,baseline_demand_satisfaction_pct,100.0,100.0,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2050,,,,,,NW,,,baseline_demand_satisfaction_pct,100.0,100.0,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2055,,,,,,NW,,,baseline_demand_satisfaction_pct,100.0,100.0,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2060,,,,,,NW,,,baseline_demand_satisfaction_pct,100.0,100.0,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2060,,,,,,NW,,,connector_gain_2060_pp,-1.4210854715202004e-14,100.0,percentage points,regional_trajectories_audit,radial_gain_band,,,,
a,S7,2025,,,,,,SW,,,baseline_demand_satisfaction_pct,100.0,88.77226981284403,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2030,,,,,,SW,,,baseline_demand_satisfaction_pct,99.99984135808792,88.77226981284403,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2035,,,,,,SW,,,baseline_demand_satisfaction_pct,99.9999323155072,88.77226981284403,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2040,,,,,,SW,,,baseline_demand_satisfaction_pct,99.99996094835792,88.77226981284403,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2045,,,,,,SW,,,baseline_demand_satisfaction_pct,96.3109430570556,88.77226981284403,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2050,,,,,,SW,,,baseline_demand_satisfaction_pct,92.84889097079102,88.77226981284403,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2055,,,,,,SW,,,baseline_demand_satisfaction_pct,90.49117402811972,88.77226981284403,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2060,,,,,,SW,,,baseline_demand_satisfaction_pct,88.77226981284403,88.77226981284403,%,regional_trajectories_audit,radial_year_bar,,,,
a,S7,2060,,,,,,SW,,,connector_gain_2060_pp,0.0,88.77226981284403,percentage points,regional_trajectories_audit,radial_gain_band,,,,
a,S8,2025,,,,,,NE,,,baseline_demand_satisfaction_pct,100.0,60.82862114504323,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2030,,,,,,NE,,,baseline_demand_satisfaction_pct,100.0,60.82862114504323,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2035,,,,,,NE,,,baseline_demand_satisfaction_pct,100.0,60.82862114504323,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2040,,,,,,NE,,,baseline_demand_satisfaction_pct,100.0,60.82862114504323,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2045,,,,,,NE,,,baseline_demand_satisfaction_pct,98.70304095008754,60.82862114504323,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2050,,,,,,NE,,,baseline_demand_satisfaction_pct,82.51759736874914,60.82862114504323,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2055,,,,,,NE,,,baseline_demand_satisfaction_pct,70.39039629382209,60.82862114504323,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2060,,,,,,NE,,,baseline_demand_satisfaction_pct,60.82862114504322,60.82862114504323,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2060,,,,,,NE,,,connector_gain_2060_pp,7.105427357601002e-15,60.82862114504323,percentage points,regional_trajectories_audit,radial_gain_band,,,,
a,S8,2025,,,,,,EC,,,baseline_demand_satisfaction_pct,70.77891442713445,28.18770738684209,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2030,,,,,,EC,,,baseline_demand_satisfaction_pct,51.25950117947134,28.18770738684209,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2035,,,,,,EC,,,baseline_demand_satisfaction_pct,49.64352995027533,28.18770738684209,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2040,,,,,,EC,,,baseline_demand_satisfaction_pct,48.75713460688615,28.18770738684209,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2045,,,,,,EC,,,baseline_demand_satisfaction_pct,39.19330664150981,28.18770738684209,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2050,,,,,,EC,,,baseline_demand_satisfaction_pct,31.81470369356777,28.18770738684209,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2055,,,,,,EC,,,baseline_demand_satisfaction_pct,26.759805462334164,28.18770738684209,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2060,,,,,,EC,,,baseline_demand_satisfaction_pct,23.06783293392647,28.18770738684209,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2060,,,,,,EC,,,connector_gain_2060_pp,5.119874452915617,28.18770738684209,percentage points,regional_trajectories_audit,radial_gain_band,,,,
a,S8,2025,,,,,,CC,,,baseline_demand_satisfaction_pct,100.0,92.60495778110936,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2030,,,,,,CC,,,baseline_demand_satisfaction_pct,100.0,92.60495778110936,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2035,,,,,,CC,,,baseline_demand_satisfaction_pct,98.71032962720416,92.60495778110936,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2040,,,,,,CC,,,baseline_demand_satisfaction_pct,97.41577671778496,92.60495778110936,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2045,,,,,,CC,,,baseline_demand_satisfaction_pct,96.07094741089952,92.60495778110936,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2050,,,,,,CC,,,baseline_demand_satisfaction_pct,94.59229977858456,92.60495778110936,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2055,,,,,,CC,,,baseline_demand_satisfaction_pct,93.4819384327885,92.60495778110936,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2060,,,,,,CC,,,baseline_demand_satisfaction_pct,92.60495778110936,92.60495778110936,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2060,,,,,,CC,,,connector_gain_2060_pp,-1.4210854715202004e-14,92.60495778110936,percentage points,regional_trajectories_audit,radial_gain_band,,,,
a,S8,2025,,,,,,NC,,,baseline_demand_satisfaction_pct,99.99987613327832,51.93963890879336,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2030,,,,,,NC,,,baseline_demand_satisfaction_pct,84.8407827992543,51.93963890879336,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2035,,,,,,NC,,,baseline_demand_satisfaction_pct,66.3471399538279,51.93963890879336,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2040,,,,,,NC,,,baseline_demand_satisfaction_pct,59.503314956896695,51.93963890879336,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2045,,,,,,NC,,,baseline_demand_satisfaction_pct,53.51926323193076,51.93963890879336,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2050,,,,,,NC,,,baseline_demand_satisfaction_pct,52.80868243223423,51.93963890879336,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2055,,,,,,NC,,,baseline_demand_satisfaction_pct,52.31118791961897,51.93963890879336,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2060,,,,,,NC,,,baseline_demand_satisfaction_pct,51.93963890879336,51.93963890879336,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2060,,,,,,NC,,,connector_gain_2060_pp,0.0,51.93963890879336,percentage points,regional_trajectories_audit,radial_gain_band,,,,
a,S8,2025,,,,,,SC,,,baseline_demand_satisfaction_pct,73.51196538201224,27.328806101199994,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2030,,,,,,SC,,,baseline_demand_satisfaction_pct,31.666917997501788,27.328806101199994,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2035,,,,,,SC,,,baseline_demand_satisfaction_pct,26.38884822497449,27.328806101199994,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2040,,,,,,SC,,,baseline_demand_satisfaction_pct,22.506654621205747,27.328806101199994,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2045,,,,,,SC,,,baseline_demand_satisfaction_pct,19.08599385801159,27.328806101199994,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2050,,,,,,SC,,,baseline_demand_satisfaction_pct,15.598847513339546,27.328806101199994,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2055,,,,,,SC,,,baseline_demand_satisfaction_pct,13.04419414488379,27.328806101199994,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2060,,,,,,SC,,,baseline_demand_satisfaction_pct,11.06443553679764,27.328806101199994,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2060,,,,,,SC,,,connector_gain_2060_pp,16.264370564402356,27.328806101199994,percentage points,regional_trajectories_audit,radial_gain_band,,,,
a,S8,2025,,,,,,NW,,,baseline_demand_satisfaction_pct,100.0,100.0,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2030,,,,,,NW,,,baseline_demand_satisfaction_pct,100.0,100.0,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2035,,,,,,NW,,,baseline_demand_satisfaction_pct,100.0,100.0,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2040,,,,,,NW,,,baseline_demand_satisfaction_pct,100.0,100.0,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2045,,,,,,NW,,,baseline_demand_satisfaction_pct,100.0,100.0,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2050,,,,,,NW,,,baseline_demand_satisfaction_pct,100.0,100.0,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2055,,,,,,NW,,,baseline_demand_satisfaction_pct,100.0,100.0,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2060,,,,,,NW,,,baseline_demand_satisfaction_pct,100.0,100.0,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2060,,,,,,NW,,,connector_gain_2060_pp,0.0,100.0,percentage points,regional_trajectories_audit,radial_gain_band,,,,
a,S8,2025,,,,,,SW,,,baseline_demand_satisfaction_pct,100.0,87.21731838672774,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2030,,,,,,SW,,,baseline_demand_satisfaction_pct,99.99987733994222,87.21731838672774,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2035,,,,,,SW,,,baseline_demand_satisfaction_pct,99.99988414654442,87.21731838672774,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2040,,,,,,SW,,,baseline_demand_satisfaction_pct,97.900335074716,87.21731838672774,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2045,,,,,,SW,,,baseline_demand_satisfaction_pct,94.14288682688286,87.21731838672774,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2050,,,,,,SW,,,baseline_demand_satisfaction_pct,90.9623950616932,87.21731838672774,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2055,,,,,,SW,,,baseline_demand_satisfaction_pct,88.79641592070885,87.21731838672774,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2060,,,,,,SW,,,baseline_demand_satisfaction_pct,87.21731838672774,87.21731838672774,%,regional_trajectories_audit,radial_year_bar,,,,
a,S8,2060,,,,,,SW,,,connector_gain_2060_pp,0.0,87.21731838672774,percentage points,regional_trajectories_audit,radial_gain_band,,,,
b,S1-S8 mid,2025/2040/2060,0,,baseline,,,,,,satisfaction_pct,55.953437605550214,,%,cardinality_envelope_audit,envelope_marker,circle,,,
b,S1-S8 mid,2025/2040/2060,1,C0695,衡阳->南沙,,,,,,satisfaction_pct,62.08806766241615,,%,cardinality_envelope_audit,envelope_marker,circle,,,
b,S1-S8 mid,2025/2040/2060,2,C0698;C0788,武汉->上饶;上饶->惠州,,,,,,satisfaction_pct,65.15282385212181,,%,cardinality_envelope_audit,envelope_marker,circle,,,
b,S1-S8 mid,2025/2040/2060,1,C0695,衡阳->南沙,,,,,,marginal_gain_pp,6.1346300568659355,,percentage points,cardinality_envelope_audit,direct_annotation,annotation,,,
b,S1-S8 mid,2025/2040/2060,2,C0698;C0788,武汉->上饶;上饶->惠州,,,,,,marginal_gain_pp,3.0647561897056637,,percentage points,cardinality_envelope_audit,direct_annotation,annotation,,,
b,S1-S8 mid,2025/2040/2060,1,C0695,衡阳->南沙,,,,,,first_link_share_pct,66.685210213368,,%,cardinality_envelope_audit,direct_annotation,annotation,,,
c,S1,2060,,,,,,,,,capacity_relaxation_gain_mt_y,0.0,,Mt/y,capacity_comparison_audit,dumbbell_endpoint,hollow_gray_circle,0.0,3.0021289999999987,False
c,S1,2060,,C0698;C0788,Wuhan-Shangrao;Shangrao-Huizhou,,,,,,fixed_connector_gain_mt_y,3.0021289999999987,,Mt/y,capacity_comparison_audit,dumbbell_endpoint,orange_square,0.0,3.0021289999999987,False
c,S2,2060,,,,,,,,,capacity_relaxation_gain_mt_y,0.027140999999996893,,Mt/y,capacity_comparison_audit,dumbbell_endpoint,hollow_gray_circle,0.027140999999996893,3.6434999999999946,False
c,S2,2060,,C0698;C0788,Wuhan-Shangrao;Shangrao-Huizhou,,,,,,fixed_connector_gain_mt_y,3.6434999999999946,,Mt/y,capacity_comparison_audit,dumbbell_endpoint,orange_square,0.027140999999996893,3.6434999999999946,False
c,S3,2060,,,,,,,,,capacity_relaxation_gain_mt_y,0.0,,Mt/y,capacity_comparison_audit,dumbbell_endpoint,hollow_gray_circle,0.0,0.4609910000000002,False
c,S3,2060,,C0698;C0788,Wuhan-Shangrao;Shangrao-Huizhou,,,,,,fixed_connector_gain_mt_y,0.4609910000000002,,Mt/y,capacity_comparison_audit,dumbbell_endpoint,orange_square,0.0,0.4609910000000002,False
c,S4,2060,,,,,,,,,capacity_relaxation_gain_mt_y,0.0,,Mt/y,capacity_comparison_audit,dumbbell_endpoint,hollow_gray_circle,0.0,0.9949929999999996,False
c,S4,2060,,C0698;C0788,Wuhan-Shangrao;Shangrao-Huizhou,,,,,,fixed_connector_gain_mt_y,0.9949929999999996,,Mt/y,capacity_comparison_audit,dumbbell_endpoint,orange_square,0.0,0.9949929999999996,False
c,S5,2060,,,,,,,,,capacity_relaxation_gain_mt_y,0.0,,Mt/y,capacity_comparison_audit,dumbbell_endpoint,hollow_gray_circle,0.0,3.4374559999999885,False
c,S5,2060,,C0698;C0788,Wuhan-Shangrao;Shangrao-Huizhou,,,,,,fixed_connector_gain_mt_y,3.4374559999999885,,Mt/y,capacity_comparison_audit,dumbbell_endpoint,orange_square,0.0,3.4374559999999885,False
c,S6,2060,,,,,,,,,capacity_relaxation_gain_mt_y,0.28473399999999854,,Mt/y,capacity_comparison_audit,dumbbell_endpoint,hollow_gray_circle,0.28473399999999854,2.7799159999999983,False
c,S6,2060,,C0698;C0788,Wuhan-Shangrao;Shangrao-Huizhou,,,,,,fixed_connector_gain_mt_y,2.7799159999999983,,Mt/y,capacity_comparison_audit,dumbbell_endpoint,orange_square,0.28473399999999854,2.7799159999999983,False
c,S7,2060,,,,,,,,,capacity_relaxation_gain_mt_y,0.0,,Mt/y,capacity_comparison_audit,dumbbell_endpoint,hollow_gray_circle,0.0,3.643499999999999,False
c,S7,2060,,C0698;C0788,Wuhan-Shangrao;Shangrao-Huizhou,,,,,,fixed_connector_gain_mt_y,3.643499999999999,,Mt/y,capacity_comparison_audit,dumbbell_endpoint,orange_square,0.0,3.643499999999999,False
c,S8,2060,,,,,,,,,capacity_relaxation_gain_mt_y,0.0,,Mt/y,capacity_comparison_audit,dumbbell_endpoint,hollow_gray_circle,0.0,3.6434999999999946,False
c,S8,2060,,C0698;C0788,Wuhan-Shangrao;Shangrao-Huizhou,,,,,,fixed_connector_gain_mt_y,3.6434999999999946,,Mt/y,capacity_comparison_audit,dumbbell_endpoint,orange_square,0.0,3.6434999999999946,False
d,network,,,,,,N018->N033,,,,locator_network_edge,,,directed edge,network_geometry_audit,network_context,,,,
d,network,,,,,,N018->N057,,,,locator_network_edge,,,directed edge,network_geometry_audit,network_context,,,,
d,network,,,,,,N033->N133,,,,locator_network_edge,,,directed edge,network_geometry_audit,network_context,,,,
d,network,,,,,,N034->N068,,,,locator_network_edge,,,directed edge,network_geometry_audit,network_context,,,,
d,network,,,,,,N052->N077,,,,locator_network_edge,,,directed edge,network_geometry_audit,network_context,,,,
d,network,,,,,,N055->N089,,,,locator_network_edge,,,directed edge,network_geometry_audit,network_context,,,,
d,network,,,,,,N065->N067,,,,locator_network_edge,,,directed edge,network_geometry_audit,network_context,,,,
d,network,,,,,,N067->N053,,,,locator_network_edge,,,directed edge,network_geometry_audit,network_context,,,,
d,network,,,,,,N068->N136,,,,locator_network_edge,,,directed edge,network_geometry_audit,network_context,,,,
d,network,,,,,,N077->N018,,,,locator_network_edge,,,directed edge,network_geometry_audit,network_context,,,,
d,network,,,,,,N078->N144,,,,locator_network_edge,,,directed edge,network_geometry_audit,network_context,,,,
d,network,,,,,,N084->N055,,,,locator_network_edge,,,directed edge,network_geometry_audit,network_context,,,,
d,network,,,,,,N086->N065,,,,locator_network_edge,,,directed edge,network_geometry_audit,network_context,,,,
d,network,,,,,,N089->N086,,,,locator_network_edge,,,directed edge,network_geometry_audit,network_context,,,,
d,network,,,,,,N133->N078,,,,locator_network_edge,,,directed edge,network_geometry_audit,network_context,,,,
d,network,,,,,,N136->N052,,,,locator_network_edge,,,directed edge,network_geometry_audit,network_context,,,,
d,network,,,,,,N140->N036,,,,locator_network_edge,,,directed edge,network_geometry_audit,network_context,,,,
d,network,,,,,,N006->N024,,,,locator_network_edge,,,directed edge,network_geometry_audit,network_context,,,,
d,network,,,,,,N053->N046,,,,locator_network_edge,,,directed edge,network_geometry_audit,network_context,,,,
d,network,,,,,,N067->N007,,,,locator_network_edge,,,directed edge,network_geometry_audit,network_context,,,,
d,network,,,,,,N132->N133,,,,locator_network_edge,,,directed edge,network_geometry_audit,network_context,,,,
d,network,,,,,,N127->N109,,,,locator_network_edge,,,directed edge,network_geometry_audit,network_context,,,,
d,network,,,,,,N022->N116,,,,locator_network_edge,,,directed edge,network_geometry_audit,network_context,,,,
d,fixed_pair,,,C0698;C0788,C0698 fixed;C0788 fixed,C0698,C0698 fixed,,,,locator_link,424.655,,km,fixed_link_geometry_audit,prespecified_link_pair,,,,
d,fixed_pair,,,C0698;C0788,C0698 fixed;C0788 fixed,C0788,C0788 fixed,,,,locator_link,691.109,,km,fixed_link_geometry_audit,prespecified_link_pair,,,,
e,ALL,,,C0698;C0788,Wuhan-Shangrao;Shangrao-Huizhou,C0698;C0788,Wuhan-Shangrao;Shangrao-Huizhou,,,200.0,capacity_response_gain_pp,5.064059298860029,,percentage points,capacity_response_audit,cross_scenario_trace,,,,
e,ALL,,,C0698;C0788,Wuhan-Shangrao;Shangrao-Huizhou,C0698;C0788,Wuhan-Shangrao;Shangrao-Huizhou,,,280.0,capacity_response_gain_pp,6.060180279123815,,percentage points,capacity_response_audit,cross_scenario_trace,,,,
e,ALL,,,C0698;C0788,Wuhan-Shangrao;Shangrao-Huizhou,C0698;C0788,Wuhan-Shangrao;Shangrao-Huizhou,,,364.35,capacity_response_gain_pp,6.492294889666957,,percentage points,capacity_response_audit,cross_scenario_trace,,,,
e,ALL,,,C0698;C0788,Wuhan-Shangrao;Shangrao-Huizhou,C0698;C0788,Wuhan-Shangrao;Shangrao-Huizhou,,,480.0,capacity_response_gain_pp,6.719236210608049,,percentage points,capacity_response_audit,cross_scenario_trace,,,,
e,ALL,,,C0698;C0788,Wuhan-Shangrao;Shangrao-Huizhou,C0698;C0788,Wuhan-Shangrao;Shangrao-Huizhou,,,600.0,capacity_response_gain_pp,6.786229084171266,,percentage points,capacity_response_audit,cross_scenario_trace,,,,
e,S1,,,C0698;C0788,Wuhan-Shangrao;Shangrao-Huizhou,C0698;C0788,Wuhan-Shangrao;Shangrao-Huizhou,,,200.0,capacity_response_gain_pp,7.717032960643853,,percentage points,capacity_response_audit,scenario_trace,,,,
e,S1,,,C0698;C0788,Wuhan-Shangrao;Shangrao-Huizhou,C0698;C0788,Wuhan-Shangrao;Shangrao-Huizhou,,,280.0,capacity_response_gain_pp,9.0638343074452,,percentage points,capacity_response_audit,scenario_trace,,,,
e,S1,,,C0698;C0788,Wuhan-Shangrao;Shangrao-Huizhou,C0698;C0788,Wuhan-Shangrao;Shangrao-Huizhou,,,364.35,capacity_response_gain_pp,9.404118819229712,,percentage points,capacity_response_audit,scenario_trace,,,,
e,S1,,,C0698;C0788,Wuhan-Shangrao;Shangrao-Huizhou,C0698;C0788,Wuhan-Shangrao;Shangrao-Huizhou,,,480.0,capacity_response_gain_pp,9.40411881922971,,percentage points,capacity_response_audit,scenario_trace,,,,
e,S1,,,C0698;C0788,Wuhan-Shangrao;Shangrao-Huizhou,C0698;C0788,Wuhan-Shangrao;Shangrao-Huizhou,,,600.0,capacity_response_gain_pp,9.40411881922971,,percentage points,capacity_response_audit,scenario_trace,,,,
