panel,scenario,year,case,metric,value,unit,denominator,source_type,style,x,y,note
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,100.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S008,100.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"84.88680126,87.61399479","45.57908248,43.82418589",N100->N102; design throughput=520 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,520.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S009,520.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"84.88680126,87.61399479","45.57908248,43.82418589",N015->N102; design throughput=160 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,160.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S010,160.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"84.88680126,87.61399479","45.57908248,43.82418589",N015->N102; design throughput=400 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,400.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S011,400.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"103.8314138,108.7047772","36.06163277,34.3303351",N018->N033; design throughput=1000 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,1000.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S012,1000.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"108.7047772,113.6193176","34.3303351,34.74752068",N033->N133; design throughput=1500 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,1500.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S013,1500.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"113.6193176,114.3012374","34.74752068,30.59713291",N133->N078; design throughput=1000 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,1000.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S014,1000.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"114.3012374,112.9334488","30.59713291,28.23178771",N078->N144; design throughput=500 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,500.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S015,500.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"117.2614223,116.855601","39.13515139,38.31116389",N037->N084; design throughput=285 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,285.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S016,285.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"116.855601,116.3499607","38.31116389,37.4368547",N084->N055; design throughput=285 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,285.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S017,285.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"116.3499607,116.9954885","37.4368547,36.64792998",N055->N089; design throughput=285 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,285.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S018,285.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"116.9954885,116.9954885","36.64792998,36.64792998",N089->N089; design throughput=285 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,285.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S019,285.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"116.9954885,116.5836833","36.64792998,35.41651785",N089->N016; design throughput=285 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,285.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S020,285.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"106.2305529,107.3813318","38.4866953,40.7431593",N139->N049; design throughput=240 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,240.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S021,240.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"116.5836833,117.0815513","35.41651785,36.20000913",N016->N114; design throughput=285 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,285.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S022,285.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"117.0815513,117.3160283","36.20000913,34.81395871",N114->N067; design throughput=285 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,285.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S023,285.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"111.7415103,109.9479759","40.84127836,40.62075692",N032->N020; design throughput=200 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,200.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S024,200.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"109.9479759,109.7767426","40.62075692,39.60774057",N020->N135; design throughput=200 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,200.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S025,200.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"123.9514419,123.2315378","41.87872444,41.26650675",N058->N130; design throughput=600 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,600.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S026,600.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"123.2315378,122.1637099","41.26650675,40.71960167",N130->N129; design throughput=600 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,600.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S027,600.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"122.1637099,121.1213238","40.71960167,41.09367767",N129->N140; design throughput=750 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,750.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S028,750.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"121.1213238,116.6776883","41.09367767,39.53722851",N140->N036; design throughput=1300 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,1300.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S029,1300.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"116.6776883,115.4554531","39.53722851,38.87308485",N036->N012; design throughput=800 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,800.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S030,800.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"115.4554531,114.5356201","38.87308485,36.62685489",N012->N132; design throughput=1100 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,1100.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S031,1100.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"114.5356201,113.6193176","36.62685489,34.74752068",N132->N133; design throughput=800 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,800.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S032,800.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"126.549541,125.3184929","43.83796639,43.81369331",N031->N143; design throughput=245 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,245.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S033,245.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"103.8314138,104.0385743","36.06163277,30.69284828",N018->N057; design throughput=700 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,700.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S034,700.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"104.0385743,106.5467371","30.69284828,29.56659842",N057->N137; design throughput=350 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,350.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S035,350.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"102.7432509,100.2621213","25.08100417,25.60771126",N044->N038; design throughput=173 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,173.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S036,173.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"100.2621213,99.15527561","25.60771126,25.1118833",N038->N013; design throughput=57 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,57.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S037,57.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"102.7432509,102.5258923","25.08100417,24.35033692",N044->N101; design throughput=225 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,225.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S038,225.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"102.5258923,103.3740373","24.35033692,23.36579148",N101->N121; design throughput=115 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,115.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S039,115.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"102.7432509,102.7432509","25.08100417,25.08100417",N044->N047; design throughput=323 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,323.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S040,323.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"102.7432509,103.7914451","25.08100417,25.49347973",N047->N066; design throughput=155 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,155.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S041,155.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"102.7432509,102.7432509","25.08100417,25.08100417",N047->N063; design throughput=168 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,168.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S042,168.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"108.6506176,108.3621636","21.98377513,22.82027814",N138->N024; design throughput=500 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,500.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S043,500.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"108.3621636,109.4257429","22.82027814,24.32828748",N024->N069; design throughput=300 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,300.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S044,300.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"110.3828201,110.9216638","21.26187491,21.66642469",N095->N117; design throughput=500 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,500.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S045,500.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"110.9216638,109.4257429","21.66642469,24.32828748",N117->N069; design throughput=800 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,800.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S046,800.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"109.4257429,106.6930042","24.32828748,26.73530793",N069->N127; design throughput=800 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,800.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S047,800.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"106.6930042,103.7914451","26.73530793,25.49347973",N127->N066; design throughput=800 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,800.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S048,800.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"106.5467371,106.5467371","29.56659842,29.56659842",N080->N137; design throughput=800 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,800.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S049,800.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"109.4257429,109.4257429","24.32828748,24.32828748",N069->N070; design throughput=500 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,500.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S050,500.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"106.6930042,104.0385743","26.73530793,30.69284828",N127->N109; design throughput=600 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,600.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S051,600.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"109.4257429,110.2833245","24.32828748,25.27690019",N069->N073; design throughput=600 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,600.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S052,600.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"110.3828201,108.3621636","21.26187491,22.82027814",N006->N024; design throughput=800 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,800.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S053,800.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"108.3621636,102.7432509","22.82027814,25.08100417",N024->N141; design throughput=800 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,800.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S054,800.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"102.7432509,100.2621213","25.08100417,25.60771126",N141->N038; design throughput=800 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,800.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S055,800.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"108.3621636,108.3621636","22.82027814,22.82027814",N024->N151; design throughput=800 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,800.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S056,800.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"102.7432509,103.7914451","25.08100417,25.49347973",N141->N066; design throughput=800 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,800.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S057,800.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"102.7432509,102.7432509","25.08100417,25.08100417",N108->N062; design throughput=800 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,800.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S058,800.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"110.9216638,113.0740716","21.66642469,22.58145271",N117->N081; design throughput=550 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,550.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S059,550.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"113.2578297,113.1135059","23.1332448,23.02428458",N026->N027; design throughput=250 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,250.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S060,250.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"113.1135059,113.2578297","23.02428458,23.1332448",N003->N115; design throughput=250 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,250.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S061,250.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"113.2578297,113.5728911","23.1332448,22.2745396",N026->N060; design throughput=100 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,100.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S062,100.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"113.5728911,113.5728911","22.2745396,22.2745396",N021->N103; design throughput=100 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,100.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S063,100.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"113.2578297,113.2578297","23.1332448,23.1332448",N150->N026; design throughput=300 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,300.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S064,300.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"113.2578297,114.4106386","23.1332448,23.11487488",N150->N056; design throughput=350 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,350.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S065,350.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"114.0548095,114.0548095","22.54760649,22.54760649",N039->N041; design throughput=250 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,250.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S066,250.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"114.4106386,116.1160706","23.11487488,24.29108064",N056->N075; design throughput=120 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,120.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S067,120.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network_unknown_throughput,"114.3012374,114.0851703","30.59713291,32.15058474",N078->N014; design throughput unknown (missing frozen value); unknown is not zero
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput_unknown,S068,,unknown is not zero
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"113.3761098,113.3761098","31.69215886,31.69215886",N050->N051; design throughput=10 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,10.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S069,10.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"112.1931881,112.1159833","31.03762742,32.01139396",N119->N124; design throughput=350 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,350.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S070,350.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"112.1931881,112.2348628","31.03762742,30.33970576",N119->N118; design throughput=150 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,150.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S071,150.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"113.260805,113.260805","29.47623236,29.47623236",N142->N002; design throughput=600 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,600.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S072,600.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"113.260805,113.260805","29.47623236,29.47623236",N002->N083; design throughput=560 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,560.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S073,560.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"113.260805,112.9334488","29.47623236,28.23178771",N083->N144; design throughput=538 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,538.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S074,538.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"112.9334488,112.9385458","28.23178771,27.83333305",N144->N094; design throughput=385 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,385.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S075,385.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"112.9385458,112.5664064","27.83333305,26.89725267",N094->N123; design throughput=220 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,220.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S076,220.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"112.5664064,112.5664064","26.89725267,26.89725267",N123->N112; design throughput=136 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,136.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S077,136.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"112.5664064,113.0099272","26.89725267,25.77315809",N112->N134; design throughput=100 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,100.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S078,100.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"112.9385458,111.990876","27.83333305,27.70083635",N094->N042; design throughput=250 10 kt/y
e,S5,2060,existing_network_design_throughput,design_throughput_10kt_y,250.0,10 kt/y,existing directed segment design value,frozen_existing_pipeline_geometry,network_throughput,S079,250.0,frozen design-throughput field
e,S5,2060,complete_existing_network,network_segment,1,directed segment,140 directed physical segments,frozen_existing_pipeline_geometry,vector_network,"112.9385458,113.1266032","27.83333305,27.83380795",N094->N071; design throughput=350 10 kt/y
