scenario,tier,year,sector,composition_share,component_demand_10kt,scenario_semantics
S5,mid,2055,C,0.1238310922177,91.39265310346,exact sum of S1-S4; no second weighting
S5,mid,2055,D,0.1923031059273,220.4065391535,exact sum of S1-S4; no second weighting
S5,mid,2060,A,0.2731034482759,540.7448275862,exact sum of S1-S4; no second weighting
S5,mid,2060,B,0.4413793103448,1412.413793103,exact sum of S1-S4; no second weighting
S5,mid,2060,C,0.111724137931,90.49655172414,exact sum of S1-S4; no second weighting
S5,mid,2060,D,0.1737931034483,218.9793103448,exact sum of S1-S4; no second weighting
S6,high,2025,A,0.17,10.098,fixed composition at S5 total
S6,high,2025,B,0.5,40,fixed composition at S5 total
S6,high,2025,C,0.17,0,fixed composition at S5 total
S6,high,2025,D,0.16,2.016,fixed composition at S5 total
S6,high,2030,A,0.17,67.32,fixed composition at S5 total
S6,high,2030,B,0.5,200,fixed composition at S5 total
S6,high,2030,C,0.17,68.85,fixed composition at S5 total
S6,high,2030,D,0.16,40.32,fixed composition at S5 total
S6,high,2035,A,0.17,132.7303000959,fixed composition at S5 total
S6,high,2035,B,0.5,428.9259609271,fixed composition at S5 total
S6,high,2035,C,0.17,132.1748656764,fixed composition at S5 total
S6,high,2035,D,0.16,83.78390875495,fixed composition at S5 total
S6,high,2040,A,0.17,210.2660339383,fixed composition at S5 total
S6,high,2040,B,0.5,709.7871347485,fixed composition at S5 total
S6,high,2040,C,0.17,193.8386852086,fixed composition at S5 total
S6,high,2040,D,0.16,134.455736634,fixed composition at S5 total
S6,high,2045,A,0.17,297.9193373648,fixed composition at S5 total
S6,high,2045,B,0.5,1044.954323516,fixed composition at S5 total
S6,high,2045,C,0.17,253.3022835019,fixed composition at S5 total
S6,high,2045,D,0.16,188.38447077,fixed composition at S5 total
S6,high,2050,A,0.17,391.284682898,fixed composition at S5 total
S6,high,2050,B,0.5,1436.798329279,fixed composition at S5 total
S6,high,2050,C,0.17,310.0264854614,fixed composition at S5 total
S6,high,2050,D,0.16,241.9894462832,fixed composition at S5 total
S6,high,2055,A,0.17,482.8131502825,fixed composition at S5 total
S6,high,2055,B,0.5,1887.68995409,fixed composition at S5 total
S6,high,2055,C,0.17,363.4721159924,fixed composition at S5 total
S6,high,2055,D,0.16,292.1021161992,fixed composition at S5 total
S6,high,2060,A,0.17,561,fixed composition at S5 total
S6,high,2060,B,0.5,2400,fixed composition at S5 total
S6,high,2060,C,0.17,413.1,fixed composition at S5 total
S6,high,2060,D,0.16,336,fixed composition at S5 total
S6,low,2025,A,0.17,1.122,fixed composition at S5 total
S6,low,2025,B,0.5,4,fixed composition at S5 total
S6,low,2025,C,0.17,0,fixed composition at S5 total
S6,low,2025,D,0.16,0,fixed composition at S5 total
S6,low,2030,A,0.17,11.22,fixed composition at S5 total
S6,low,2030,B,0.5,40,fixed composition at S5 total
S6,low,2030,C,0.17,4.59,fixed composition at S5 total
S6,low,2030,D,0.16,6.72,fixed composition at S5 total
S6,low,2035,A,0.17,23.00858108108,fixed composition at S5 total
S6,low,2035,B,0.5,102.2828992229,fixed composition at S5 total
S6,low,2035,C,0.17,8.384642857143,fixed composition at S5 total
S6,low,2035,D,0.16,16.21381338235,fixed composition at S5 total
S6,low,2040,A,0.17,36.63178378378,fixed composition at S5 total
S6,low,2040,B,0.5,190.1983014816,fixed composition at S5 total
S6,low,2040,C,0.17,12.00005714286,fixed composition at S5 total
S6,low,2040,D,0.16,28.38028097063,fixed composition at S5 total
S6,low,2045,A,0.17,52.22606756757,fixed composition at S5 total
S6,low,2045,B,0.5,303.8369597322,fixed composition at S5 total
S6,low,2045,C,0.17,15.35027142857,fixed composition at S5 total
S6,low,2045,D,0.16,41.57065470643,fixed composition at S5 total
S6,low,2050,A,0.17,69.92789189189,fixed composition at S5 total
S6,low,2050,B,0.5,443.2896269313,fixed composition at S5 total
S6,low,2050,C,0.17,18.34931428571,fixed composition at S5 total
S6,low,2050,D,0.16,53.80270201236,fixed composition at S5 total
S6,low,2055,A,0.17,89.87371621622,fixed composition at S5 total
S6,low,2055,B,0.5,608.6470560351,fixed composition at S5 total
S6,low,2055,C,0.17,20.91121428571,fixed composition at S5 total
S6,low,2055,D,0.16,62.98534077181,fixed composition at S5 total
S6,low,2060,A,0.17,112.2,fixed composition at S5 total
S6,low,2060,B,0.5,800,fixed composition at S5 total
S6,low,2060,C,0.17,22.95,fixed composition at S5 total
S6,low,2060,D,0.16,67.2,fixed composition at S5 total
S6,mid,2025,A,0.17,4.488,fixed composition at S5 total
S6,mid,2025,B,0.5,20,fixed composition at S5 total
S6,mid,2025,C,0.17,0,fixed composition at S5 total
S6,mid,2025,D,0.16,0.672,fixed composition at S5 total
S6,mid,2030,A,0.17,33.66,fixed composition at S5 total
S6,mid,2030,B,0.5,120,fixed composition at S5 total
S6,mid,2030,C,0.17,27.54,fixed composition at S5 total
S6,mid,2030,D,0.16,20.16,fixed composition at S5 total
S6,mid,2035,A,0.17,67.3016580627,fixed composition at S5 total
S6,mid,2035,B,0.5,267.6909735978,fixed composition at S5 total
S6,mid,2035,C,0.17,50.30785714286,fixed composition at S5 total
S6,mid,2035,D,0.16,46.80107144723,fixed composition at S5 total
S6,mid,2040,A,0.17,107.1756080345,fixed composition at S5 total
S6,mid,2040,B,0.5,453.1206366814,fixed composition at S5 total
S6,mid,2040,C,0.17,72.00034285714,fixed composition at S5 total
S6,mid,2040,D,0.16,80.80579965049,fixed composition at S5 total
S6,mid,2045,A,0.17,153.6621335649,fixed composition at S5 total
S6,mid,2045,B,0.5,677.677680057,fixed composition at S5 total
S6,mid,2045,C,0.17,92.10162857143,fixed composition at S5 total
S6,mid,2045,D,0.16,118.1049156365,fixed composition at S5 total
S6,mid,2050,A,0.17,207.141518303,fixed composition at S5 total
S6,mid,2050,B,0.5,942.7507945312,fixed composition at S5 total
S6,mid,2050,C,0.17,110.0958857143,fixed composition at S5 total
S6,mid,2050,D,0.16,153.9628434523,fixed composition at S5 total
S6,mid,2055,A,0.17,267.9940458983,fixed composition at S5 total
S6,mid,2055,B,0.5,1249.72867091,fixed composition at S5 total
S6,mid,2055,C,0.17,125.4672857143,fixed composition at S5 total
S6,mid,2055,D,0.16,183.3826141003,fixed composition at S5 total
S6,mid,2060,A,0.17,336.6,fixed composition at S5 total
S6,mid,2060,B,0.5,1600,fixed composition at S5 total
S6,mid,2060,C,0.17,137.7,fixed composition at S5 total
S6,mid,2060,D,0.16,201.6,fixed composition at S5 total
S7,high,2025,A,0.3,17.82,fixed composition at S5 total
S7,high,2025,B,0.3,24,fixed composition at S5 total
S7,high,2025,C,0.25,0,fixed composition at S5 total
S7,high,2025,D,0.15,1.89,fixed composition at S5 total
S7,high,2030,A,0.3,118.8,fixed composition at S5 total
S7,high,2030,B,0.3,120,fixed composition at S5 total
S7,high,2030,C,0.25,101.25,fixed composition at S5 total
S7,high,2030,D,0.15,37.8,fixed composition at S5 total
S7,high,2035,A,0.3,234.2299413457,fixed composition at S5 total
S7,high,2035,B,0.3,257.3555765562,fixed composition at S5 total
S7,high,2035,C,0.25,194.3748024652,fixed composition at S5 total
S7,high,2035,D,0.15,78.54741445777,fixed composition at S5 total
S7,high,2040,A,0.3,371.05770695,fixed composition at S5 total
S7,high,2040,B,0.3,425.8722808491,fixed composition at S5 total
S7,high,2040,C,0.25,285.0568900126,fixed composition at S5 total
S7,high,2040,D,0.15,126.0522530944,fixed composition at S5 total
S7,high,2045,A,0.3,525.7400071144,fixed composition at S5 total
S7,high,2045,B,0.3,626.9725941093,fixed composition at S5 total
S7,high,2045,C,0.25,372.503358091,fixed composition at S5 total
S7,high,2045,D,0.15,176.6104413469,fixed composition at S5 total
S7,high,2050,A,0.3,690.5023815848,fixed composition at S5 total
S7,high,2050,B,0.3,862.0789975674,fixed composition at S5 total
S7,high,2050,C,0.25,455.9213021492,fixed composition at S5 total
S7,high,2050,D,0.15,226.8651058905,fixed composition at S5 total
S7,high,2055,A,0.3,852.0232063808,fixed composition at S5 total
S7,high,2055,B,0.3,1132.613972454,fixed composition at S5 total
S7,high,2055,C,0.25,534.5178176359,fixed composition at S5 total
S7,high,2055,D,0.15,273.8457339368,fixed composition at S5 total
S7,high,2060,A,0.3,990,fixed composition at S5 total
S7,high,2060,B,0.3,1440,fixed composition at S5 total
S7,high,2060,C,0.25,607.5,fixed composition at S5 total
S7,high,2060,D,0.15,315,fixed composition at S5 total
S7,low,2025,A,0.3,1.98,fixed composition at S5 total
S7,low,2025,B,0.3,2.4,fixed composition at S5 total
S7,low,2025,C,0.25,0,fixed composition at S5 total
S7,low,2025,D,0.15,0,fixed composition at S5 total
S7,low,2030,A,0.3,19.8,fixed composition at S5 total
S7,low,2030,B,0.3,24,fixed composition at S5 total
S7,low,2030,C,0.25,6.75,fixed composition at S5 total
S7,low,2030,D,0.15,6.3,fixed composition at S5 total
S7,low,2035,A,0.3,40.60337837838,fixed composition at S5 total
S7,low,2035,B,0.3,61.36973953376,fixed composition at S5 total
S7,low,2035,C,0.25,12.33035714286,fixed composition at S5 total
S7,low,2035,D,0.15,15.20045004595,fixed composition at S5 total
S7,low,2040,A,0.3,64.64432432432,fixed composition at S5 total
S7,low,2040,B,0.3,114.1189808889,fixed composition at S5 total
S7,low,2040,C,0.25,17.64714285714,fixed composition at S5 total
S7,low,2040,D,0.15,26.60651340996,fixed composition at S5 total
S7,low,2045,A,0.3,92.16364864865,fixed composition at S5 total
S7,low,2045,B,0.3,182.3021758393,fixed composition at S5 total
S7,low,2045,C,0.25,22.57392857143,fixed composition at S5 total
S7,low,2045,D,0.15,38.97248878728,fixed composition at S5 total
S7,low,2050,A,0.3,123.4021621622,fixed composition at S5 total
S7,low,2050,B,0.3,265.9737761588,fixed composition at S5 total
S7,low,2050,C,0.25,26.98428571429,fixed composition at S5 total
S7,low,2050,D,0.15,50.44003313658,fixed composition at S5 total
S7,low,2055,A,0.3,158.6006756757,fixed composition at S5 total
S7,low,2055,B,0.3,365.188233621,fixed composition at S5 total
S7,low,2055,C,0.25,30.75178571429,fixed composition at S5 total
S7,low,2055,D,0.15,59.04875697357,fixed composition at S5 total
S7,low,2060,A,0.3,198,fixed composition at S5 total
S7,low,2060,B,0.3,480,fixed composition at S5 total
S7,low,2060,C,0.25,33.75,fixed composition at S5 total
S7,low,2060,D,0.15,63,fixed composition at S5 total
S7,mid,2025,A,0.3,7.92,fixed composition at S5 total
S7,mid,2025,B,0.3,12,fixed composition at S5 total
S7,mid,2025,C,0.25,0,fixed composition at S5 total
S7,mid,2025,D,0.15,0.63,fixed composition at S5 total
S7,mid,2030,A,0.3,59.4,fixed composition at S5 total
S7,mid,2030,B,0.3,72,fixed composition at S5 total
S7,mid,2030,C,0.25,40.5,fixed composition at S5 total
S7,mid,2030,D,0.15,18.9,fixed composition at S5 total
S7,mid,2035,A,0.3,118.7676318754,fixed composition at S5 total
S7,mid,2035,B,0.3,160.6145841587,fixed composition at S5 total
S7,mid,2035,C,0.25,73.98214285714,fixed composition at S5 total
S7,mid,2035,D,0.15,43.87600448178,fixed composition at S5 total
S7,mid,2040,A,0.3,189.1334259433,fixed composition at S5 total
S7,mid,2040,B,0.3,271.8723820088,fixed composition at S5 total
S7,mid,2040,C,0.25,105.8828571429,fixed composition at S5 total
S7,mid,2040,D,0.15,75.75543717233,fixed composition at S5 total
S7,mid,2045,A,0.3,271.1684709968,fixed composition at S5 total
S7,mid,2045,B,0.3,406.6066080342,fixed composition at S5 total
S7,mid,2045,C,0.25,135.4435714286,fixed composition at S5 total
S7,mid,2045,D,0.15,110.7233584092,fixed composition at S5 total
S7,mid,2050,A,0.3,365.5438558288,fixed composition at S5 total
S7,mid,2050,B,0.3,565.6504767187,fixed composition at S5 total
S7,mid,2050,C,0.25,161.9057142857,fixed composition at S5 total
S7,mid,2050,D,0.15,144.3401657365,fixed composition at S5 total
S7,mid,2055,A,0.3,472.9306692322,fixed composition at S5 total
S7,mid,2055,B,0.3,749.837202546,fixed composition at S5 total
S7,mid,2055,C,0.25,184.5107142857,fixed composition at S5 total
S7,mid,2055,D,0.15,171.921200719,fixed composition at S5 total
S7,mid,2060,A,0.3,594,fixed composition at S5 total
S7,mid,2060,B,0.3,960,fixed composition at S5 total
S7,mid,2060,C,0.25,202.5,fixed composition at S5 total
S7,mid,2060,D,0.15,189,fixed composition at S5 total
S8,high,2025,A,0.25,14.85,fixed composition at S5 total
S8,high,2025,B,0.25,20,fixed composition at S5 total
S8,high,2025,C,0.25,0,fixed composition at S5 total
S8,high,2025,D,0.25,3.15,fixed composition at S5 total
S8,high,2030,A,0.25,99,fixed composition at S5 total
S8,high,2030,B,0.25,100,fixed composition at S5 total
S8,high,2030,C,0.25,101.25,fixed composition at S5 total
S8,high,2030,D,0.25,63,fixed composition at S5 total
S8,high,2035,A,0.25,195.1916177881,fixed composition at S5 total
S8,high,2035,B,0.25,214.4629804635,fixed composition at S5 total
S8,high,2035,C,0.25,194.3748024652,fixed composition at S5 total
S8,high,2035,D,0.25,130.9123574296,fixed composition at S5 total
S8,high,2040,A,0.25,309.2147557916,fixed composition at S5 total
S8,high,2040,B,0.25,354.8935673743,fixed composition at S5 total
S8,high,2040,C,0.25,285.0568900126,fixed composition at S5 total
S8,high,2040,D,0.25,210.0870884906,fixed composition at S5 total
S8,high,2045,A,0.25,438.1166725953,fixed composition at S5 total
S8,high,2045,B,0.25,522.4771617578,fixed composition at S5 total
S8,high,2045,C,0.25,372.503358091,fixed composition at S5 total
S8,high,2045,D,0.25,294.3507355782,fixed composition at S5 total
S8,high,2050,A,0.25,575.4186513206,fixed composition at S5 total
S8,high,2050,B,0.25,718.3991646395,fixed composition at S5 total
S8,high,2050,C,0.25,455.9213021492,fixed composition at S5 total
S8,high,2050,D,0.25,378.1085098175,fixed composition at S5 total
S8,high,2055,A,0.25,710.0193386507,fixed composition at S5 total
S8,high,2055,B,0.25,943.8449770451,fixed composition at S5 total
S8,high,2055,C,0.25,534.5178176359,fixed composition at S5 total
S8,high,2055,D,0.25,456.4095565613,fixed composition at S5 total
S8,high,2060,A,0.25,825,fixed composition at S5 total
S8,high,2060,B,0.25,1200,fixed composition at S5 total
S8,high,2060,C,0.25,607.5,fixed composition at S5 total
S8,high,2060,D,0.25,525,fixed composition at S5 total
S8,low,2025,A,0.25,1.65,fixed composition at S5 total
S8,low,2025,B,0.25,2,fixed composition at S5 total
S8,low,2025,C,0.25,0,fixed composition at S5 total
S8,low,2025,D,0.25,0,fixed composition at S5 total
S8,low,2030,A,0.25,16.5,fixed composition at S5 total
S8,low,2030,B,0.25,20,fixed composition at S5 total
S8,low,2030,C,0.25,6.75,fixed composition at S5 total
S8,low,2030,D,0.25,10.5,fixed composition at S5 total
S8,low,2035,A,0.25,33.83614864865,fixed composition at S5 total
S8,low,2035,B,0.25,51.14144961147,fixed composition at S5 total
S8,low,2035,C,0.25,12.33035714286,fixed composition at S5 total
S8,low,2035,D,0.25,25.33408340992,fixed composition at S5 total
S8,low,2040,A,0.25,53.87027027027,fixed composition at S5 total
S8,low,2040,B,0.25,95.09915074078,fixed composition at S5 total
S8,low,2040,C,0.25,17.64714285714,fixed composition at S5 total
S8,low,2040,D,0.25,44.3441890166,fixed composition at S5 total
S8,low,2045,A,0.25,76.80304054054,fixed composition at S5 total
S8,low,2045,B,0.25,151.9184798661,fixed composition at S5 total
S8,low,2045,C,0.25,22.57392857143,fixed composition at S5 total
S8,low,2045,D,0.25,64.9541479788,fixed composition at S5 total
S8,low,2050,A,0.25,102.8351351351,fixed composition at S5 total
S8,low,2050,B,0.25,221.6448134656,fixed composition at S5 total
S8,low,2050,C,0.25,26.98428571429,fixed composition at S5 total
S8,low,2050,D,0.25,84.06672189431,fixed composition at S5 total
S8,low,2055,A,0.25,132.1672297297,fixed composition at S5 total
S8,low,2055,B,0.25,304.3235280175,fixed composition at S5 total
S8,low,2055,C,0.25,30.75178571429,fixed composition at S5 total
S8,low,2055,D,0.25,98.41459495595,fixed composition at S5 total
S8,low,2060,A,0.25,165,fixed composition at S5 total
S8,low,2060,B,0.25,400,fixed composition at S5 total
S8,low,2060,C,0.25,33.75,fixed composition at S5 total
S8,low,2060,D,0.25,105,fixed composition at S5 total
S8,mid,2025,A,0.25,6.6,fixed composition at S5 total
S8,mid,2025,B,0.25,10,fixed composition at S5 total
S8,mid,2025,C,0.25,0,fixed composition at S5 total
S8,mid,2025,D,0.25,1.05,fixed composition at S5 total
S8,mid,2030,A,0.25,49.5,fixed composition at S5 total
S8,mid,2030,B,0.25,60,fixed composition at S5 total
S8,mid,2030,C,0.25,40.5,fixed composition at S5 total
S8,mid,2030,D,0.25,31.5,fixed composition at S5 total
S8,mid,2035,A,0.25,98.97302656279,fixed composition at S5 total
S8,mid,2035,B,0.25,133.8454867989,fixed composition at S5 total
S8,mid,2035,C,0.25,73.98214285714,fixed composition at S5 total
S8,mid,2035,D,0.25,73.1266741363,fixed composition at S5 total
S8,mid,2040,A,0.25,157.6111882861,fixed composition at S5 total
S8,mid,2040,B,0.25,226.5603183407,fixed composition at S5 total
S8,mid,2040,C,0.25,105.8828571429,fixed composition at S5 total
S8,mid,2040,D,0.25,126.2590619539,fixed composition at S5 total
S8,mid,2045,A,0.25,225.9737258307,fixed composition at S5 total
S8,mid,2045,B,0.25,338.8388400285,fixed composition at S5 total
S8,mid,2045,C,0.25,135.4435714286,fixed composition at S5 total
S8,mid,2045,D,0.25,184.538930682,fixed composition at S5 total
S8,mid,2050,A,0.25,304.6198798573,fixed composition at S5 total
S8,mid,2050,B,0.25,471.3753972656,fixed composition at S5 total
S8,mid,2050,C,0.25,161.9057142857,fixed composition at S5 total
S8,mid,2050,D,0.25,240.5669428942,fixed composition at S5 total
S8,mid,2055,A,0.25,394.1088910268,fixed composition at S5 total
S8,mid,2055,B,0.25,624.864335455,fixed composition at S5 total
S8,mid,2055,C,0.25,184.5107142857,fixed composition at S5 total
S8,mid,2055,D,0.25,286.5353345316,fixed composition at S5 total
S8,mid,2060,A,0.25,495,fixed composition at S5 total
S8,mid,2060,B,0.25,800,fixed composition at S5 total
S8,mid,2060,C,0.25,202.5,fixed composition at S5 total
S8,mid,2060,D,0.25,315,fixed composition at S5 total
