scenario,tier,year,region,demand_methanol_10kt,local_direct_methanol_10kt,pipeline_served_methanol_10kt,served_methanol_10kt,unserved_methanol_10kt,demand_met_pct,pipeline_share_pct
S4,mid,2060,NW,57.02851425712855,57.02851425712855,0.0,57.02851425712855,0.0,100.0,0.0
S4,mid,2060,SC,201.1005502751375,119.0855879460588,0.0,119.0855879460588,82.01496232907871,59.21693788660985,0.0
S4,mid,2060,SW,177.38869434717355,175.64423164446742,1.744,177.38823164446745,0.0004627027061161,99.99973915885236,0.9831542847190864
S5,mid,2060,CC,345.208736199848,306.0311673732592,39.176,345.2071673732592,0.0015688265887944,99.9995455426169,11.34854768459674
S5,mid,2060,EC,896.1655593102624,314.83430843899527,171.954,486.7883084389953,409.37725087126717,54.31901542987815,35.32418445944444
S5,mid,2060,NC,288.88961120468207,172.97397351613756,0.0,172.97397351613756,115.91563768854449,59.87545650908964,0.0
S5,mid,2060,NE,53.82782417031838,53.82782417031838,0.0,53.82782417031838,0.0,100.0,0.0
S5,mid,2060,NW,58.68478151778252,58.68478151778252,0.0,58.68478151778252,0.0,100.0,0.0
S5,mid,2060,SC,416.89572931910135,151.34105497827866,0.0,151.34105497827866,265.5546743408227,36.301896214062396,0.0
S5,mid,2060,SW,202.96224103662598,182.46225353237708,11.059,193.5212535323771,9.440987504248909,95.34840201998696,5.714617799408669
S6,mid,2060,CC,385.66239665586033,316.59121504062176,69.07,385.66121504062176,0.0011816152385222,99.99969361409129,17.909501216689584
S6,mid,2060,EC,858.894069618475,285.1118092041897,185.93099999999998,471.04280920418967,387.8512604142854,54.842945814427296,39.47220854811984
S6,mid,2060,NC,278.6670511570627,157.18401770826623,0.0,157.18401770826623,121.4830334487965,56.405670155699156,0.0
S6,mid,2060,NE,46.83588395679798,46.83588395679798,0.0,46.83588395679798,0.0,100.0,0.0
S6,mid,2060,NW,68.69422028029439,68.69422028029439,0.0,68.69422028029439,0.0,100.0,0.0
S6,mid,2060,SC,407.88970807223336,147.10933219666578,0.0,147.10933219666578,260.7803758755676,36.06595834249736,0.0
S6,mid,2060,SW,229.25667025927632,192.0058872720022,21.317,213.32288727200222,15.933782987274114,93.04980615427507,9.99283305818905
S7,mid,2060,CC,253.11734955328518,253.11734955328518,0.0,253.11734955328518,0.0,100.0,0.0
S7,mid,2060,EC,772.9511047230633,311.446437743733,105.11200000000001,416.558437743733,356.3926669793303,53.89195192275191,25.233434369817033
S7,mid,2060,NC,254.58791774644425,154.42934454709007,0.0,154.42934454709007,100.15857319935418,60.658552029516706,0.0
S7,mid,2060,NE,66.3209066585546,66.3209066585546,0.0,66.3209066585546,0.0,100.0,0.0
S7,mid,2060,NW,59.00933390528169,59.00933390528169,0.0,59.00933390528169,0.0,100.0,0.0
S7,mid,2060,SC,372.34706571469474,138.71483376632932,0.0,138.71483376632932,233.63223194836544,37.254176691328475,0.0
S7,mid,2060,SW,167.1663216986762,144.43935243307163,22.726,167.16535243307163,0.000969265604553,99.99942017890045,13.594922434120347
S8,mid,2060,CC,241.55509415867124,241.55509415867124,0.0,241.55509415867124,0.0,100.0,0.0
S8,mid,2060,EC,711.3368937768298,291.1719872705511,96.752,387.9239872705511,323.4129065062787,54.534495632705905,24.940968636858727
S8,mid,2060,NC,228.94322960531855,140.3343390540613,0.0,140.3343390540613,88.60889055125725,61.296566531356916,0.0
S8,mid,2060,NE,60.55372614966829,60.55372614966829,0.0,60.55372614966829,0.0,100.0,0.0
S8,mid,2060,NW,60.44525637866527,60.44525637866527,0.0,60.44525637866527,0.0,100.0,0.0
S8,mid,2060,SC,342.54693096502774,132.06660445211213,0.0,132.06660445211213,210.48032651291555,38.55430964745542,0.0
S8,mid,2060,SW,167.11886896581916,144.34704977124267,22.771,167.11804977124268,0.0008191945764863,99.9995098132356,13.625697542048737
