scenario,tier,year,demand_10kt,supply_10kt,local_direct_10kt,pipeline_served_10kt,served_10kt,unserved_10kt,demand_met_pct,pipeline_tonne_km,edges_used,max_edge_util_pct,min_cost_objective,active_segments,capacity_factor,connector_count
S7,low,2040,223.0169614803615,2566.190476190481,161.9728754133657,0.0,161.9728754133657,61.04408606699579,72.62805229620562,0.0,0,0.0,0,101,1.0,0
S7,low,2045,336.0122418466786,3058.571428571434,240.57338197935474,0.0,240.57338197935474,95.43885986732386,71.59661227138494,0.0,0,0.0,0,114,1.0,0
S7,low,2050,466.8002571717848,3550.952380952387,327.27513561577433,2.511,329.78613561577436,137.01412155601042,70.64823348938546,17202.496572196436,2,0.4134838778451538,1720619,121,1.0,0
S7,low,2055,613.5894519845684,4043.3333333333408,419.3741665477471,9.906,429.2801665477471,184.3092854368213,69.96211638894721,104332.14525805047,2,1.6859586136809586,10434828,125,1.0,0
S7,low,2060,774.75,4535.7142857142935,516.4585706288799,21.357,537.8155706288799,236.93442937112013,69.41795038772247,206047.99880347963,2,3.3705829333541195,20607858,132,1.0,0
S7,mid,2025,20.55,1261.7190721006984,17.02893300065655,0.0,17.02893300065655,3.52106699934345,82.86585401779342,0.0,0,0.0,0,96,1.0,0
S7,mid,2030,190.8,2224.9240121580538,133.5502556727839,0.0,133.5502556727839,57.24974432721612,69.9948929102641,0.0,0,0.0,0,97,1.0,0
S7,mid,2035,397.24036337295166,3460.045836516417,272.3001639474996,0.0,272.3001639474996,124.94019942545208,68.54795963718541,0.0,0,0.0,0,103,1.0,0
S7,mid,2040,642.6441022673182,4635.6989247311785,434.1797809121222,2.136,436.31578091212225,206.32832135519595,67.89384347771228,101786.89680959098,1,0.35600000000000004,10178040,101,1.0,0
S7,mid,2045,923.9420088688137,5525.161290322575,605.2742564356578,15.627,620.9012564356577,303.04075243315594,67.20132329471953,365154.99080578884,3,1.8637746675457258,36515146,114,1.0,0
S7,mid,2050,1237.4402125697202,5924.5836516424615,773.5586322266022,47.692,821.2506322266022,416.189580343118,66.36689384137264,856651.7014210124,3,6.603702581387287,85666268,121,1.0,0
S7,mid,2055,1579.199786782936,6194.042553191487,950.124310411037,85.361,1035.485310411037,543.7144763718989,65.57025393984343,1400576.8220543684,3,11.63423772602493,140060759,125,1.0,0
S7,mid,2060,1945.5,6335.600907029496,1127.4775586073456,75.515,1202.9925586073457,742.5074413926543,61.834621362495284,1485972.4724062402,3,8.33121236450956,148600685,132,1.0,0
S8,high,2025,38.0,1261.7190721006984,30.68273965776003,0.0,30.68273965776003,7.317260342239969,80.74405173094745,0.0,0,0.0,0,96,1.0,0
S8,high,2030,363.25,3873.0158730158746,250.11821794281116,2.054,252.17221794281116,111.07778205718884,69.42111987413934,97879.347400234,1,0.3423333333333333,9787310,97,1.0,0
S8,high,2035,734.9417581464829,5530.158730158732,481.74328784208234,13.043,494.78628784208234,240.15547030440058,67.32319702311231,621538.6212956436,1,2.173833333333333,62149895,103,1.0,0
S8,high,2040,1159.252301669177,6843.174603174606,740.0895997734052,29.036,769.1255997734052,390.12670189577193,66.34669594064736,1261238.9771959945,3,4.304833333333334,126116489,101,1.0,0
S8,high,2045,1627.4479280222754,8156.19047619048,1006.0308223365602,65.589,1071.6198223365602,555.8281056857152,65.8466427026532,2075863.2926812316,3,6.426333333333334,207577975,114,1.0,0
S8,high,2050,2127.847627926851,9469.206349206353,1289.0509130328048,106.304,1395.354913032805,732.4927148940462,65.57588497971025,2969607.347052326,4,10.021366967632213,296956755,121,1.0,0
S8,high,2055,2644.7916898929907,10782.222222222226,1581.8470881325138,149.777,1731.6240881325139,913.1676017604768,65.47298582152517,3905558.3234645994,4,14.772306060271802,390559931,125,1.0,0
S8,high,2060,3157.5,12095.2380952381,1873.0934877608793,194.425,2067.5184877608795,1089.9815122391205,65.47960372956071,4828659.063446772,4,18.96235005035496,482878618,132,1.0,0
S8,low,2025,3.65,1261.7190721006984,3.321748870775597,0.0,3.321748870775597,0.328251129224403,91.00681837741361,0.0,0,0.0,0,96,1.0,0
S8,low,2030,53.75,1452.3809523809548,43.41815574017865,0.0,43.41815574017865,10.331844259821352,80.77796416777423,0.0,0,0.0,0,97,1.0,0
S8,low,2035,122.64203881289461,2073.8095238095275,92.90113723886188,0.0,92.90113723886188,29.740901574032733,75.74983108409825,0.0,0,0.0,0,103,1.0,0
S8,low,2040,210.96075288479312,2566.190476190481,156.00639972098142,0.0,156.00639972098142,54.9543531638117,73.95043750444776,0.0,0,0.0,0,101,1.0,0
S8,low,2045,316.2495969568691,3058.571428571434,230.77687094805384,0.0,230.77687094805384,85.47272600881524,72.97301662001098,0.0,0,0.0,0,114,1.0,0
S8,low,2050,435.5309562093557,3550.952380952387,311.66560470820684,2.046,313.71160470820683,121.81935150114884,72.02969162940707,13071.030274676861,1,0.33691278935531044,1307394,121,1.0,0
S8,low,2055,565.6571384174949,4043.3333333333408,397.1194498850892,5.955,403.07444988508917,162.58268853240577,71.25773238056297,73313.58221919324,2,1.0135153991994859,7332564,125,1.0,0
S8,low,2060,703.75,4535.7142857142935,482.3274421588808,14.712,497.0394421588808,206.71055784111923,70.62727419664381,152412.24224142267,2,2.321862439270769,15243564,132,1.0,0
S8,mid,2025,17.65,1261.7190721006984,14.799402967012002,0.0,14.799402967012002,2.850597032987997,83.84930859496886,0.0,0,0.0,0,96,1.0,0
S8,mid,2030,181.5,2224.9240121580538,129.16524493039614,0.0,129.16524493039614,52.33475506960386,71.16542420407501,0.0,0,0.0,0,97,1.0,0
S8,mid,2035,379.9273303551331,3460.045836516417,265.54112946350085,0.032,265.57312946350083,114.35420089163227,69.90103323581884,1524.8973304807635,1,0.005333333333333334,152480,103,1.0,0
S8,mid,2040,616.3134257235181,4635.6989247311785,424.210826162492,2.424,426.634826162492,189.6785995610261,69.22367878999978,115510.97278391782,1,0.404,11550360,101,1.0,0
S8,mid,2045,884.7950679697773,5525.161290322575,590.5586269147664,15.555,606.1136269147663,278.68144105501096,68.5032782004013,385954.7096497368,3,1.7754076584442524,38595070,114,1.0,0
S8,mid,2050,1178.4679343028133,5924.5836516424615,750.317621545337,46.548,796.865621545337,381.6023127574763,67.61877844531817,871560.8598564854,3,6.317522803804387,87157035,121,1.0,0
S8,mid,2055,1490.0192752992218,6194.042553191487,913.2121468275728,81.655,994.8671468275728,495.152128471649,66.76874341963034,1391651.4619922137,3,10.946306702756363,139167855,125,1.0,0
S8,mid,2060,1812.5,6335.600907029496,1070.474057234972,95.835,1166.309057234972,646.190942765028,64.34808591641224,1705746.939392135,4,11.531032984154395,170581332,132,1.0,0
