scenario,tier,year,demand_10kt,supply_10kt,local_direct_10kt,pipeline_served_10kt,served_10kt,unserved_10kt,demand_met_pct,pipeline_delivery_share_pct,pipeline_tonne_km,average_pipeline_distance_km,edges_used,max_edge_util_pct,min_cost_objective
S7,low,2060,774.75,4535.714285714,516.4585706289,21.357,537.8155706289,236.9344293711,69.41795038772,2.756631171346,22574236.24898,105.6994720653,2,3.370582933354,2257435392
S7,mid,2025,20.55,1261.719072101,17.02893300066,0,17.02893300066,3.521066999344,82.86585401779,0,0,0,0,0,0
S7,mid,2030,190.8,2224.924012158,133.5502556728,0,133.5502556728,57.24974432721,69.99489291027,0,0,0,0,0,0
S7,mid,2035,397.240363373,3460.045836516,272.3001639475,0,272.3001639475,124.9401994255,68.54795963718,0,0,0,0,0,0
S7,mid,2040,642.6441022673,4635.698924731,434.1797809121,2.136,436.3157809121,206.3283213552,67.89384347771,0.332376815171,10904247.61065,510.4984836447,1,0.356,1090423728
S7,mid,2045,923.9420088688,5525.161290323,605.2742564357,15.627,620.9012564357,303.0407524331,67.20132329472,1.691339916358,39351794.19619,251.8192499916,3,1.863774667546,3935182038
S7,mid,2050,1237.44021257,5924.583651642,773.5586322266,47.692,821.2506322266,416.1895803431,66.36689384137,3.854085192605,92633773.76448,194.2333593988,3,6.603702581387,9263390400
S7,mid,2055,1579.199786783,6194.042553192,950.1243104111,85.361,1035.485310411,543.7144763719,65.57025393984,5.405332543382,151661594.6792,177.6708270512,3,11.63423772602,15166185350
S7,mid,2060,1945.5,6335.60090703,1127.477558607,127.838,1255.315558607,690.1844413927,64.52405852518,6.570958622462,464132291.0672,363.0628538206,9,19.37503369831,46413291217
S8,high,2025,38,1261.719072101,30.68273965776,0,30.68273965776,7.317260342239,80.74405173095,0,0,0,0,0,0
