scenario,tier,year,segment_id,from_node_id,to_node_id,flow_10kt,capacity_10kt,flow_to_capacity_pct,distance_km
S8,high,2050,S116,N053,N046,22.907,607.2788165492509,3.7720729549179355,0.6388577846860636
S8,high,2055,S034,N018,N057,23.991,687.1686941372941,3.4912824470444623,5.3727797621738445
S8,high,2055,S051,N127,N109,38.99,600.0,6.498333333333333,4.765304157752386
S8,high,2055,S115,N067,N053,86.796,587.5589068210993,14.772306060271802,0.6109355782786213
S8,high,2055,S116,N053,N046,35.738,618.6191010252712,5.777060543518534,0.6388577846860636
S8,high,2060,S034,N018,N057,39.064,695.8883450140861,5.613544224427163,5.3727797621738445
S8,high,2060,S051,N127,N109,35.21,600.0,5.868333333333333,4.765304157752386
S8,high,2060,S115,N067,N053,120.151,633.6292689510332,18.96235005035496,0.6109355782786213
S8,high,2060,S116,N053,N046,49.765,639.9646516167563,7.776210744496219,0.6388577846860636
S8,low,2050,S116,N053,N046,2.046,607.2788165492509,0.33691278935531044,0.6388577846860636
S8,low,2055,S115,N067,N053,5.955,587.5589068210993,1.0135153991994859,0.6109355782786213
S8,low,2055,S116,N053,N046,5.781,618.6191010252712,0.9345007275751481,0.6388577846860636
S8,low,2060,S115,N067,N053,14.712,633.6292689510332,2.321862439270769,0.6109355782786213
S8,low,2060,S116,N053,N046,9.788,639.9646516167563,1.52945947487449,0.6388577846860636
