scenario,year,plan,region,demand_10kt,local_direct_10kt,pipeline_served_10kt,served_demand_10kt,unserved_demand_10kt,demand_satisfaction_pct,baseline_demand_satisfaction_pct,optimized_2060_demand_10kt,optimized_2060_served_demand_10kt,optimized_2060_demand_satisfaction_pct,connector_gain_2060_pp
S3,2050,baseline,西北,99.41393221094678,99.41393221094678,0.0,99.41393221094678,0.0,100.0,100.0,99.41393221094678,99.41393221094678,100.0,0.0
S3,2055,baseline,西北,99.41393221094678,99.41393221094678,0.0,99.41393221094678,0.0,100.0,100.0,99.41393221094678,99.41393221094678,100.0,0.0
S3,2060,baseline,西北,99.41393221094678,99.41393221094678,0.0,99.41393221094678,0.0,100.0,100.0,99.41393221094678,99.41393221094678,100.0,0.0
S3,2025,baseline,西南,135.36033816461503,5.68293647273605,129.6774,135.36033647273607,1.6918789640385512e-06,99.99999875009254,99.99999875009254,135.36033816461503,135.36029509141247,99.99996817886012,-3.057123242911075e-05
S3,2030,baseline,西南,135.36033816461503,10.03653837640867,125.3238,135.36033837640866,0.0,100.00000015646653,100.00000015646653,135.36033816461503,135.36029509141247,99.99996817886012,-3.197760641171499e-05
S3,2035,baseline,西南,135.36033816461503,15.6100940218052,119.7502,135.3602940218052,4.414280982700802e-05,99.99996738866759,99.99996738866759,135.36033816461503,135.36029509141247,99.99996817886012,7.901925300757284e-07
S3,2040,baseline,西南,135.36033816461503,20.867413310130008,114.4929,135.36031331013,2.4854485019432104e-05,99.99998163828093,99.99998163828093,135.36033816461503,135.36029509141247,99.99996817886012,-1.3459420813433098e-05
S3,2045,baseline,西南,135.36033816461503,24.83357511112599,110.5268,135.360375111126,0.0,100.00002729493104,100.00002729493104,135.36033816461503,135.36029509141247,99.99996817886012,-5.9116070929121634e-05
S3,2050,baseline,西南,135.36033816461503,26.59960422212026,108.7607,135.36030422212025,3.3942494781058485e-05,99.99997492434251,99.99997492434251,135.36033816461503,135.36029509141247,99.99996817886012,-6.74548239487649e-06
S3,2055,baseline,西南,135.36033816461503,27.78627884790249,107.5741,135.3603788479025,0.0,100.0000300555451,100.0000300555451,135.36033816461503,135.36029509141247,99.99996817886012,-6.187668498114363e-05
S3,2060,baseline,西南,135.36033816461503,28.40279509141248,106.9575,135.36029509141247,4.307320256202729e-05,99.99996817886012,99.99996817886012,135.36033816461503,135.36029509141247,99.99996817886012,0.0
S4,2025,baseline,东北,13.506753376688348,13.506753376688348,0.0,13.506753376688348,0.0,100.0,100.0,13.506753376688348,13.506753376688348,100.0,0.0
S4,2030,baseline,东北,13.506753376688348,13.506753376688348,0.0,13.506753376688348,0.0,100.0,100.0,13.506753376688348,13.506753376688348,100.0,0.0
S4,2035,baseline,东北,13.506753376688348,13.506753376688348,0.0,13.506753376688348,0.0,100.0,100.0,13.506753376688348,13.506753376688348,100.0,0.0
S4,2040,baseline,东北,13.506753376688348,13.506753376688348,0.0,13.506753376688348,0.0,100.0,100.0,13.506753376688348,13.506753376688348,100.0,0.0
S4,2045,baseline,东北,13.506753376688348,13.506753376688348,0.0,13.506753376688348,0.0,100.0,100.0,13.506753376688348,13.506753376688348,100.0,0.0
S4,2050,baseline,东北,13.506753376688348,13.506753376688348,0.0,13.506753376688348,0.0,100.0,100.0,13.506753376688348,13.506753376688348,100.0,0.0
S4,2055,baseline,东北,13.506753376688348,13.506753376688348,0.0,13.506753376688348,0.0,100.0,100.0,13.506753376688348,13.506753376688348,100.0,0.0
S4,2060,baseline,东北,13.506753376688348,13.506753376688348,0.0,13.506753376688348,0.0,100.0,100.0,13.506753376688348,13.506753376688348,100.0,0.0
S4,2025,baseline,华东,482.37118559279645,69.00476692835025,79.852,148.85676692835025,333.5144186644462,30.85938202245993,30.85938202245993,482.37118559279645,395.9421544723443,82.08246394024601,51.22308191778609
S4,2030,baseline,华东,482.37118559279645,92.6948632722469,168.13330000000002,260.8281632722469,221.54302232054954,54.07208619886976,54.07208619886976,482.37118559279645,395.9421544723443,82.08246394024601,28.010377741376253
S4,2035,baseline,华东,482.37118559279645,118.87883134650085,150.7346,269.6133936192783,212.75779197351815,55.89334555461569,55.89334555461569,482.37118559279645,395.9421544723443,82.08246394024601,26.189118385630323
S4,2040,baseline,华东,482.37118559279645,146.96678098384342,132.49349999999998,279.4602809838434,202.91090460895305,57.93469621126075,57.93469621126075,482.37118559279645,395.9421544723443,82.08246394024601,24.147767728985265
S4,2045,baseline,华东,482.37118559279645,168.96819753406103,118.2942,287.26239753406105,195.1087880587354,59.552147000869894,59.552147000869894,482.37118559279645,395.9421544723443,82.08246394024601,22.53031693937612
S4,2050,baseline,华东,482.37118559279645,179.84073954179436,111.39099999999999,291.2317355266878,191.1394500661086,60.37502741147086,60.37502741147086,482.37118559279645,395.9421544723443,82.08246394024601,21.707436528775155
S4,2055,baseline,华东,482.37118559279645,187.48799350511422,106.5681,294.0560583224173,188.31512727037918,60.96053560103209,60.96053560103209,482.37118559279645,395.9421544723443,82.08246394024601,21.121928339213923
S4,2060,baseline,华东,482.37118559279645,191.9611544723443,103.7924,295.7535544723443,186.61763112045216,61.312442224111365,61.312442224111365,482.37118559279645,395.9421544723443,82.08246394024601,20.77002171613465
S4,2025,baseline,华中,223.22161080540278,59.18755320876968,164.0341,223.22158170690494,2.909849784771268e-05,99.99998696430076,99.99998696430076,223.22161080540278,223.22161052261055,99.99999987331324,1.29090124829645e-05
S4,2030,baseline,华中,223.22161080540278,101.66601957253206,121.5556,223.22157942785458,3.137754821125327e-05,99.9999859433197,99.9999859433197,223.22161080540278,223.22161052261055,99.99999987331324,1.3929993542660668e-05
S4,2035,baseline,华中,223.22161080540278,157.75284161717494,65.4688,223.22158078563626,3.001976652683425e-05,99.99998655158593,99.99998655158593,223.22161080540278,223.22161052261055,99.99999987331324,1.3321727308834852e-05
S4,2040,baseline,华中,223.22161080540278,205.68530433049995,17.5363,223.22160433049993,6.4749028325650215e-06,99.99999709933871,99.99999709933871,223.22161080540278,223.22161052261055,99.99999987331324,2.7739745291910367e-06
S4,2045,baseline,华中,223.22161080540278,213.417776002288,9.8038,223.22157600228803,3.480311475811959e-05,99.99998440871624,99.99998440871624,223.22161080540278,223.22161052261055,99.99999987331324,1.546459699852676e-05
S4,2050,baseline,华中,223.22161080540278,216.18369468404094,7.0379,223.22159468404095,1.612136183837265e-05,99.99999277786691,99.99999277786691,223.22161080540278,223.22161052261055,99.99999987331324,7.09544633537007e-06
S4,2055,baseline,华中,223.22161080540278,217.82730136541633,5.3943,223.22160136541635,9.439986442316696e-06,99.99999577102486,99.99999577102486,223.22161080540278,223.22161052261055,99.99999987331324,4.102288386320652e-06
S4,2060,baseline,华中,223.22161080540278,218.36641052261052,4.8552,223.22161052261055,2.827922429560204e-07,99.99999987331324,99.99999987331324,223.22161080540278,223.22161052261055,99.99999987331324,0.0
S4,2025,baseline,华北,105.38269134567285,72.4901170192753,17.8575,90.3476170192753,15.035074326397545,85.73288067100128,85.73288067100128,105.38269134567285,102.49482131429713,97.25963534001704,11.526754669015759
S4,2030,baseline,华北,105.38269134567285,75.24779953735751,17.7521,92.99985138461214,12.38283996106071,88.2496453611695,88.2496453611695,105.38269134567285,102.49482131429713,97.25963534001704,9.009989978847543
S4,2035,baseline,华北,105.38269134567285,78.71250150431334,17.6107,96.32320150431335,9.059489841359516,91.4032468466355,91.4032468466355,105.38269134567285,102.49482131429713,97.25963534001704,5.856388493381544
S4,2040,baseline,华北,105.38269134567285,81.63370574220342,17.4441,99.07780574220342,6.3048856034694385,94.01715260546122,94.01715260546122,105.38269134567285,102.49482131429713,97.25963534001704,3.2424827345558214
S4,2045,baseline,华北,105.38269134567285,83.75441500526436,17.3105,101.06486964573841,4.317821699934452,95.90272212182239,95.90272212182239,105.38269134567285,102.49482131429713,97.25963534001704,1.3569132181946486
S4,2050,baseline,华北,105.38269134567285,84.5885996686541,17.2404,101.82896315867806,3.5537281869947908,96.62778759811897,96.62778759811897,105.38269134567285,102.49482131429713,97.25963534001704,0.6318477418980706
S4,2055,baseline,华北,105.38269134567285,85.11417452336852,17.1899,102.30407452336851,3.0786168223043457,97.07863143084289,97.07863143084289,105.38269134567285,102.49482131429713,97.25963534001704,0.18100390917415154
S4,2060,baseline,华北,105.38269134567285,85.33603813779924,17.1588,102.49482131429713,2.887870031375732,97.25963534001704,97.25963534001704,105.38269134567285,102.49482131429713,97.25963534001704,0.0
S4,2025,baseline,华南,201.1005502751376,25.89045069638286,2.9913,28.88175069638286,172.21879957875473,14.361845682106797,14.361845682106797,201.1005502751376,201.1005502751376,100.0,85.6381543178932
S4,2030,baseline,华南,201.1005502751376,44.50201285851917,5.3253,49.82731285851917,151.27323741661843,24.77731303586562,24.77731303586562,201.1005502751376,201.1005502751376,100.0,75.22268696413438
S4,2035,baseline,华南,201.1005502751376,69.05677678374576,8.2881,77.34487678374576,123.75567349139185,38.4607981817681,38.4607981817681,201.1005502751376,201.1005502751376,100.0,61.5392018182319
S4,2040,baseline,华南,201.1005502751376,96.06020611333722,10.4102,106.47036911927997,94.63018115585764,52.94384772871656,52.94384772871656,201.1005502751376,201.1005502751376,100.0,47.05615227128344
S4,2045,baseline,华南,201.1005502751376,112.41340166218642,0.0,112.41340166218642,88.68714861295118,55.89910197082353,55.89910197082353,201.1005502751376,201.1005502751376,100.0,44.10089802917647
S4,2050,baseline,华南,201.1005502751376,115.50571503435464,0.0,115.50571503435464,85.59483524078294,57.4367971029042,57.4367971029042,201.1005502751376,201.1005502751376,100.0,42.5632028970958
S4,2055,baseline,华南,201.1005502751376,117.72515877111952,0.0,117.72515877111952,83.37539150401807,58.5404458665343,58.5404458665343,201.1005502751376,201.1005502751376,100.0,41.4595541334657
S4,2060,baseline,华南,201.1005502751376,119.08558794605884,0.0,119.08558794605884,82.01496232907876,59.21693788660984,59.21693788660984,201.1005502751376,201.1005502751376,100.0,40.78306211339016
S4,2025,baseline,西北,57.028514257128585,38.518389256832734,18.5101,57.028489256832735,2.50002958495088e-05,99.99995616176193,99.99995616176193,57.028514257128585,57.028514257128585,100.0,4.383823807074805e-05
S4,2030,baseline,西北,57.028514257128585,57.028514257128585,0.0,57.028514257128585,0.0,100.0,100.0,57.028514257128585,57.028514257128585,100.0,0.0
S4,2035,baseline,西北,57.028514257128585,57.028514257128585,0.0,57.028514257128585,0.0,100.0,100.0,57.028514257128585,57.028514257128585,100.0,0.0
S4,2040,baseline,西北,57.028514257128585,57.028514257128585,0.0,57.028514257128585,0.0,100.0,100.0,57.028514257128585,57.028514257128585,100.0,0.0
S4,2045,baseline,西北,57.028514257128585,57.028514257128585,0.0,57.028514257128585,0.0,100.0,100.0,57.028514257128585,57.028514257128585,100.0,0.0
S4,2050,baseline,西北,57.028514257128585,57.028514257128585,0.0,57.028514257128585,0.0,100.0,100.0,57.028514257128585,57.028514257128585,100.0,0.0
S4,2055,baseline,西北,57.028514257128585,57.028514257128585,0.0,57.028514257128585,0.0,100.0,100.0,57.028514257128585,57.028514257128585,100.0,0.0
S4,2060,baseline,西北,57.028514257128585,57.028514257128585,0.0,57.028514257128585,0.0,100.0,100.0,57.028514257128585,57.028514257128585,100.0,0.0
S4,2025,baseline,西南,177.3886943471736,74.86783392892085,17.7288,92.59660330911126,84.79209103806232,52.19983361954692,52.19983361954692,177.3886943471736,177.3886943471736,100.0,47.80016638045308
S4,2030,baseline,西南,177.3886943471736,130.72032786185463,13.3752,144.09549533837242,33.29319900880118,81.23149892312645,81.23149892312645,177.3886943471736,177.3886943471736,100.0,18.768501076873548
S4,2035,baseline,西南,177.3886943471736,149.60735634211716,7.8016,157.40895634211716,19.97973800505643,88.73674668017264,88.73674668017264,177.3886943471736,177.3886943471736,100.0,11.263253319827356
S4,2040,baseline,西南,177.3886943471736,164.20572740173566,3.0835999999999997,167.2893199445321,10.099374402641487,94.30664144645225,94.30664144645225,177.3886943471736,177.3886943471736,100.0,5.693358553547753
S4,2045,baseline,西南,177.3886943471736,173.02665582805128,4.362,177.38865582805127,3.851912234154042e-05,99.99997828546938,99.99997828546938,177.3886943471736,177.3886943471736,100.0,2.1714530618055505e-05
S4,2050,baseline,西南,177.3886943471736,174.80038020496028,2.5883,177.38868020496028,1.414221332396437e-05,99.99999202755656,99.99999202755656,177.3886943471736,177.3886943471736,100.0,7.972443441417454e-06
S4,2055,baseline,西南,177.3886943471736,175.66811186483966,1.7206,177.3886943471736,0.0,100.0,100.0,177.3886943471736,177.3886943471736,100.0,0.0
S4,2060,baseline,西南,177.3886943471736,175.64423164446748,1.7445,177.3886943471736,0.0,100.0,100.0,177.3886943471736,177.3886943471736,100.0,0.0
S5,2025,baseline,东北,53.2459159981573,44.067230098973326,0.0,44.067230098973326,9.178685899183982,82.76170908675583,82.76170908675583,53.2459159981573,53.2459159981573,100.0,17.23829091324417
S5,2030,baseline,东北,53.2459159981573,53.2459159981573,0.0,53.2459159981573,0.0,100.0,100.0,53.2459159981573,53.2459159981573,100.0,0.0
S5,2035,baseline,东北,53.2459159981573,53.2459159981573,0.0,53.2459159981573,0.0,100.0,100.0,53.2459159981573,53.2459159981573,100.0,0.0
S5,2040,baseline,东北,53.2459159981573,53.2459159981573,0.0,53.2459159981573,0.0,100.0,100.0,53.2459159981573,53.2459159981573,100.0,0.0
S5,2045,baseline,东北,53.2459159981573,53.2459159981573,0.0,53.2459159981573,0.0,100.0,100.0,53.2459159981573,53.2459159981573,100.0,0.0
S5,2050,baseline,东北,53.2459159981573,53.2459159981573,0.0,53.2459159981573,0.0,100.0,100.0,53.2459159981573,53.2459159981573,100.0,0.0
S5,2055,baseline,东北,53.2459159981573,53.2459159981573,0.0,53.2459159981573,0.0,100.0,100.0,53.2459159981573,53.2459159981573,100.0,0.0
S5,2060,baseline,东北,53.2459159981573,53.2459159981573,0.0,53.2459159981573,0.0,100.0,100.0,53.2459159981573,53.2459159981573,100.0,0.0
S5,2025,baseline,华东,899.1407329350983,69.00476692835025,1.0731,70.07786692835023,829.0628660067481,7.79387078812373,7.79387078812373,899.1407329350983,490.1306155324583,54.511001179148764,46.71713039102504
S5,2030,baseline,华东,899.1407329350983,119.66328605017542,84.5385,204.20178605017537,694.9389468849229,22.710770246565513,22.710770246565513,899.1407329350983,490.1306155324583,54.511001179148764,31.80023093258325
S5,2035,baseline,华东,899.1407329350983,185.8298648278401,190.1268,375.95662009798673,523.1841128371116,41.81287826553444,41.81287826553444,899.1407329350983,490.1306155324583,54.511001179148764,12.698122913614327
S5,2040,baseline,华东,899.1407329350983,255.17034246774182,195.2468,450.4171175365626,448.72361539853574,50.09417336330091,50.09417336330091,899.1407329350983,490.1306155324583,54.511001179148764,4.416827815847853
S5,2045,baseline,华东,899.1407329350983,292.0685862855469,189.5709,481.6394582824158,417.5012746526825,53.566637639714344,53.566637639714344,899.1407329350983,490.1306155324583,54.511001179148764,0.9443635394344199
S5,2050,baseline,华东,899.1407329350983,302.9411282932802,182.6677,485.60875807535035,413.53197485974795,54.00809242510455,54.00809242510455,899.1407329350983,490.1306155324583,54.511001179148764,0.5029087540442134
S5,2055,baseline,华东,899.1407329350983,310.5883822566001,177.8447,488.43308123187984,410.70765170321846,54.32220600633559,54.32220600633559,899.1407329350983,490.1306155324583,54.511001179148764,0.18879517281317248
S5,2060,baseline,华东,899.1407329350983,315.0615432238302,175.0691,490.1306155324583,409.01011740264005,54.511001179148764,54.511001179148764,899.1407329350983,490.1306155324583,54.511001179148764,0.0
S5,2025,baseline,华中,343.29993568541795,59.18755320876968,270.9809,330.1684081960201,13.131527489397854,96.17491117113669,96.17491117113669,343.29993568541795,343.29993568541795,100.0,3.825088828863315
S5,2030,baseline,华中,343.29993568541795,101.66601957253206,241.63400000000001,343.2999267759445,8.909473478979635e-06,99.99999740475529,99.99999740475529,343.29993568541795,343.29993568541795,100.0,2.595244708913924e-06
S5,2035,baseline,华中,343.29993568541795,157.75284161717494,185.5471,343.2999215742417,1.4111176284359317e-05,99.99999588954881,99.99999588954881,343.29993568541795,343.29993568541795,100.0,4.110451186534192e-06
S5,2040,baseline,华中,343.29993568541795,219.65696087366098,123.643,343.29993052331434,5.162103647649018e-06,99.99999849632842,99.99999849632842,343.29993568541795,343.29993568541795,100.0,1.5036715836913572e-06
S5,2045,baseline,华中,343.29993568541795,268.51287155966077,74.787,343.29986681967614,6.886574186637517e-05,99.99997994006561,99.99997994006561,343.29993568541795,343.29993568541795,100.0,2.005993438558562e-05
S5,2050,baseline,华中,343.29993568541795,288.31172278230804,54.9882,343.29992278230804,1.2903109919193412e-05,99.99999624144704,99.99999624144704,343.29993568541795,343.29993568541795,100.0,3.758552963972761e-06
S5,2055,baseline,华中,343.29993568541795,299.3051451080122,43.9948,343.2999296011516,6.084266388484139e-06,99.99999822771119,99.99999822771119,343.29993568541795,343.29993568541795,100.0,1.7722888117077673e-06
S5,2060,baseline,华中,343.29993568541795,305.7042774071612,37.5957,343.29993568541795,0.0,100.0,100.0,343.29993568541795,343.29993568541795,100.0,0.0
S5,2025,baseline,华北,291.4271094521928,163.43820973324853,0.0,163.43820973324853,127.98889971894425,56.082019974212386,56.082019974212386,291.4271094521928,254.67913085177247,87.39033624239798,31.308316268185592
S5,2030,baseline,华北,291.4271094521928,166.19589225133075,13.8774,180.07329225133074,111.35381720086205,61.79016515993372,61.79016515993372,291.4271094521928,254.67913085177247,87.39033624239798,25.600171082464257
S5,2035,baseline,华北,291.4271094521928,169.66059421828658,44.8787,214.53929421828656,76.88781523390622,73.61679379161556,73.61679379161556,291.4271094521928,254.67913085177247,87.39033624239798,13.773542450782415
S5,2040,baseline,华北,291.4271094521928,172.58179845617664,78.6804,251.2621800121306,40.1649294400622,86.21784722925682,86.21784722925682,291.4271094521928,254.67913085177247,87.39033624239798,1.1724890131411598
S5,2045,baseline,华北,291.4271094521928,174.7025077192376,78.5467,253.2492077192376,38.17790173295519,86.89967388252943,86.89967388252943,291.4271094521928,254.67913085177247,87.39033624239798,0.49066235986855133
S5,2050,baseline,华北,291.4271094521928,175.53669238262734,78.4766,254.01329238262736,37.41381706956546,87.16186111172235,87.16186111172235,291.4271094521928,254.67913085177247,87.39033624239798,0.2284751306756334
S5,2055,baseline,华北,291.4271094521928,176.06226723734173,78.4262,254.48843664873343,36.93867280345937,87.32490162878311,87.32490162878311,291.4271094521928,254.67913085177247,87.39033624239798,0.06543461361486891
S5,2060,baseline,华北,291.4271094521928,176.28413085177246,78.395,254.67913085177247,36.74797860042033,87.39033624239798,87.39033624239798,291.4271094521928,254.67913085177247,87.39033624239798,0.0
S5,2025,baseline,华南,414.5760414747235,28.8817680455069,0.0,28.8817680455069,385.69427342921665,6.966579144990896,6.966579144990896,414.5760414747235,400.3692403885029,96.57317363644931,89.60659449145841
S5,2030,baseline,华南,414.5760414747235,49.827349387052216,0.0,49.827349387052216,364.7486920876713,12.018868531284909,12.018868531284909,414.5760414747235,400.3692403885029,96.57317363644931,84.5543051051644
S5,2035,baseline,华南,414.5760414747235,77.34490893136291,0.0,77.34490893136291,337.2311325433607,18.656386571745145,18.656386571745145,414.5760414747235,400.3692403885029,96.57317363644931,77.91678706470417
S5,2040,baseline,华南,414.5760414747235,107.00973306928226,0.0,107.00973306928226,307.56630840544125,25.81184689029035,25.81184689029035,414.5760414747235,400.3692403885029,96.57317363644931,70.76132674615896
S5,2045,baseline,华南,414.5760414747235,130.27712884232452,0.0,130.27712884232452,284.298912632399,31.424181768658098,31.424181768658098,414.5760414747235,400.3692403885029,96.57317363644931,65.14899186779121
S5,2050,baseline,华南,414.5760414747235,141.8146144079283,0.0,141.8146144079283,272.76142706679525,34.20714180768081,34.20714180768081,414.5760414747235,400.3692403885029,96.57317363644931,62.3660318287685
S5,2055,baseline,华南,414.5760414747235,149.9408078673743,0.0,149.9408078673743,264.6352336073492,36.16726314767423,36.16726314767423,414.5760414747235,400.3692403885029,96.57317363644931,60.405910488775085
S5,2060,baseline,华南,414.5760414747235,154.70985671441076,0.0,154.70985671441076,259.8661847603128,37.31760672036889,37.31760672036889,414.5760414747235,400.3692403885029,96.57317363644931,59.25556691608042
S5,2025,baseline,西北,57.63297058857093,45.05774006845146,12.5752,57.632940068451454,3.0520119466359574e-05,99.99994704399381,99.99994704399381,57.63297058857093,57.63297058857093,100.0,5.2956006186377635e-05
S5,2030,baseline,西北,57.63297058857093,57.63297058857093,0.0,57.63297058857093,0.0,100.0,100.0,57.63297058857093,57.63297058857093,100.0,0.0
S5,2035,baseline,西北,57.63297058857093,57.63297058857093,0.0,57.63297058857093,0.0,100.0,100.0,57.63297058857093,57.63297058857093,100.0,0.0
S5,2040,baseline,西北,57.63297058857093,57.63297058857093,0.0,57.63297058857093,0.0,100.0,100.0,57.63297058857093,57.63297058857093,100.0,0.0
S5,2045,baseline,西北,57.63297058857093,57.63297058857093,0.0,57.63297058857093,0.0,100.0,100.0,57.63297058857093,57.63297058857093,100.0,0.0
S5,2050,baseline,西北,57.63297058857093,57.63297058857093,0.0,57.63297058857093,0.0,100.0,100.0,57.63297058857093,57.63297058857093,100.0,0.0
S5,2055,baseline,西北,57.63297058857093,57.63297058857093,0.0,57.63297058857093,0.0,100.0,100.0,57.63297058857093,57.63297058857093,100.0,0.0
S5,2060,baseline,西北,57.63297058857093,57.63297058857093,0.0,57.63297058857093,0.0,100.0,100.0,57.63297058857093,57.63297058857093,100.0,0.0
S5,2025,baseline,西南,203.3117766244603,75.28027404884702,26.6663,101.94657404884703,101.36520257561327,50.14297535609745,50.14297535609745,203.3117766244603,192.27157167685638,94.56981531965243,44.42683996355498
S5,2030,baseline,西南,203.3117766244603,136.4808711687535,22.3127,158.79357116875352,44.51820545570678,78.10347920084486,78.10347920084486,203.3117766244603,192.27157167685638,94.56981531965243,16.466336118807575
S5,2035,baseline,西南,203.3117766244603,157.29713296293846,16.7392,174.03630820562734,29.275468418832936,85.60070208185331,85.60070208185331,203.3117766244603,192.27157167685638,94.56981531965243,8.969113237799121
S5,2040,baseline,西南,203.3117766244603,171.89550402255696,11.4819,183.377359976921,19.934416647539255,90.19514905702664,90.19514905702664,203.3117766244603,192.27157167685638,94.56981531965243,4.374666262625794
S5,2045,baseline,西南,203.3117766244603,182.1383017070721,7.5157,189.65399586044018,13.657780764020115,93.28234645785051,93.28234645785051,203.3117766244603,192.27157167685638,94.56981531965243,1.2874688618019263
S5,2050,baseline,西南,203.3117766244603,185.67805519497537,5.7497,191.42772023734918,11.884056387111093,94.1547624124783,94.1547624124783,203.3117766244603,192.27157167685638,94.56981531965243,0.4150529071741289
S5,2055,baseline,西南,203.3117766244603,187.73246148063697,4.563,192.29545189722856,11.016324727231725,94.58156093555755,94.58156093555755,203.3117766244603,192.27157167685638,94.56981531965243,-0.011745615905113027
S5,2060,baseline,西南,203.3117766244603,188.32509750377477,3.9465,192.27157167685638,11.040204947603895,94.56981531965243,94.56981531965243,203.3117766244603,192.27157167685638,94.56981531965243,0.0
S6,2025,baseline,东北,45.950449608417074,45.950449608417074,0.0,45.950449608417074,0.0,100.0,100.0,45.950449608417074,45.950449608417074,100.0,0.0
S6,2030,baseline,东北,45.950449608417074,45.950449608417074,0.0,45.950449608417074,0.0,100.0,100.0,45.950449608417074,45.950449608417074,100.0,0.0
S6,2035,baseline,东北,45.950449608417074,45.950449608417074,0.0,45.950449608417074,0.0,100.0,100.0,45.950449608417074,45.950449608417074,100.0,0.0
S6,2040,baseline,东北,45.950449608417074,45.950449608417074,0.0,45.950449608417074,0.0,100.0,100.0,45.950449608417074,45.950449608417074,100.0,0.0
S6,2045,baseline,东北,45.950449608417074,45.950449608417074,0.0,45.950449608417074,0.0,100.0,100.0,45.950449608417074,45.950449608417074,100.0,0.0
S6,2050,baseline,东北,45.950449608417074,45.950449608417074,0.0,45.950449608417074,0.0,100.0,100.0,45.950449608417074,45.950449608417074,100.0,0.0
S6,2055,baseline,东北,45.950449608417074,45.950449608417074,0.0,45.950449608417074,0.0,100.0,100.0,45.950449608417074,45.950449608417074,100.0,0.0
S6,2060,baseline,东北,45.950449608417074,45.950449608417074,0.0,45.950449608417074,0.0,100.0,100.0,45.950449608417074,45.950449608417074,100.0,0.0
S6,2025,baseline,华东,863.4211084982406,69.00476692835025,21.4756,90.48036692835025,772.9407415698903,10.479285951871608,10.479285951871608,863.4211084982406,634.2896062684317,73.46236963926673,62.983083687395116
S6,2030,baseline,华东,863.4211084982406,119.66328605017542,104.9411,224.6043795748441,638.8167289233965,26.013306527275127,26.013306527275127,863.4211084982406,634.2896062684317,73.46236963926673,47.4490631119916
S6,2035,baseline,华东,863.4211084982406,185.8298648278401,190.1268,375.95659999497485,487.4645085032658,43.542669538028896,43.542669538028896,863.4211084982406,634.2896062684317,73.46236963926673,29.91970010123783
S6,2040,baseline,华东,863.4211084982406,240.46319728644065,209.9539,450.41705636502365,413.004052133217,52.16655603294663,52.16655603294663,863.4211084982406,634.2896062684317,73.46236963926673,21.295813606320095
S6,2045,baseline,华东,863.4211084982406,262.46461383665826,205.1712,467.6357534589875,395.7853550392531,54.16079695715945,54.16079695715945,863.4211084982406,634.2896062684317,73.46236963926673,19.301572682107278
S6,2050,baseline,华东,863.4211084982406,273.33715584439153,198.26780000000002,471.60495584439155,391.8161526538491,54.6205033908263,54.6205033908263,863.4211084982406,634.2896062684317,73.46236963926673,18.841866248440425
S6,2055,baseline,华东,863.4211084982406,280.9844098077114,193.445,474.4293682506817,388.9917402475589,54.94762214881018,54.94762214881018,863.4211084982406,634.2896062684317,73.46236963926673,18.514747490456543
S6,2060,baseline,华东,863.4211084982406,285.45757077494153,190.6694,476.12690626843164,387.29420222980895,55.1442281850817,55.1442281850817,863.4211084982406,634.2896062684317,73.46236963926673,18.318141454185024
S6,2025,baseline,华中,382.75795636692817,59.18755320876968,255.9133,315.1007977794216,67.65715858750657,82.32377473490126,82.32377473490126,382.75795636692817,382.75791765393564,99.99998988577718,17.67621515087592
S6,2030,baseline,华中,382.75795636692817,101.66601957253206,281.092,382.75795636692817,0.0,100.0,100.0,382.75795636692817,382.75791765393564,99.99998988577718,-1.0114222817492191e-05
S6,2035,baseline,华中,382.75795636692817,157.75284161717494,225.0051,382.75791207891183,4.42880163262771e-05,99.99998842923691,99.99998842923691,382.75795636692817,382.75791765393564,99.99998988577718,1.456540275057705e-06
S6,2040,baseline,华中,382.75795636692817,219.65696087366098,163.101,382.7579402421223,1.612480586743459e-05,99.99999578720556,99.99999578720556,382.75795636692817,382.75791765393564,99.99998988577718,-5.901428380639118e-06
S6,2045,baseline,华中,382.75795636692817,268.51287155966077,114.2451,382.7579218103382,3.4556589994849674e-05,99.99999097168605,99.99999097168605,382.75795636692817,382.75791765393564,99.99998988577718,-1.0859088632741987e-06
S6,2050,baseline,华中,382.75795636692817,293.12364991214906,89.6343,382.7579273751577,2.8991770506081593e-05,99.99999242556034,99.99999242556034,382.75795636692817,382.75791765393564,99.99998988577718,-2.5397831535656223e-06
S6,2055,baseline,华中,382.75795636692817,309.69468535478666,73.0633,382.7579471734665,9.193461664835922e-06,99.99999759810045,99.99999759810045,382.75795636692817,382.75791765393564,99.99998988577718,-7.71232326712834e-06
S6,2060,baseline,华中,382.75795636692817,316.0938176539356,66.6641,382.75791765393564,3.8712992534328805e-05,99.99998988577718,99.99998988577718,382.75795636692817,382.75791765393564,99.99998988577718,0.0
S6,2025,baseline,华北,282.52812102133055,149.37484833810038,1.2487,150.62354833810036,131.9045726832302,53.312763272413676,53.312763272413676,282.52812102133055,252.89546945662428,89.51160986821944,36.19884659580576
S6,2030,baseline,华北,282.52812102133055,152.13253085618257,24.3048,176.43733085618257,106.09079016514801,62.449475902917904,62.449475902917904,282.52812102133055,252.89546945662428,89.51160986821944,27.062133965301534
