scenario,year,plan,region,demand_10kt,local_direct_10kt,pipeline_served_10kt,served_demand_10kt,unserved_demand_10kt,demand_satisfaction_pct,baseline_demand_satisfaction_pct,optimized_2060_demand_10kt,optimized_2060_served_demand_10kt,optimized_2060_demand_satisfaction_pct,connector_gain_2060_pp
S3,2055,baseline,华东,165.94979940426026,52.00528002817774,60.3106,112.31588002817773,53.63391937608253,67.68063621129895,67.68063621129895,165.94979940426026,114.88721402661068,69.23010117459731,1.5494649632983624
S3,2060,baseline,华东,165.94979940426026,52.20811402661068,62.6791,114.88721402661068,51.06258537764958,69.23010117459731,69.23010117459731,165.94979940426026,114.88721402661068,69.23010117459731,0.0
S3,2025,baseline,华中,65.31043632619779,56.71159797492277,3.924,60.63559797492277,4.674838351275021,92.84212659684863,92.84212659684863,65.31043632619779,65.31043632619779,100.0,7.15787340315137
S3,2030,baseline,华中,65.31043632619779,65.31043632619779,0.0,65.31043632619779,0.0,100.0,100.0,65.31043632619779,65.31043632619779,100.0,0.0
S3,2035,baseline,华中,65.31043632619779,65.31043632619779,0.0,65.31043632619779,0.0,100.0,100.0,65.31043632619779,65.31043632619779,100.0,0.0
S3,2040,baseline,华中,65.31043632619779,65.31043632619779,0.0,65.31043632619779,0.0,100.0,100.0,65.31043632619779,65.31043632619779,100.0,0.0
S3,2045,baseline,华中,65.31043632619779,65.31043632619779,0.0,65.31043632619779,0.0,100.0,100.0,65.31043632619779,65.31043632619779,100.0,0.0
S3,2050,baseline,华中,65.31043632619779,65.31043632619779,0.0,65.31043632619779,0.0,100.0,100.0,65.31043632619779,65.31043632619779,100.0,0.0
S3,2055,baseline,华中,65.31043632619779,65.31043632619779,0.0,65.31043632619779,0.0,100.0,100.0,65.31043632619779,65.31043632619779,100.0,0.0
S3,2060,baseline,华中,65.31043632619779,65.31043632619779,0.0,65.31043632619779,0.0,100.0,100.0,65.31043632619779,65.31043632619779,100.0,0.0
S3,2025,baseline,华北,86.7310815617413,10.583210823747814,0.0,10.583210823747814,76.14787073799349,12.202327739005465,12.202327739005465,86.7310815617413,85.20923194227174,98.24532383078125,86.04299609177578
S3,2030,baseline,华北,86.7310815617413,13.340893341830014,0.0,13.340893341830014,73.3901882199113,15.381905888413286,15.381905888413286,86.7310815617413,85.20923194227174,98.24532383078125,82.86341794236796
