candidate_id,from_node_id,to_node_id,distance_km,capacity_10kt,candidate_types,from_name,to_name,from_province,to_province,from_component,to_component
C0778,N019,N023,667.187,364.35,closest_component_bridge_le_800km,兴闽,南京(扬子,福建省,江苏省,6,8
C0779,N023,N019,667.187,364.35,closest_component_bridge_le_800km,南京(扬子,兴闽,江苏省,福建省,8,6
C0780,N050,N074,670.393,364.35,closest_component_bridge_le_800km,广水,桐庐,湖北省,浙江省,18,21
C0781,N050,N120,670.393,364.35,closest_component_bridge_le_800km,广水,萧山,湖北省,浙江省,18,22
C0782,N074,N050,670.393,364.35,closest_component_bridge_le_800km,桐庐,广水,浙江省,湖北省,21,18
C0783,N120,N050,670.393,364.35,closest_component_bridge_le_800km,萧山,广水,浙江省,湖北省,22,18
C0784,N075,N095,677.344,364.35,closest_component_bridge_le_800km,梅州,湛江,广东省,广东省,26,27
C0785,N095,N075,677.344,364.35,closest_component_bridge_le_800km,湛江,梅州,广东省,广东省,27,26
C0786,N095,N128,687.782,364.35,closest_component_bridge_le_800km,湛江,赣州,广东省,江西省,27,3
C0787,N128,N095,687.782,364.35,closest_component_bridge_le_800km,赣州,湛江,江西省,广东省,3,27
C0788,N004,N056,691.109,364.35,closest_component_bridge_le_800km,上饶,惠州,江西省,广东省,24,5
C0789,N056,N004,691.109,364.35,closest_component_bridge_le_800km,惠州,上饶,广东省,江西省,5,24
C0790,N028,N122,691.275,364.35,closest_component_bridge_le_800km,南疆(天津,蚌埠,天津市,安徽省,14,4
C0791,N122,N028,691.275,364.35,closest_component_bridge_le_800km,蚌埠,南疆(天津,安徽省,天津市,4,14
C0792,N045,N075,701.14,364.35,closest_component_bridge_le_800km,安庆,梅州,安徽省,广东省,4,26
C0793,N075,N045,701.14,364.35,closest_component_bridge_le_800km,梅州,安庆,广东省,安徽省,26,4
C0794,N112,N145,736.178,364.35,closest_component_bridge_le_800km,耒阳,阜阳,湖南省,安徽省,23,12
C0795,N145,N112,736.178,364.35,closest_component_bridge_le_800km,阜阳,耒阳,安徽省,湖南省,12,23
C0796,N004,N115,754.914,364.35,closest_component_bridge_le_800km,上饶,花都,江西省,广东省,24,11
C0797,N115,N004,754.914,364.35,closest_component_bridge_le_800km,花都,上饶,广东省,江西省,11,24
C0798,N004,N039,763.969,364.35,closest_component_bridge_le_800km,上饶,大鹏湾,江西省,广东省,24,16
C0799,N039,N004,763.969,364.35,closest_component_bridge_le_800km,大鹏湾,上饶,广东省,江西省,16,24
C0800,N074,N118,765.109,364.35,closest_component_bridge_le_800km,桐庐,荆州,浙江省,湖北省,21,10
C0801,N118,N074,765.109,364.35,closest_component_bridge_le_800km,荆州,桐庐,湖北省,浙江省,10,21
C0802,N118,N120,765.109,364.35,closest_component_bridge_le_800km,荆州,萧山,湖北省,浙江省,10,22
C0803,N120,N118,765.109,364.35,closest_component_bridge_le_800km,萧山,荆州,浙江省,湖北省,22,10
C0804,N075,N118,774.037,364.35,closest_component_bridge_le_800km,梅州,荆州,广东省,湖北省,26,10
C0805,N118,N075,774.037,364.35,closest_component_bridge_le_800km,荆州,梅州,湖北省,广东省,10,26
C0806,N050,N073,774.624,364.35,closest_component_bridge_le_800km,广水,桂林,湖北省,广西壮族自治区,18,2
C0807,N073,N050,774.624,364.35,closest_component_bridge_le_800km,桂林,广水,广西壮族自治区,湖北省,2,18
C0808,N074,N075,775.913,364.35,closest_component_bridge_le_800km,桐庐,梅州,浙江省,广东省,21,26
C0809,N075,N074,775.913,364.35,closest_component_bridge_le_800km,梅州,桐庐,广东省,浙江省,26,21
C0810,N075,N120,775.913,364.35,closest_component_bridge_le_800km,梅州,萧山,广东省,浙江省,26,22
C0811,N120,N075,775.913,364.35,closest_component_bridge_le_800km,萧山,梅州,浙江省,广东省,22,26
C0812,N013,N057,784.235,364.35,closest_component_bridge_le_800km,保山,成都,云南省,四川省,25,1
C0813,N057,N013,784.235,364.35,closest_component_bridge_le_800km,成都,保山,四川省,云南省,1,25
C0814,N072,N139,786.614,364.35,closest_component_bridge_le_800km,格尔木,银川,青海省,宁夏回族自治区,19,17
C0815,N139,N072,786.614,364.35,closest_component_bridge_le_800km,银川,格尔木,宁夏回族自治区,青海省,17,19
C0816,N022,N028,798.565,364.35,closest_component_bridge_le_800km,南京(南京,南疆(天津,江苏省,天津市,7,14
C0817,N028,N022,798.565,364.35,closest_component_bridge_le_800km,南疆(天津,南京(南京,天津市,江苏省,14,7
C0818,N059,N072,1032.421,364.35,reverse_existing_direction,拉萨,格尔木,西藏自治区,青海省,19,19
