candidate_id,from_node_id,to_node_id,distance_km,capacity_10kt,candidate_types,from_name,to_name,from_province,to_province,from_component,to_component
C0001,N002,N142,1.0,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,七里山,长岭,湖南省,湖南省,1,1
C0002,N003,N027,1.0,364.35,local_gap_le_120km;nearest_3_le_350km,三水,南海,广东省,广东省,11,5
C0003,N005,N107,1.0,364.35,local_gap_le_120km;nearest_3_le_350km,东孚,石湖山,福建省,福建省,6,6
C0004,N006,N095,1.0,364.35,closest_component_bridge_le_800km;local_gap_le_120km;nearest_3_le_350km,东海岛,湛江,广东省,广东省,2,27
C0005,N009,N102,1.0,364.35,local_gap_le_120km;nearest_3_le_350km,乌鲁木齐,王家沟,新疆维吾尔自治区,新疆维吾尔自治区,1,1
C0006,N015,N100,1.0,364.35,local_gap_le_120km;nearest_3_le_350km,克拉玛依,独山子,新疆维吾尔自治区,新疆维吾尔自治区,1,1
C0007,N016,N065,1.0,364.35,local_gap_le_120km;nearest_3_le_350km,兖州,曲阜,山东省,山东省,1,1
C0008,N016,N090,1.0,364.35,local_gap_le_120km;nearest_3_le_350km,兖州,济宁,山东省,山东省,1,1
C0009,N021,N060,1.0,364.35,closest_component_bridge_le_800km;local_gap_le_120km;nearest_3_le_350km,北沙,斗门,广东省,广东省,13,5
C0010,N022,N023,1.0,364.35,closest_component_bridge_le_800km;local_gap_le_120km;nearest_3_le_350km,南京(南京,南京(扬子,江苏省,江苏省,7,8
C0011,N023,N022,1.0,364.35,closest_component_bridge_le_800km;local_gap_le_120km;nearest_3_le_350km,南京(扬子,南京(南京,江苏省,江苏省,8,7
C0012,N026,N115,1.0,364.35,closest_component_bridge_le_800km;local_gap_le_120km;nearest_3_le_350km,南沙,花都,广东省,广东省,5,11
C0013,N026,N150,1.0,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,南沙,黄埔,广东省,广东省,5,5
C0014,N027,N003,1.0,364.35,local_gap_le_120km;nearest_3_le_350km,南海,三水,广东省,广东省,5,11
C0015,N028,N037,1.0,364.35,closest_component_bridge_le_800km;local_gap_le_120km;nearest_3_le_350km,南疆(天津,大港,天津市,天津市,14,1
C0016,N037,N028,1.0,364.35,closest_component_bridge_le_800km;local_gap_le_120km;nearest_3_le_350km,大港,南疆(天津,天津市,天津市,1,14
C0017,N037,N079,1.0,364.35,local_gap_le_120km;nearest_3_le_350km,大港,武清,天津市,天津市,1,14
C0018,N041,N039,1.0,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,妈湾,大鹏湾,广东省,广东省,16,16
C0019,N043,N110,1.0,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,宁海,算山,浙江省,浙江省,3,3
C0020,N044,N062,1.0,364.35,closest_component_bridge_le_800km;local_gap_le_120km;nearest_3_le_350km,安宁,昆东,云南省,云南省,2,20
C0021,N044,N063,1.0,364.35,local_gap_le_120km;nearest_3_le_350km,安宁,昆明,云南省,云南省,2,2
C0022,N044,N108,1.0,364.35,local_gap_le_120km;nearest_3_le_350km,安宁,秋田冲,云南省,云南省,2,20
C0023,N044,N141,1.0,364.35,local_gap_le_120km,安宁,长坡,云南省,云南省,2,2
C0024,N047,N044,1.0,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,寻甸,安宁,云南省,云南省,2,2
C0025,N047,N062,1.0,364.35,local_gap_le_120km;nearest_3_le_350km,寻甸,昆东,云南省,云南省,2,20
C0026,N047,N108,1.0,364.35,local_gap_le_120km;nearest_3_le_350km,寻甸,秋田冲,云南省,云南省,2,20
C0027,N047,N141,1.0,364.35,local_gap_le_120km,寻甸,长坡,云南省,云南省,2,2
C0028,N051,N050,1.0,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,广水武胜关镇,广水,湖北省,湖北省,18,18
C0029,N053,N054,1.0,364.35,closest_component_bridge_le_800km;local_gap_le_120km;nearest_3_le_350km,徐州,徐州(新沂,江苏省,江苏省,1,8
C0030,N054,N053,1.0,364.35,closest_component_bridge_le_800km;local_gap_le_120km;nearest_3_le_350km,徐州(新沂,徐州,江苏省,江苏省,8,1
C0031,N057,N109,1.0,364.35,closest_component_bridge_le_800km;local_gap_le_120km;nearest_3_le_350km,成都,简阳,四川省,四川省,1,2
C0032,N060,N021,1.0,364.35,closest_component_bridge_le_800km;local_gap_le_120km;nearest_3_le_350km,斗门,北沙,广东省,广东省,5,13
C0033,N060,N103,1.0,364.35,local_gap_le_120km;nearest_3_le_350km,斗门,珠海,广东省,广东省,5,13
C0034,N062,N044,1.0,364.35,closest_component_bridge_le_800km;local_gap_le_120km;nearest_3_le_350km,昆东,安宁,云南省,云南省,20,2
C0035,N062,N047,1.0,364.35,local_gap_le_120km;nearest_3_le_350km,昆东,寻甸,云南省,云南省,20,2
C0036,N062,N063,1.0,364.35,local_gap_le_120km;nearest_3_le_350km,昆东,昆明,云南省,云南省,20,2
C0037,N062,N108,1.0,364.35,local_gap_le_120km;reverse_existing_direction,昆东,秋田冲,云南省,云南省,20,20
C0038,N062,N141,1.0,364.35,local_gap_le_120km,昆东,长坡,云南省,云南省,20,2
C0039,N063,N044,1.0,364.35,local_gap_le_120km;nearest_3_le_350km,昆明,安宁,云南省,云南省,2,2
C0040,N063,N047,1.0,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,昆明,寻甸,云南省,云南省,2,2
C0041,N063,N062,1.0,364.35,local_gap_le_120km;nearest_3_le_350km,昆明,昆东,云南省,云南省,2,20
C0042,N063,N108,1.0,364.35,local_gap_le_120km,昆明,秋田冲,云南省,云南省,2,20
C0043,N063,N141,1.0,364.35,local_gap_le_120km,昆明,长坡,云南省,云南省,2,2
C0044,N065,N016,1.0,364.35,local_gap_le_120km;nearest_3_le_350km,曲阜,兖州,山东省,山东省,1,1
C0045,N070,N069,1.0,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,柳库,柳州,广西壮族自治区,广西壮族自治区,2,2
C0046,N074,N120,1.0,364.35,closest_component_bridge_le_800km;local_gap_le_120km;nearest_3_le_350km,桐庐,萧山,浙江省,浙江省,21,22
C0047,N079,N028,1.0,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,武清,南疆(天津,天津市,天津市,14,14
C0048,N079,N037,1.0,364.35,local_gap_le_120km;nearest_3_le_350km,武清,大港,天津市,天津市,14,1
C0049,N083,N002,1.0,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,汨罗,七里山,湖南省,湖南省,1,1
C0050,N083,N142,1.0,364.35,local_gap_le_120km;nearest_3_le_350km,汨罗,长岭,湖南省,湖南省,1,1
C0051,N086,N114,1.0,364.35,local_gap_le_120km;nearest_3_le_350km,泰安,肥城,山东省,山东省,1,1
C0052,N090,N016,1.0,364.35,local_gap_le_120km;nearest_3_le_350km,济宁,兖州,山东省,山东省,1,1
C0053,N090,N065,1.0,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,济宁,曲阜,山东省,山东省,1,1
C0054,N091,N152,1.0,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,淄博,齐鲁,山东省,山东省,1,1
C0055,N095,N006,1.0,364.35,closest_component_bridge_le_800km;local_gap_le_120km;nearest_3_le_350km,湛江,东海岛,广东省,广东省,27,2
C0056,N100,N015,1.0,364.35,local_gap_le_120km;nearest_3_le_350km,独山子,克拉玛依,新疆维吾尔自治区,新疆维吾尔自治区,1,1
C0057,N102,N009,1.0,364.35,local_gap_le_120km;nearest_3_le_350km,王家沟,乌鲁木齐,新疆维吾尔自治区,新疆维吾尔自治区,1,1
C0058,N103,N021,1.0,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,珠海,北沙,广东省,广东省,13,13
C0059,N103,N060,1.0,364.35,local_gap_le_120km;nearest_3_le_350km,珠海,斗门,广东省,广东省,13,5
C0060,N104,N099,1.0,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,瑞安,灵昆,浙江省,浙江省,3,3
C0061,N107,N005,1.0,364.35,local_gap_le_120km;nearest_3_le_350km,石湖山,东孚,福建省,福建省,6,6
C0062,N108,N044,1.0,364.35,local_gap_le_120km;nearest_3_le_350km,秋田冲,安宁,云南省,云南省,20,2
C0063,N108,N047,1.0,364.35,local_gap_le_120km;nearest_3_le_350km,秋田冲,寻甸,云南省,云南省,20,2
C0064,N108,N063,1.0,364.35,local_gap_le_120km;nearest_3_le_350km,秋田冲,昆明,云南省,云南省,20,2
C0065,N108,N141,1.0,364.35,local_gap_le_120km,秋田冲,长坡,云南省,云南省,20,2
C0066,N109,N057,1.0,364.35,closest_component_bridge_le_800km;local_gap_le_120km;nearest_3_le_350km,简阳,成都,四川省,四川省,2,1
C0067,N111,N126,1.0,364.35,local_gap_le_120km;nearest_3_le_350km,绍兴,诸暨,浙江省,浙江省,22,21
C0068,N112,N123,1.0,364.35,closest_component_bridge_le_800km;local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,耒阳,衡阳,湖南省,湖南省,23,1
C0069,N114,N086,1.0,364.35,local_gap_le_120km;nearest_3_le_350km,肥城,泰安,山东省,山东省,1,1
C0070,N115,N026,1.0,364.35,closest_component_bridge_le_800km;local_gap_le_120km;nearest_3_le_350km,花都,南沙,广东省,广东省,11,5
C0071,N115,N150,1.0,364.35,local_gap_le_120km;nearest_3_le_350km,花都,黄埔,广东省,广东省,11,5
C0072,N120,N074,1.0,364.35,closest_component_bridge_le_800km;local_gap_le_120km;nearest_3_le_350km,萧山,桐庐,浙江省,浙江省,22,21
C0073,N126,N111,1.0,364.35,local_gap_le_120km;nearest_3_le_350km,诸暨,绍兴,浙江省,浙江省,21,22
C0074,N133,N048,1.0,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,郑州,巩义,河南省,河南省,1,1
C0075,N136,N068,1.0,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,酒泉,柳园,甘肃省,甘肃省,1,1
C0076,N137,N080,1.0,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,重庆,江津,重庆市,重庆市,1,1
C0077,N141,N044,1.0,364.35,local_gap_le_120km;nearest_3_le_350km,长坡,安宁,云南省,云南省,2,2
C0078,N141,N047,1.0,364.35,local_gap_le_120km;nearest_3_le_350km,长坡,寻甸,云南省,云南省,2,2
C0079,N141,N062,1.0,364.35,local_gap_le_120km;nearest_3_le_350km,长坡,昆东,云南省,云南省,2,20
C0080,N141,N063,1.0,364.35,local_gap_le_120km,长坡,昆明,云南省,云南省,2,2
C0081,N141,N108,1.0,364.35,local_gap_le_120km,长坡,秋田冲,云南省,云南省,2,20
C0082,N142,N083,1.0,364.35,local_gap_le_120km;nearest_3_le_350km,长岭,汨罗,湖南省,湖南省,1,1
C0083,N149,N106,1.0,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,高庄,石家庄,河北省,河北省,1,1
C0084,N150,N115,1.0,364.35,local_gap_le_120km;nearest_3_le_350km,黄埔,花都,广东省,广东省,5,11
C0085,N151,N024,1.0,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,黎塘,南宁,广西壮族自治区,广西壮族自治区,2,2
C0086,N071,N094,18.492,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,株洲,湘潭,湖南省,湖南省,1,1
C0087,N003,N026,19.099,364.35,local_gap_le_120km;nearest_3_le_350km,三水,南沙,广东省,广东省,11,5
C0088,N003,N150,19.099,364.35,local_gap_le_120km;nearest_3_le_350km,三水,黄埔,广东省,广东省,11,5
C0089,N026,N003,19.099,364.35,local_gap_le_120km;nearest_3_le_350km,南沙,三水,广东省,广东省,5,11
C0090,N027,N026,19.099,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,南海,南沙,广东省,广东省,5,5
C0091,N027,N115,19.099,364.35,local_gap_le_120km;nearest_3_le_350km,南海,花都,广东省,广东省,5,11
C0092,N027,N150,19.099,364.35,local_gap_le_120km,南海,黄埔,广东省,广东省,5,5
C0093,N115,N003,19.099,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,花都,三水,广东省,广东省,11,11
C0094,N115,N027,19.099,364.35,local_gap_le_120km,花都,南海,广东省,广东省,11,5
C0095,N150,N003,19.099,364.35,local_gap_le_120km;nearest_3_le_350km,黄埔,三水,广东省,广东省,5,11
C0096,N150,N027,19.099,364.35,local_gap_le_120km;nearest_3_le_350km,黄埔,南海,广东省,广东省,5,5
C0097,N040,N064,27.194,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,太原,晋中,山西省,山西省,1,1
C0098,N001,N102,32.217,364.35,local_gap_le_120km;nearest_3_le_350km,703,王家沟,新疆维吾尔自治区,新疆维吾尔自治区,1,1
C0099,N009,N001,32.217,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,乌鲁木齐,703,新疆维吾尔自治区,新疆维吾尔自治区,1,1
C0100,N102,N001,32.217,364.35,local_gap_le_120km;nearest_3_le_350km,王家沟,703,新疆维吾尔自治区,新疆维吾尔自治区,1,1
C0101,N074,N111,42.278,364.35,local_gap_le_120km;nearest_3_le_350km,桐庐,绍兴,浙江省,浙江省,21,22
C0102,N074,N126,42.278,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,桐庐,诸暨,浙江省,浙江省,21,21
C0103,N111,N074,42.278,364.35,local_gap_le_120km;nearest_3_le_350km,绍兴,桐庐,浙江省,浙江省,22,21
C0104,N120,N111,42.278,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,萧山,绍兴,浙江省,浙江省,22,22
C0105,N120,N126,42.278,364.35,local_gap_le_120km;nearest_3_le_350km,萧山,诸暨,浙江省,浙江省,22,21
C0106,N126,N120,42.278,364.35,local_gap_le_120km;nearest_3_le_350km,诸暨,萧山,浙江省,浙江省,21,22
C0107,N094,N144,44.309,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,湘潭,长沙,湖南省,湖南省,1,1
C0108,N071,N144,48.143,364.35,local_gap_le_120km;nearest_3_le_350km,株洲,长沙,湖南省,湖南省,1,1
C0109,N144,N071,48.143,364.35,local_gap_le_120km;nearest_3_le_350km,长沙,株洲,湖南省,湖南省,1,1
C0110,N131,N132,49.401,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,邢台,邯郸,河北省,河北省,1,1
C0111,N003,N081,49.406,364.35,closest_component_bridge_le_800km;local_gap_le_120km,三水,江门,广东省,广东省,11,2
C0112,N027,N081,49.406,364.35,closest_component_bridge_le_800km;local_gap_le_120km,南海,江门,广东省,广东省,5,2
C0113,N081,N003,49.406,364.35,closest_component_bridge_le_800km;local_gap_le_120km;nearest_3_le_350km,江门,三水,广东省,广东省,2,11
C0114,N081,N027,49.406,364.35,closest_component_bridge_le_800km;local_gap_le_120km;nearest_3_le_350km,江门,南海,广东省,广东省,2,5
C0115,N122,N092,50.353,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,蚌埠,淮南,安徽省,安徽省,4,4
C0116,N086,N089,50.398,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,泰安,济南,山东省,山东省,1,1
C0117,N089,N114,50.398,364.35,local_gap_le_120km;nearest_3_le_350km,济南,肥城,山东省,山东省,1,1
C0118,N114,N089,50.398,364.35,local_gap_le_120km;nearest_3_le_350km,肥城,济南,山东省,山东省,1,1
C0119,N096,N125,53.053,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,漯河,许昌,河南省,河南省,1,1
C0120,N021,N039,58.104,364.35,closest_component_bridge_le_800km;local_gap_le_120km;nearest_3_le_350km,北沙,大鹏湾,广东省,广东省,13,16
C0121,N021,N041,58.104,364.35,local_gap_le_120km;nearest_3_le_350km,北沙,妈湾,广东省,广东省,13,16
C0122,N039,N021,58.104,364.35,closest_component_bridge_le_800km;local_gap_le_120km;nearest_3_le_350km,大鹏湾,北沙,广东省,广东省,16,13
C0123,N039,N060,58.104,364.35,closest_component_bridge_le_800km;local_gap_le_120km;nearest_3_le_350km,大鹏湾,斗门,广东省,广东省,16,5
C0124,N039,N103,58.104,364.35,local_gap_le_120km;nearest_3_le_350km,大鹏湾,珠海,广东省,广东省,16,13
C0125,N041,N021,58.104,364.35,local_gap_le_120km;nearest_3_le_350km,妈湾,北沙,广东省,广东省,16,13
C0126,N041,N060,58.104,364.35,local_gap_le_120km;nearest_3_le_350km,妈湾,斗门,广东省,广东省,16,5
C0127,N041,N103,58.104,364.35,local_gap_le_120km,妈湾,珠海,广东省,广东省,16,13
C0128,N060,N039,58.104,364.35,closest_component_bridge_le_800km;local_gap_le_120km;nearest_3_le_350km,斗门,大鹏湾,广东省,广东省,5,16
C0129,N060,N041,58.104,364.35,local_gap_le_120km,斗门,妈湾,广东省,广东省,5,16
C0130,N103,N039,58.104,364.35,local_gap_le_120km;nearest_3_le_350km,珠海,大鹏湾,广东省,广东省,13,16
C0131,N103,N041,58.104,364.35,local_gap_le_120km,珠海,妈湾,广东省,广东省,13,16
C0132,N132,N082,61.029,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,邯郸,汤阴,河北省,河南省,1,1
C0133,N021,N081,61.59,364.35,closest_component_bridge_le_800km;local_gap_le_120km,北沙,江门,广东省,广东省,13,2
C0134,N060,N081,61.59,364.35,local_gap_le_120km,斗门,江门,广东省,广东省,5,2
C0135,N081,N021,61.59,364.35,closest_component_bridge_le_800km;local_gap_le_120km;nearest_3_le_350km,江门,北沙,广东省,广东省,2,13
C0136,N081,N060,61.59,364.35,local_gap_le_120km,江门,斗门,广东省,广东省,2,5
C0137,N081,N103,61.59,364.35,local_gap_le_120km,江门,珠海,广东省,广东省,2,13
C0138,N103,N081,61.59,364.35,local_gap_le_120km,珠海,江门,广东省,广东省,13,2
C0139,N116,N035,63.576,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,苏州(苏州,嘉兴(陈山,江苏省,浙江省,7,7
C0140,N148,N096,63.786,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,驻马店,漯河,河南省,河南省,1,1
C0141,N026,N081,64.18,364.35,local_gap_le_120km,南沙,江门,广东省,广东省,5,2
C0142,N081,N026,64.18,364.35,local_gap_le_120km,江门,南沙,广东省,广东省,2,5
C0143,N081,N115,64.18,364.35,local_gap_le_120km,江门,花都,广东省,广东省,2,11
C0144,N081,N150,64.18,364.35,local_gap_le_120km,江门,黄埔,广东省,广东省,2,5
C0145,N115,N081,64.18,364.35,local_gap_le_120km,花都,江门,广东省,广东省,11,2
C0146,N150,N081,64.18,364.35,local_gap_le_120km,黄埔,江门,广东省,广东省,5,2
C0147,N093,N116,65.921,364.35,local_gap_le_120km;nearest_3_le_350km,湖州(湖州,苏州(苏州,浙江省,江苏省,7,7
C0148,N116,N093,65.921,364.35,local_gap_le_120km;nearest_3_le_350km,苏州(苏州,湖州(湖州,江苏省,浙江省,7,7
C0149,N093,N035,65.949,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,湖州(湖州,嘉兴(陈山,浙江省,浙江省,7,7
C0150,N028,N036,67.225,364.35,local_gap_le_120km;nearest_3_le_350km,南疆(天津,固安,天津市,河北省,14,1
C0151,N036,N028,67.225,364.35,local_gap_le_120km;nearest_3_le_350km,固安,南疆(天津,河北省,天津市,1,14
C0152,N036,N037,67.225,364.35,local_gap_le_120km;nearest_3_le_350km,固安,大港,河北省,天津市,1,1
C0153,N036,N079,67.225,364.35,local_gap_le_120km;nearest_3_le_350km,固安,武清,河北省,天津市,1,14
C0154,N037,N036,67.225,364.35,local_gap_le_120km;nearest_3_le_350km,大港,固安,天津市,河北省,1,1
C0155,N079,N036,67.225,364.35,local_gap_le_120km;nearest_3_le_350km,武清,固安,天津市,河北省,14,1
C0156,N048,N061,67.65,364.35,local_gap_le_120km;nearest_3_le_350km,巩义,新乡,河南省,河南省,1,1
C0157,N061,N048,67.65,364.35,local_gap_le_120km;nearest_3_le_350km,新乡,巩义,河南省,河南省,1,1
C0158,N133,N061,67.65,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,郑州,新乡,河南省,河南省,1,1
C0159,N053,N067,67.884,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,徐州,枣庄,江苏省,山东省,1,1
C0160,N054,N067,67.884,364.35,local_gap_le_120km;nearest_3_le_350km,徐州(新沂,枣庄,江苏省,山东省,8,1
C0161,N067,N054,67.884,364.35,local_gap_le_120km;nearest_3_le_350km,枣庄,徐州(新沂,山东省,江苏省,1,8
C0162,N017,N029,67.919,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,六安,合肥,安徽省,安徽省,4,4
C0163,N046,N053,68.276,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,宿州,徐州,安徽省,江苏省,1,1
C0164,N046,N054,68.276,364.35,local_gap_le_120km;nearest_3_le_350km,宿州,徐州(新沂,安徽省,江苏省,1,8
C0165,N054,N046,68.276,364.35,local_gap_le_120km;nearest_3_le_350km,徐州(新沂,宿州,江苏省,安徽省,8,1
C0166,N082,N098,70.403,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,汤阴,濮阳,河南省,河南省,1,1
C0167,N006,N117,71.644,364.35,local_gap_le_120km;nearest_3_le_350km,东海岛,茂名,广东省,广东省,2,2
C0168,N117,N006,71.644,364.35,local_gap_le_120km;nearest_3_le_350km,茂名,东海岛,广东省,广东省,2,2
C0169,N117,N095,71.644,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,茂名,湛江,广东省,广东省,2,27
C0170,N074,N093,72.577,364.35,closest_component_bridge_le_800km;local_gap_le_120km,桐庐,湖州(湖州,浙江省,浙江省,21,7
C0171,N093,N074,72.577,364.35,closest_component_bridge_le_800km;local_gap_le_120km;nearest_3_le_350km,湖州(湖州,桐庐,浙江省,浙江省,7,21
C0172,N093,N120,72.577,364.35,closest_component_bridge_le_800km;local_gap_le_120km,湖州(湖州,萧山,浙江省,浙江省,7,22
C0173,N120,N093,72.577,364.35,closest_component_bridge_le_800km;local_gap_le_120km,萧山,湖州(湖州,浙江省,浙江省,22,7
C0174,N039,N056,72.86,364.35,local_gap_le_120km,大鹏湾,惠州,广东省,广东省,16,5
C0175,N041,N056,72.86,364.35,local_gap_le_120km,妈湾,惠州,广东省,广东省,16,5
C0176,N056,N039,72.86,364.35,local_gap_le_120km;nearest_3_le_350km,惠州,大鹏湾,广东省,广东省,5,16
C0177,N056,N041,72.86,364.35,local_gap_le_120km;nearest_3_le_350km,惠州,妈湾,广东省,广东省,5,16
C0178,N005,N085,74.531,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,东孚,泉港,福建省,福建省,6,6
C0179,N107,N085,74.531,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,石湖山,泉港,福建省,福建省,6,6
C0180,N035,N074,76.119,364.35,local_gap_le_120km;nearest_3_le_350km,嘉兴(陈山,桐庐,浙江省,浙江省,7,21
C0181,N035,N120,76.119,364.35,local_gap_le_120km;nearest_3_le_350km,嘉兴(陈山,萧山,浙江省,浙江省,7,22
C0182,N074,N035,76.119,364.35,local_gap_le_120km,桐庐,嘉兴(陈山,浙江省,浙江省,21,7
C0183,N120,N035,76.119,364.35,local_gap_le_120km,萧山,嘉兴(陈山,浙江省,浙江省,22,7
C0184,N064,N146,76.481,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,晋中,阳泉,山西省,山西省,1,1
C0185,N118,N119,77.708,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,荆州,荆门,湖北省,湖北省,10,10
C0186,N035,N111,79.191,364.35,local_gap_le_120km;nearest_3_le_350km,嘉兴(陈山,绍兴,浙江省,浙江省,7,22
C0187,N035,N126,79.191,364.35,local_gap_le_120km,嘉兴(陈山,诸暨,浙江省,浙江省,7,21
C0188,N111,N035,79.191,364.35,local_gap_le_120km;nearest_3_le_350km,绍兴,嘉兴(陈山,浙江省,浙江省,22,7
C0189,N126,N035,79.191,364.35,local_gap_le_120km;nearest_3_le_350km,诸暨,嘉兴(陈山,浙江省,浙江省,21,7
C0190,N048,N125,81.388,364.35,local_gap_le_120km;nearest_3_le_350km,巩义,许昌,河南省,河南省,1,1
C0191,N125,N048,81.388,364.35,local_gap_le_120km;nearest_3_le_350km,许昌,巩义,河南省,河南省,1,1
C0192,N125,N133,81.388,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,许昌,郑州,河南省,河南省,1,1
C0193,N106,N146,83.399,364.35,local_gap_le_120km;nearest_3_le_350km,石家庄,阳泉,河北省,山西省,1,1
C0194,N146,N106,83.399,364.35,local_gap_le_120km;nearest_3_le_350km,阳泉,石家庄,山西省,河北省,1,1
C0195,N146,N149,83.399,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,阳泉,高庄,山西省,河北省,1,1
C0196,N014,N050,84.123,364.35,closest_component_bridge_le_800km;local_gap_le_120km;nearest_3_le_350km,信阳,广水,河南省,湖北省,1,18
C0197,N014,N051,84.123,364.35,local_gap_le_120km;nearest_3_le_350km,信阳,广水武胜关镇,河南省,湖北省,1,18
C0198,N050,N014,84.123,364.35,closest_component_bridge_le_800km;local_gap_le_120km;nearest_3_le_350km,广水,信阳,湖北省,河南省,18,1
C0199,N051,N014,84.123,364.35,local_gap_le_120km;nearest_3_le_350km,广水武胜关镇,信阳,湖北省,河南省,18,1
C0200,N047,N101,84.161,364.35,local_gap_le_120km,寻甸,玉溪,云南省,云南省,2,2
C0201,N062,N101,84.161,364.35,local_gap_le_120km,昆东,玉溪,云南省,云南省,20,2
C0202,N063,N101,84.161,364.35,local_gap_le_120km,昆明,玉溪,云南省,云南省,2,2
C0203,N101,N044,84.161,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,玉溪,安宁,云南省,云南省,2,2
C0204,N101,N047,84.161,364.35,local_gap_le_120km;nearest_3_le_350km,玉溪,寻甸,云南省,云南省,2,2
C0205,N101,N062,84.161,364.35,local_gap_le_120km;nearest_3_le_350km,玉溪,昆东,云南省,云南省,2,20
C0206,N101,N063,84.161,364.35,local_gap_le_120km,玉溪,昆明,云南省,云南省,2,2
C0207,N101,N108,84.161,364.35,local_gap_le_120km,玉溪,秋田冲,云南省,云南省,2,20
C0208,N101,N141,84.161,364.35,local_gap_le_120km,玉溪,长坡,云南省,云南省,2,2
C0209,N108,N101,84.161,364.35,local_gap_le_120km,秋田冲,玉溪,云南省,云南省,20,2
C0210,N141,N101,84.161,364.35,local_gap_le_120km,长坡,玉溪,云南省,云南省,2,2
C0211,N092,N029,87.175,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,淮南,合肥,安徽省,安徽省,4,4
C0212,N046,N122,90.117,364.35,closest_component_bridge_le_800km;local_gap_le_120km;nearest_3_le_350km,宿州,蚌埠,安徽省,安徽省,1,4
C0213,N122,N046,90.117,364.35,closest_component_bridge_le_800km;local_gap_le_120km;nearest_3_le_350km,蚌埠,宿州,安徽省,安徽省,4,1
C0214,N130,N058,90.667,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,辽阳,抚顺,辽宁省,辽宁省,1,1
C0215,N040,N146,91.973,364.35,local_gap_le_120km;nearest_3_le_350km,太原,阳泉,山西省,山西省,1,1
C0216,N146,N040,91.973,364.35,local_gap_le_120km;nearest_3_le_350km,阳泉,太原,山西省,山西省,1,1
C0217,N113,N089,93.216,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,聊城,济南,山东省,山东省,1,1
