scenario,tier,year,pipeline_delivery_10kt,pipeline_tonne_km,average_pipeline_distance_km,unit_saving_vs_rail_cny_t,unit_saving_vs_road_cny_t,annual_cost_saving_vs_rail_100m_cny,annual_cost_saving_vs_road_100m_cny,annual_emission_saving_vs_rail_10kt_co2e,annual_emission_saving_vs_road_10kt_co2e,scope
S6,low,2035,26.4652,103370044.5044905,390.5885634889987,123.03539749903462,232.40019527595427,0.32561564018914513,0.6150517648017185,0.4303294952721939,0.9916288369315773,transport operation only; identical delivered task
S6,low,2040,68.5767,229083965.41835928,334.05510241577576,105.22735726096938,198.7627859373866,0.7216144910678318,1.363049594239238,0.9536765480366297,2.1976024802583205,transport operation only; identical delivered task
S6,low,2045,128.6928,399232258.2197918,310.2211298687975,97.71965590867123,184.58157227193453,1.2575816133923445,2.375431936407762,1.6620038909689936,3.8298350531024634,transport operation only; identical delivered task
S6,low,2050,212.5596,685544649.6342083,322.5187898519796,101.5934188033736,191.89867996192788,2.1594656463477566,4.07899066532354,2.8539223764272093,6.576429823940961,transport operation only; identical delivered task
S6,low,2055,341.256,1483479802.7120423,434.7117128232302,136.93418953931754,258.653469129822,4.672961378542934,8.826704826136654,6.175726418690233,14.231021747416623,transport operation only; identical delivered task
S6,low,2060,483.8172,2320036840.431423,479.5275654589012,151.0511831195539,285.3189014480463,7.308116047358985,13.804219200566969,9.658313366716015,22.256113410258646,transport operation only; identical delivered task
S6,mid,2025,6.0676,17534134.28149741,288.97973303278746,91.02861590532807,171.94294115450856,0.05523252298671685,0.10432809897490962,0.07299460101387373,0.1682049501624047,transport operation only; identical delivered task
S6,mid,2030,101.7678,391201428.81450295,384.40590129147233,121.0878589068138,228.72151126842607,1.2322845007656846,2.327648501446293,1.6285715481547758,3.752795306617527,transport operation only; identical delivered task
S6,mid,2035,263.4696,1292358237.7278752,490.5151249813546,154.5122643691267,291.85649936390604,4.070928448842808,7.689531514480859,5.380087343661145,12.397592574523507,transport operation only; identical delivered task
S6,mid,2040,455.8251,2410863123.065478,528.900914641488,166.60378811206877,314.69604421168543,7.594218837656257,14.344635582239594,10.036423181321585,23.12740993956713,transport operation only; identical delivered task
