province,province_std,year,scenario,projected_curtailed_wind_TWh,projected_curtailed_solar_TWh,projected_curtailed_total_TWh,methanol_supply_Mt,h2_required_Mt,co2_required_Mt,allocation_basis
甘肃省,甘肃,2050,base,20.137049726908337,21.4865301091586,41.62357983606694,3.9641504605778035,0.7480351919110315,5.444760657603613,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
云南省,云南,2050,base,5.478433737318535,19.68941505038617,25.167848787704706,2.3969379797814008,0.45230219678475037,3.2921943152297537,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
山西省,山西,2050,base,19.07073419269867,3.852902976807778,22.92363716950645,2.183203539952995,0.41197050798913015,2.9986300621254385,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
宁夏,宁夏,2050,base,7.3447889761630005,15.518444588489528,22.86323356465253,2.177450815681193,0.41088496891904114,2.9907286953381185,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
山东省,山东,2050,base,14.600613023784186,6.48576066509461,21.086373688878794,2.0082260656075044,0.3789522585801361,2.758298501111907,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
辽宁省,辽宁,2050,base,16.156187461093268,1.7054252498063691,17.861612710899635,1.701105972466632,0.3209986970044535,2.336469053182919,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
吉林省,吉林,2050,base,15.628935110200535,1.213369305541373,16.842304415741907,1.6040289919754198,0.3026802707857617,2.203133820478239,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
陕西省,陕西,2050,base,6.0674371318997355,10.730748898877602,16.798186030777337,1.5998272410264132,0.30188740038168416,2.1973627155497786,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
黑龙江省,黑龙江,2050,base,11.928237646755061,2.4496884318071435,14.377926078562204,1.3693262931964003,0.2583918715261607,1.8807696637052558,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
河南省,河南,2050,base,13.312989701258138,0.933935505983543,14.24692520724168,1.356850019737303,0.2560375987244291,1.8636335021091857,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
湖南省,湖南,2050,base,9.134976293552283,1.0912910467817065,10.22626734033399,0.9739302228889515,0.18378063305914516,1.3376931611379748,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
广西,广西,2050,base,7.420913732954886,2.405673378844622,9.826587111799508,0.9358654392190008,0.17659780838062544,1.2854111807672974,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
西藏,西藏,2050,base,1.1913815877685514,6.02963090200552,7.221012489774072,0.6877154752165783,0.12977191017336834,0.9445772052099702,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
江苏省,江苏,2050,base,5.459611913056113,0.9114991766212749,6.371111089677388,0.6067724847311798,0.11449796786877364,0.8334020077782754,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
湖北省,湖北,2050,base,1.8663471526266415,4.4384435405733385,6.30479069319998,0.6004562564952362,0.11330609560065107,0.8247266682962068,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
贵州省,贵州,2050,base,0.6875568864086928,5.02866412565741,5.716221012066103,0.5444020011491526,0.1027286576168451,0.747736148578361,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
江西省,江西,2050,base,3.4953635105842773,0.9142253823733192,4.409588892957596,0.4199608469483425,0.07924661181915224,0.5768162232835484,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
广东省,广东,2050,base,3.130666820781681,0.4881786305118996,3.6188454512935806,0.3446519477422458,0.06503582253896178,0.47337945022397454,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
安徽省,安徽,2050,base,1.1690813486511775,1.721728700248662,2.89081004889984,0.2753152427523657,0.051951986307371405,0.3781454859203743,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
四川省,四川,2050,base,1.5668691114477975,1.2260893318748303,2.792958443322628,0.26599604222120266,0.050193453167140946,0.36534556399082185,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
天津市,天津,2050,base,0.5731909279024696,0.9792804188662794,1.552471346768749,0.1478544139779761,0.027900127917644093,0.20307803759875018,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
海南省,海南,2050,base,0.7063274057970181,0.7387745439423651,1.4451019497393833,0.13762875711803652,0.02597054646817349,0.18903309790162315,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
浙江省,浙江,2050,base,0.4560397564216175,0.0,0.4560397564216175,0.04343235775443976,0.008195685908262782,0.05965434337572301,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
北京市,北京,2050,base,0.07136178718474692,0.009345519099105911,0.08070730628385284,0.007686410122271699,0.0014504255900726697,0.010557284302940178,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
上海市,上海,2050,base,0.0,0.0,0.0,0.0,0.0,0.0,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
福建省,福建,2050,base,0.0,0.0,0.0,0.0,0.0,0.0,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
重庆市,重庆,2050,base,0.0,0.0,0.0,0.0,0.0,0.0,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
内蒙古,内蒙古,2050,high,156.81963042249762,49.39347684901212,206.21310727150973,19.639343549667593,3.705944127822275,26.97463836546844,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
新疆,新疆,2050,high,74.58876231192545,100.3190674307014,174.90782974262686,16.657888546916844,3.1433435688032088,22.879609919190283,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
河北省,河北,2050,high,63.12862640345347,28.35924011322016,91.48786651667362,8.713130144445106,1.6441676582567917,11.967484253395353,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
青海省,青海,2050,high,10.170664622843491,69.23357236753621,79.4042369903797,7.562308284798067,1.4270075733413952,10.386830429170145,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
甘肃省,甘肃,2050,high,32.18485725582794,34.341719063356145,66.52657631918409,6.335864411350865,1.1955776144219084,8.702309768990412,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
云南省,云南,2050,high,8.756129135714264,31.46940696087371,40.22553609658797,3.831003437770283,0.7229103487072525,5.261883221777484,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
山西省,山西,2050,high,30.480575162689412,6.158058603957747,36.63863376664716,3.4893936920616344,0.6584485896920305,4.792682236046654,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
宁夏,宁夏,2050,high,11.739107167029786,24.802984085876492,36.542091252906275,3.480199166943455,0.6567135828022299,4.780053555796835,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
山东省,山东,2050,high,23.336022525193595,10.366130293783721,33.70215281897732,3.209728839902602,0.605675832089621,4.408562561606224,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
辽宁省,辽宁,2050,high,25.822282523285896,2.725765142852922,28.548047666138817,2.718861682489411,0.5130491994857519,3.734356520899206,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
吉林省,吉林,2050,high,24.97958004792742,1.9393167533011741,26.918896801228595,2.563704457259866,0.48377103108493674,3.5212480720464256,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
陕西省,陕西,2050,high,9.697527723634646,17.150855077693308,26.848382801327954,2.55698883822171,0.4825037937724367,3.5120241692975185,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
黑龙江省,黑龙江,2050,high,19.064790084984637,3.9153139892986077,22.980104074283243,2.1885813404079277,0.412985298934976,3.006016471050289,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
河南省,河南,2050,high,21.278026274660505,1.4927003386232738,22.770726613283777,2.1686406298365504,0.40922248685015705,2.978627905080502,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
湖南省,湖南,2050,high,14.600346725592152,1.7442002200699116,16.344546945662064,1.5566235186344823,0.2937348579663268,2.138022402844461,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
广西,广西,2050,high,11.860776650107415,3.844965143965347,15.705741794072761,1.4957849327688344,0.2822546168134791,2.054460605157994,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
西藏,西藏,2050,high,1.9041739907070063,9.63710238183791,11.541276372544916,1.099169178337611,0.20741322395230719,1.5097088664467087,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
江苏省,江苏,2050,high,8.726046390952957,1.456840564343409,10.182886955296366,0.969798757647273,0.1830010255680404,1.3320185936285294,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
湖北省,湖北,2050,high,2.9829651071895977,7.093922581942023,10.07688768913162,0.9597035894411067,0.18109606732753683,1.3181528800973599,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
贵州省,贵州,2050,high,1.0989157073369737,8.037266593999473,9.136182301336447,0.8701126001272806,0.16419024764401785,1.19509965627482,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
江西省,江西,2050,high,5.586606636574887,1.4611978333659073,7.047804469940794,0.6712194733276947,0.126659114616936,0.9219199466155886,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
广东省,广东,2050,high,5.003715346035692,0.7802513154335511,5.783966661469243,0.5508539677589755,0.10394614371611868,0.7565979247169529,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
安徽省,安徽,2050,high,1.8685317281860752,2.7518227944145357,4.620354522600611,0.440033764057201,0.08303437127759383,0.6043863749325655,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
四川省,四川,2050,high,2.5043121695789656,1.9596470517999478,4.463959221378913,0.4251389734646584,0.08022372429278105,0.5839283800537083,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
天津市,天津,2050,high,0.9161256710919838,1.5651746865640577,2.4813003576560417,0.23631431977676587,0.04459251214187572,0.32457771821338793,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
海南省,海南,2050,high,1.1289164520003656,1.1807764078395098,2.3096928598398754,0.2199707485561786,0.041508480252550904,0.3021298231419113,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
浙江省,浙江,2050,high,0.7288840551354078,0.0,0.7288840551354078,0.06941752906051503,0.013099087733719187,0.09534497616461739,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
北京市,北京,2050,high,0.11405687353459584,0.014936855312246242,0.12899372884684207,0.012285117033032578,0.0023182015841332476,0.016873608244870247,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
上海市,上海,2050,high,0.0,0.0,0.0,0.0,0.0,0.0,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
福建省,福建,2050,high,0.0,0.0,0.0,0.0,0.0,0.0,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
重庆市,重庆,2050,high,0.0,0.0,0.0,0.0,0.0,0.0,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
内蒙古,内蒙古,2050,low,58.8073614084367,18.522553818379567,77.32991522681627,7.364753831125359,1.3897290479333553,10.11548938705068,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
新疆,新疆,2050,low,27.970785866972083,37.61965028651307,65.59043615348516,6.2467082050938245,1.1787538383012048,8.579853719696368,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
河北省,河北,2050,low,23.673234901295082,10.634715042457575,34.30794994375266,3.26742380416692,0.6165628718462979,4.487806595023264,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
青海省,青海,2050,low,3.8139992335663147,25.962589637826117,29.77658887139243,2.835865606799279,0.5351278400030239,3.8950614109388093,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
甘肃省,甘肃,2050,low,12.069321470935495,12.878144648758573,24.94746611969407,2.375949154256578,0.44834160540821627,3.2633661633714097,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
云南省,云南,2050,low,3.2835484258928536,11.801027610327656,15.08457603622051,1.4366262891638582,0.27109138076522005,1.9732062081665591,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
山西省,山西,2050,low,11.430215686008545,2.3092719764841583,13.739487662492703,1.3085226345231145,0.2469182211345117,1.7972558385174977,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
宁夏,宁夏,2050,low,4.402165187636176,9.301119032203697,13.703284219839873,1.3050746876037973,0.24626759355083655,1.7925200834238155,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
山东省,山东,2050,low,8.75100844694761,3.8872988601689005,12.638307307116511,1.2036483149634774,0.2271284370336082,1.653210960602336,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
辽宁省,辽宁,2050,low,9.683355946232224,1.0221619285698471,10.705517874802071,1.0195731309335305,0.19239344980715722,1.4003836953372042,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
吉林省,吉林,2050,low,9.367342517972796,0.7272437824879413,10.094586300460737,0.9613891714724512,0.18141413665685155,1.3204680270174116,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
陕西省,陕西,2050,low,3.6365728963629977,6.431570654134998,10.068143550497997,0.9588708143331426,0.18093892266466402,1.3170090634865712,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
黑龙江省,黑龙江,2050,low,7.149296281869249,1.4682427459869798,8.617539027856228,0.8207180026529741,0.1548694871006162,1.12725617664386,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
河南省,河南,2050,low,7.9792598529977,0.5597626269837284,8.539022479981428,0.8132402361887074,0.1534584325688091,1.1169854644051895,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
湖南省,湖南,2050,low,5.475130022097065,0.6540750825262177,6.129205104623282,0.5837338194879317,0.11015057173737271,0.8017584010666742,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
广西,广西,2050,low,4.447791243790286,1.441861928987007,5.889653172777293,0.5609193497883136,0.10584548130505478,0.7704227269342487,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
西藏,西藏,2050,low,0.7140652465151284,3.6139133931892204,4.327978639704349,0.41218844187660464,0.0777799589821153,0.5661408249175165,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
江苏省,江苏,2050,low,3.2722673966073637,0.5463152116287792,3.818582608236143,0.3636745341177279,0.06862538458801526,0.4995069726106992,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
湖北省,湖北,2050,low,1.1186119151961007,2.660220968228262,3.7788328834243625,0.3598888460404155,0.06791102524782641,0.4943073300365107,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
贵州省,贵州,2050,low,0.4120933902513657,3.013974972749806,3.426068363001172,0.3262922250477307,0.061571342866506784,0.4481623711030581,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
江西省,江西,2050,low,2.0949774887155854,0.547949187512216,2.6429266762278014,0.25170730249788587,0.04749716798135106,0.34571997998084625,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
广东省,广东,2050,low,1.8763932547633873,0.29259424328758205,2.1689874980509694,0.20657023790961612,0.038979803893544565,0.28372422176885775,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
安徽省,安徽,2050,low,0.7006993980697792,1.0319335479054523,1.7326329459752317,0.16501266152145064,0.031137889229097736,0.22664489059971243,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
四川省,四川,2050,low,0.9391170635921134,0.7348676444249814,1.6739847080170949,0.15942711504924714,0.030083896609792937,0.21897314252014094,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
天津市,天津,2050,low,0.34354712665949444,0.5869405074615224,0.9304876341210169,0.08861786991628733,0.016722192053203418,0.12171664433002063,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
海南省,海南,2050,low,0.42334366950013763,0.44279115293981675,0.8661348224399543,0.08248903070856708,0.015565680094706609,0.11329868367821688,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
浙江省,浙江,2050,low,0.2733315206757783,0.0,0.2733315206757783,0.026031573397693172,0.004912157900144702,0.035754366061731574,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
北京市,北京,2050,low,0.0427713275754735,0.0056013207420923476,0.048372648317565846,0.004606918887387223,0.000869325594049969,0.006327603091826351,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
上海市,上海,2050,low,0.0,0.0,0.0,0.0,0.0,0.0,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
福建省,福建,2050,low,0.0,0.0,0.0,0.0,0.0,0.0,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
重庆市,重庆,2050,low,0.0,0.0,0.0,0.0,0.0,0.0,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
内蒙古,内蒙古,2055,base,105.29662866844082,31.15468579836363,136.45131446680443,12.995363282552804,2.452225051417714,17.849131468586275,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
新疆,新疆,2055,base,50.082666225125,63.275744587533836,113.35841081265883,10.796039125015128,2.0372125828903545,14.828359738208277,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
河北省,河北,2055,base,42.38775155154009,17.88744732241693,60.275198873957024,5.74049513085305,1.0832314311919706,7.884570062226664,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
青海省,青海,2055,base,6.829098456727139,43.66872573887256,50.4978241955997,4.809316590057114,0.9075180405437775,6.605596336443446,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
甘肃省,甘肃,2055,base,21.610540428409927,21.66086567392418,43.27140610233411,4.121086295460391,0.7776489839533759,5.6603120268148475,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
云南省,云南,2055,base,5.879307811733945,19.849169337154414,25.72847714888836,2.450331157036987,0.4623774893328794,3.365529844190301,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
山西省,山西,2055,base,20.466199262549505,3.884164330457545,24.35036359300705,2.3190822469530525,0.43761082000004103,3.1852594661900175,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
宁夏,宁夏,2055,base,7.882230081371472,15.64435681293309,23.52658689430456,2.240627323267101,0.42280637590050196,3.0775016285073633,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
山东省,山东,2055,base,15.66898539305042,6.538384273594416,22.207369666644837,2.1149875872995083,0.3990981577234172,2.9049354511558745,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
辽宁省,辽宁,2055,base,17.33838606111095,1.7192625828973807,19.05764864400833,1.815014156572222,0.3424931713451783,2.492921944051947,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
吉林省,吉林,2055,base,16.772553012105966,1.223214237323104,17.995767249429072,1.713882595183721,0.3234096457111682,2.3540177444848407,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
陕西省,陕西,2055,base,6.511410420789872,10.817815128749965,17.329225549539835,1.6504024332895082,0.3114309391617302,2.2668277421231395,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
黑龙江省,黑龙江,2055,base,12.801063979120347,2.469564503657236,15.270628482777582,1.4543455697883412,0.27443500901906,1.9975436401042865,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
河南省,河南,2055,base,14.287142658122393,0.941513191773808,15.228655849896201,1.4503481761805905,0.27368070084527746,1.992053219984041,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
湖南省,湖南,2055,base,9.803410985303591,1.1001454704600657,10.903556455763656,1.0384339481679672,0.1959524860192954,1.4262890278087028,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
广西,广西,2055,base,7.96392512392061,2.4251923251338434,10.389117449054453,0.9894397570528051,0.18670728215586432,1.3589955063120278,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
西藏,西藏,2055,base,1.2785586924251173,6.078553603962923,7.35711229638804,0.7006773615607658,0.1322178181265165,0.9623803561037118,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
江苏省,江苏,2055,base,5.859108735917195,0.9188948204470734,6.778003556364268,0.6455241482251685,0.1218104067700893,0.8866274175872688,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
湖北省,湖北,2055,base,2.0029135917259375,4.474455803018459,6.477369394744397,0.6168923233089901,0.11640758140840644,0.8473016060648979,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
贵州省,贵州,2055,base,0.7378675671000563,5.06946526925338,5.807332836353436,0.5530793177479463,0.10436606725903746,0.7596544429268042,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
江西省,江西,2055,base,3.7511301547084974,0.9216431458534795,4.6727733005619765,0.44502602862495017,0.0839764116015281,0.6112432503163691,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
广东省,广东,2055,base,3.359747471248426,0.49213957240546774,3.851887043653894,0.36684638510989465,0.06922391287023712,0.5038635099484403,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
安徽省,安徽,2055,base,1.254626675295257,1.7356983148772718,2.990324990172529,0.28479285620690753,0.053740411966243455,0.39116298800018745,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
四川省,四川,2055,base,1.6815218087147301,1.2360374703150312,2.9175592790297613,0.2778627884790249,0.052432708185992,0.38164453997594067,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
天津市,天津,2055,base,0.6151330948983013,0.9872260203207532,1.6023591152190546,0.15260563002086233,0.028796682384936722,0.2096038328336544,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
海南省,海南,2055,base,0.7580115839051405,0.7447687494608136,1.502780333365954,0.14312193651104324,0.02700710941963386,0.19657797979791788,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
浙江省,浙江,2055,base,0.48940960700625286,0.0,0.48940960700625286,0.046610438762500275,0.008795389794483802,0.06401943764029412,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
北京市,北京,2055,base,0.07658355160829855,0.009421345970261608,0.08600489757856015,0.008190942626529538,0.0015456308736261238,0.01125025969753832,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
上海市,上海,2055,base,0.0,0.0,0.0,0.0,0.0,0.0,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
福建省,福建,2055,base,0.0,0.0,0.0,0.0,0.0,0.0,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
重庆市,重庆,2055,base,0.0,0.0,0.0,0.0,0.0,0.0,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
内蒙古,内蒙古,2055,high,183.29413138580452,54.232230834188584,237.5263622199931,22.62155830666601,4.268688052467876,31.070710334205764,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
新疆,新疆,2055,high,87.18093750299543,110.14666650422565,197.32760400722108,18.793105143544864,3.546258940586916,25.812329914658868,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
河北省,河北,2055,high,73.78608603416244,31.13740830198505,104.92349433614748,9.99271374629976,1.8856250839267648,13.724992330542719,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
青海省,青海,2055,high,11.887689906154657,76.01592998988933,87.90361989604399,8.37177332343276,1.579753626131762,11.498630659734896,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
甘肃省,甘肃,2055,high,37.618348153158045,37.7059513583125,75.32429951147054,7.173742810616242,1.353685268363285,9.853135750381409,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
云南省,云南,2055,high,10.234350635240578,34.5522577350466,44.78660837028718,4.2653912733606845,0.8048793332831612,5.8585149139609,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
山西省,山西,2055,high,35.626346864438055,6.761323093759436,42.38766995819749,4.036920948399761,0.7617669829630349,5.544710922627071,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
宁夏,宁夏,2055,high,13.720919030535535,27.23276926695762,40.95368829749316,3.90035126642792,0.7359962839749485,5.357132464438748,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
山东省,山东,2055,high,27.275641239754453,11.381631883664364,38.65727312341882,3.6816450593732206,0.6947264227037268,5.056739489049118,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
辽宁省,辽宁,2055,high,30.18163499526723,2.992790422080628,33.17442541734786,3.159469087366463,0.5961918167860516,4.339530791497837,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
吉林省,吉林,2055,high,29.1966663544067,2.1292988575624423,31.325965211969145,2.9834252582827756,0.5629723462379598,4.097734592251392,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
陕西省,陕西,2055,high,11.33467739915275,18.831011520416624,30.165688919569373,2.8729227542447022,0.5421205237259753,3.9459594029550984,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
黑龙江省,黑龙江,2055,high,22.283333593283583,4.29887154340334,26.582205136686923,2.5316385844463736,0.4777202008850307,3.477205595737094,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
河南省,河南,2055,high,24.870211293768627,1.638930370865519,26.509141664634146,2.5246801585365852,0.47640714591585365,3.4676481977499996,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
湖南省,湖南,2055,high,17.065196900343302,1.915068041171227,18.98026494151453,1.807644280144241,0.3411024756632183,2.482799418778115,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
广西,广西,2055,high,13.863128919417369,4.22163108449225,18.08476000390962,1.7223580956104398,0.32500897264169,2.365658844320939,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
西藏,西藏,2055,high,2.2256392053326133,10.581185903194728,12.806825108527342,1.2196976293835564,0.2301569426646771,1.6752546939583146,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
江苏省,江苏,2055,high,10.19918928104105,1.5995576504078697,11.798746931448921,1.1236901839475162,0.2120403377108963,1.5433884676519134,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
湖北省,湖北,2055,high,3.4865532893007085,7.788867508958065,11.275420798258773,1.0738495998341688,0.20263541948870767,1.474932425372231,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
贵州省,贵州,2055,high,1.2844361353223213,8.824624727959595,10.109060863281917,0.9627677012649445,0.18167426522869504,1.322361437687401,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
江西省,江西,2055,high,6.529745084122204,1.6043417724116138,8.134086856533818,0.7746749387175065,0.14618116093599348,1.0640160283284952,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
广东省,广东,2055,high,5.84844930180282,0.8566874038169261,6.705136705619745,0.6385844481542614,0.12050088536670914,0.877095739539878,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
安徽省,安徽,2055,high,2.18397976810656,3.02140077034192,5.20538053844848,0.49575052747128384,0.09354812453383127,0.6809133494818084,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
四川省,四川,2055,high,2.9270935188737917,2.1516207816595005,5.078714300533292,0.48368707624126595,0.09127175128672689,0.6643441992173788,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
天津市,天津,2055,high,1.070787239267414,1.718504553891683,2.789291793159097,0.2656468374437235,0.05012755822563063,0.3648659312289543,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
海南省,海南,2055,high,1.3195016460570972,1.296449304616973,2.61595095067407,0.24913818577848285,0.047012375656399714,0.34219129816674615,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
浙江省,浙江,2055,high,0.8519352418257,0.0,0.8519352418257,0.08113668969768571,0.015310493345953295,0.11144124329977133,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
北京市,北京,2055,high,0.13331210835518645,0.016400120763047997,0.14971222911823445,0.014258307535069948,0.0026905426318676994,0.019583785399418574,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
上海市,上海,2055,high,0.0,0.0,0.0,0.0,0.0,0.0,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
