province,province_std,year,scenario,projected_curtailed_wind_TWh,projected_curtailed_solar_TWh,projected_curtailed_total_TWh,methanol_supply_Mt,h2_required_Mt,co2_required_Mt,allocation_basis
福建省,福建,2055,high,0.0,0.0,0.0,0.0,0.0,0.0,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
重庆市,重庆,2055,high,0.0,0.0,0.0,0.0,0.0,0.0,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
内蒙古,内蒙古,2055,low,68.73529926967679,20.337086562820744,89.07238583249753,8.483084364999765,1.6007580196754558,11.651516375327176,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
新疆,新疆,2055,low,32.692851563623336,41.304999939084674,73.99785150270802,7.0474144288293346,1.3298471027200955,9.67962371799709,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
河北省,河北,2055,low,27.66978226281095,11.676528113244409,39.34631037605536,3.747267654862415,0.7071094064725377,5.146872123953527,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
青海省,青海,2055,low,4.457883714808003,28.505973746208536,32.96385746101654,3.1394149962872895,0.5924076097994115,4.311986497400592,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
甘肃省,甘肃,2055,low,14.106880557434286,14.139731759367205,28.24661231680149,2.6901535539810943,0.5076319756362325,3.694925906393033,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
云南省,云南,2055,low,3.837881488215222,12.957096650642493,16.794978138857715,1.5995217275102587,0.30182974998118584,2.1969430927353404,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
山西省,山西,2055,low,13.359880074164288,2.535496160159792,15.895376234324079,1.5138453556499123,0.28566261861113845,2.0792665959851546,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
宁夏,宁夏,2055,low,5.145344636450832,10.212288475109121,15.357633111559952,1.4626317249104717,0.27599860649060604,2.0089246741645326,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
山东省,山东,2055,low,10.228365464907935,4.268111956374142,14.496477421282076,1.3806168972649597,0.2605224085138979,1.8962773083934221,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
辽宁省,辽宁,2055,low,11.318113123225228,1.122296408280237,12.440409531505464,1.184800907762425,0.22357193129476963,1.6273240468116907,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
吉林省,吉林,2055,low,10.948749882902527,0.7984870715859168,11.747236954488445,1.1187844718560425,0.2111146298392352,1.5366504720942742,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
陕西省,陕西,2055,low,4.250504024682287,7.061629320156242,11.312133344838529,1.0773460328417646,0.20329519639724097,1.4797347761081636,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
黑龙江省,黑龙江,2055,low,8.356250097481354,1.6120768287762548,9.968326926257609,0.9493644691673913,0.17914507533188673,1.303952098401412,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
河南省,河南,2055,low,9.326329235163248,0.6145988890745704,9.940928124237818,0.9467550594512207,0.17865267971844537,1.3003680741562516,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
湖南省,湖南,2055,low,6.399448837628746,0.718150515439211,7.117599353067957,0.6778666050540911,0.127913428373707,0.9310497820417941,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
广西,广西,2055,low,5.19867334478152,1.5831116566845957,6.781785001466115,0.6458842858539158,0.1218783647406339,0.8871220666203533,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
西藏,西藏,2055,low,0.8346147019997311,3.9679447136980275,4.8025594156977585,0.45738661101883415,0.086308853499254,0.6282205102343686,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
江苏省,江苏,2055,low,3.824695980390399,0.5998341189029519,4.424530099293351,0.4213838189803192,0.07951512664158623,0.5787706753694684,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
湖北省,湖北,2055,low,1.3074574834877675,2.920825315859278,4.2282827993470455,0.40269359993781384,0.07598828230826547,0.5530996595145873,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
贵州省,贵州,2055,low,0.4816635507458711,3.309234272984852,3.790897823730723,0.36103788797435454,0.06812784946076071,0.49588553913277594,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
江西省,江西,2055,low,2.4486544065458298,0.601628164654356,3.050282571200186,0.2905031020190653,0.054817935350997625,0.3990060106231862,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
广东省,广东,2055,low,2.1931684881760605,0.3212577764313477,2.5144262646074083,0.2394691680578484,0.04518783201251599,0.3289109023274548,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
安徽省,安徽,2055,low,0.8189924130399612,1.1330252888782213,1.9520177019181824,0.18590644780173166,0.03508054670018677,0.25534250605567843,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
四川省,四川,2055,low,1.0976600695776733,0.8068577931223136,1.9045178626999868,0.18138265359047492,0.03422690673252262,0.2491290747065173,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
天津市,天津,2055,low,0.4015452147252808,0.6444392077093819,1.0459844224346626,0.09961756404139643,0.018797834334611508,0.136824724210858,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
海南省,海南,2055,low,0.49481311727141214,0.4861684892313654,0.9809816065027775,0.0934268196669312,0.017629640871149918,0.12832173681253,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
浙江省,浙江,2055,low,0.31947571568463795,0.0,0.31947571568463795,0.030426258636632186,0.0057414350047324935,0.0417904662374143,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
北京市,北京,2055,low,0.04999204063319499,0.0061500452861430075,0.056142085919337996,0.005346865325651238,0.0010089534869503886,0.007343919524781975,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
上海市,上海,2055,low,0.0,0.0,0.0,0.0,0.0,0.0,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
福建省,福建,2055,low,0.0,0.0,0.0,0.0,0.0,0.0,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
重庆市,重庆,2055,low,0.0,0.0,0.0,0.0,0.0,0.0,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
内蒙古,内蒙古,2060,base,109.87880742096338,30.94194442919129,140.82075185015466,13.411500176205205,2.5307500832499223,18.42069549201785,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
新疆,新疆,2060,base,52.26210664927249,62.84366292167867,115.10576957095117,10.962454244852491,2.068615116003665,15.056930905304895,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
河北省,河北,2060,base,44.232333443504174,17.765301971345245,61.99763541484942,5.904536706176136,1.1141860764554368,8.109881165932922,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
青海省,青海,2060,base,7.126279384958305,43.37053160641281,50.49681099137111,4.809220094416297,0.9074998318163553,6.605463799680783,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
甘肃省,甘肃,2060,base,22.550963312160512,21.512953342188492,44.063916654349,4.196563490890381,0.7918915307310149,5.7639799547379384,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
云南省,云南,2060,base,6.135156832496957,19.713628266734066,25.848785099231023,2.461789057069621,0.4645395950690375,3.3812672698851243,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
山西省,山西,2060,base,21.356824010859746,3.857641115198693,25.21446512605844,2.4013776310531845,0.4531399589797359,3.298292176251549,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
宁夏,宁夏,2060,base,8.225239992116883,15.537528520401287,23.76276851251817,2.2631208107160163,0.4270508969821123,3.108396433518448,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
山东省,山东,2060,base,16.350850452260442,6.493736581380732,22.844587033641176,2.175674955584874,0.4105498641188657,2.988289551495824,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
辽宁省,辽宁,2060,base,18.092898197130246,1.7075225102091312,19.800420707339377,1.8857543530799408,0.3558418464261848,2.5900836039552986,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
吉林省,吉林,2060,base,17.502441869987933,1.2148614561933748,18.71730332618131,1.7826003167791722,0.3363766797762298,2.4484015350961927,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
陕西省,陕西,2060,base,6.794766562922843,10.743945123549516,17.538711686472357,1.6703534939497484,0.31519570430831756,2.294230523939979,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
河南省,河南,2060,base,14.908874259125954,0.9350840206754976,15.843958279801452,1.5089484076001383,0.2847385645141461,2.07254063783879,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
黑龙江省,黑龙江,2060,base,13.358126100828974,2.452700955837568,15.810827056666541,1.5057930530158612,0.284143149104093,2.0682067583172854,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
湖南省,湖南,2060,base,10.230024658382831,1.0926330707141914,11.322657729097022,1.0783483551520974,0.20348433461720078,1.4811114658014057,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
广西,广西,2060,base,8.310490146476237,2.4086317750100377,10.719121921486275,1.0208687544272643,0.19263793396042478,1.4021632342058474,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
西藏,西藏,2060,base,1.3341975533114516,6.037045889050823,7.371243442362275,0.7020231849868833,0.1324717750070249,0.9642288445794842,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
江苏省,江苏,2060,base,6.114078756305755,0.9126201000569371,7.026698856362692,0.669209414891685,0.12627981659006096,0.9191591313537293,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
湖北省,湖北,2060,base,2.0900741040728628,4.443901752176924,6.5339758562497865,0.6222834148809321,0.1174248803880319,0.8547062703389602,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
贵州省,贵州,2060,base,0.7699772474468759,5.034848165767482,5.804825413214358,0.5528405155442245,0.10432100528319517,0.7593264480999924,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
江西省,江西,2060,base,3.9143675642078537,0.915349658382408,4.829717222590261,0.4599730688181201,0.08679691808597927,0.631773010021688,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
广东省,广东,2060,base,3.5059531349175996,0.4887789721049207,3.9947321070225206,0.3804506768592877,0.07179104272334759,0.5225490046662317,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
安徽省,安徽,2060,base,1.3092240899189314,1.7238460099505917,3.033070099869523,0.28886381903519265,0.05450860265194085,0.39675445544483706,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
四川省,四川,2060,base,1.754696359516899,1.2275971250814115,2.9822934845983102,0.2840279509141248,0.05359607433749535,0.3901123905805504,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
天津市,天津,2060,base,0.6419017562795867,0.9804846968291638,1.6223864531087506,0.15451299553416672,0.029156602257297264,0.212223599366178,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
海南省,海南,2060,base,0.7909978686310551,0.7396830578732776,1.5306809265043326,0.14577913585755548,0.02750852293632072,0.20022764310035243,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
浙江省,浙江,2060,base,0.5107071768417114,0.0,0.5107071768417114,0.04863877874682966,0.009178137549526757,0.06680536260877054,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
北京市,北京,2060,base,0.07991622737778818,0.009357011826302273,0.08927323920409046,0.008502213257532424,0.0016043676416963686,0.011677789909220785,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
上海市,上海,2060,base,0.0,0.0,0.0,0.0,0.0,0.0,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
福建省,福建,2060,base,0.0,0.0,0.0,0.0,0.0,0.0,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
重庆市,重庆,2060,base,0.0,0.0,0.0,0.0,0.0,0.0,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
内蒙古,内蒙古,2060,high,209.7686323491114,59.07098481936505,268.8396171684765,25.603773063664427,4.8314319771134775,35.16678230294309,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
新疆,新疆,2060,high,99.77311269406542,119.9742655777499,219.7473782718153,20.928321740172887,3.9491743123706238,28.74504991012746,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
河北省,河北,2060,high,84.44354566487141,33.915576490749935,118.35912215562135,11.272297348154414,2.127082509596738,15.482500407690086,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
青海省,青海,2060,high,13.604715189465823,82.79828761224243,96.40300280170825,9.181238362067452,1.7324996789221283,12.610430890299645,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
甘肃省,甘肃,2060,high,43.05183905048815,41.07018365326884,84.12202270375698,8.011621209881618,1.5117929223046613,11.003961731772401,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
云南省,云南,2060,high,11.71257213476689,37.63510850921949,49.34768064398638,4.699779108951084,0.8868483178590696,6.4551466061443135,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
山西省,山西,2060,high,40.77211856618669,7.364587583561123,48.136706149747816,4.584448204737887,0.8650853762340394,6.296739609207488,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
宁夏,宁夏,2060,high,15.702730894041283,29.662554448038748,45.36528534208003,4.3205033659123835,0.8152789851476668,5.934211373080658,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
山东省,山东,2060,high,31.21525995431531,12.397133473545004,43.61239342786031,4.153561278843839,0.7837770133178326,5.704916416492013,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
辽宁省,辽宁,2060,high,34.54098746724857,3.2598157013083338,37.800803168556904,3.6000764922435144,0.6793344340863512,4.9447050620964665,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
吉林省,吉林,2060,high,33.413752660885976,2.31928096182371,35.733033622709684,3.4031460593056844,0.6421736613909826,4.674221112456357,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
陕西省,陕西,2060,high,12.97182707467085,20.511167963139936,33.48299503781079,3.188856670267694,0.6017372536795139,4.379894636612677,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
河南省,河南,2060,high,28.462396312876752,1.785160403107764,30.247556715984516,2.8807196872366205,0.5435918049815504,3.956668490419498,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
黑龙江省,黑龙江,2060,high,25.501877101582526,4.682429097508073,30.1843061990906,2.874695828484819,0.5424551028350854,3.9483947204238987,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
湖南省,湖南,2060,high,19.53004707509445,2.085935862272542,21.615982937366994,2.0586650416539993,0.3884700933601097,2.827576434711768,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
广西,广西,2060,high,15.865481188727324,4.598297025019152,20.463778213746476,1.9489312584520453,0.36776332846990095,2.6768570834838843,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
西藏,西藏,2060,high,2.54710441995822,11.525269424551544,14.072373844509764,1.3402260804295014,0.2529006613770469,1.8408005214699201,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
江苏省,江苏,2060,high,11.672332171129142,1.7422747364723303,13.414606907601472,1.2775816102477593,0.2410796498537522,1.7547583416752972,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
湖北省,湖北,2060,high,3.9901414714118193,8.483812435974107,12.473953907385926,1.187995610227231,0.2241747716498785,1.631711970647102,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
贵州省,贵州,2060,high,1.4699565633076686,9.611982861919715,11.081939425227384,1.055422802402608,0.19915828281337214,1.449623219099982,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
江西省,江西,2060,high,7.472883531669521,1.7474857114573203,9.220369243126841,0.8781304041073182,0.16570320725505097,1.2061121100414016,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
广东省,广东,2060,high,6.693183257569947,0.933123492200301,7.626306749770248,0.7263149285495475,0.13705562701729962,0.9975935543628034,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
安徽省,安徽,2060,high,2.499427808027045,3.2909787462693036,5.790406554296348,0.5514672908853665,0.10406187779006866,0.7574403240310509,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
四川省,四川,2060,high,3.3498748681686172,2.343594511519053,5.69346937968767,0.5422351790178733,0.1023197782806727,0.744760018381049,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
天津市,天津,2060,high,1.2254488074428442,1.8718344212193083,3.0972832286621523,0.2949793551106812,0.05566260430938554,0.40515414424452056,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
海南省,海南,2060,high,1.510086840113829,1.4121222013944357,2.922209041508265,0.27830562300078715,0.05251627106024854,0.38225277319158113,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
浙江省,浙江,2060,high,0.9749864285159922,0.0,0.9749864285159922,0.0928558503348564,0.017521898958187402,0.12753751043492526,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
北京市,北京,2060,high,0.15256734317577708,0.017863386213849752,0.17043072938962683,0.016231498037107318,0.0030628836796021508,0.0222939625539669,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
上海市,上海,2060,high,0.0,0.0,0.0,0.0,0.0,0.0,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
福建省,福建,2060,high,0.0,0.0,0.0,0.0,0.0,0.0,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
重庆市,重庆,2060,high,0.0,0.0,0.0,0.0,0.0,0.0,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
内蒙古,内蒙古,2060,low,78.66323713091687,22.151619307261925,100.8148564381788,9.601414898874172,1.8117869914175562,13.187543363603675,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
新疆,新疆,2060,low,37.41491726027458,44.990349591656276,82.40526685193086,7.848120652564844,1.480940367138986,10.779393716297813,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
河北省,河北,2060,low,31.666329624326817,12.718341184031242,44.38467080835806,4.22711150555791,0.7976559410987777,5.805937652883789,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
青海省,青海,2060,low,5.10176819604969,31.049357854590955,36.15112605064064,3.442964385775299,0.649687379595799,4.728911583862374,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
甘肃省,甘肃,2060,low,16.144439643933076,15.401318869975837,31.545758513908915,3.004357953705611,0.5669223458642488,4.126485649414657,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
云南省,云南,2060,low,4.39221455053759,14.113165690957327,18.50538024149492,1.762417165856659,0.33256811919715157,2.420679977304121,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
山西省,山西,2060,low,15.289544462320029,2.761720343835425,18.051264806155455,1.71916807677671,0.3244070160877652,2.361277353452811,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
宁夏,宁夏,2060,low,5.888524085265488,11.123457918014546,17.011982003280036,1.6201887622171462,0.3057296194303755,2.22532926490525,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
山东省,山东,2060,low,11.705722482868257,4.648925052579383,16.35464753544764,1.5575854795664419,0.29391637999418757,2.139343656184508,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
辽宁省,辽宁,2060,low,12.95287030021823,1.2224308879906267,14.175301188208856,1.3500286845913196,0.25475041278238203,1.8542643982861775,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
吉林省,吉林,2060,low,12.530157247832257,0.8697303606838924,13.39988760851615,1.2761797722396333,0.2408151230216188,1.7528329171711363,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
陕西省,陕西,2060,low,4.864435153001575,7.691687986177486,12.55612313917906,1.1958212513503867,0.22565147012981798,1.642460488729756,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
河南省,河南,2060,low,10.673398617328795,0.6694351511654123,11.342833768494208,1.080269882713734,0.20384692686808162,1.4837506839073136,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
黑龙江省,黑龙江,2060,low,9.563203913093458,1.7559109115655296,11.319114824658987,1.0780109356818084,0.20342066356315724,1.4806480201589638,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
湖南省,湖南,2060,low,7.323767653160428,0.7822259483522044,8.105993601512633,0.7719993906202508,0.14567628501004135,1.0603411630169144,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
广西,广西,2060,low,5.949555445772754,1.7243613843821843,7.673916830154939,0.730849221919518,0.13791124817621303,1.0038214063064579,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
西藏,西藏,2060,low,0.9551641574843337,4.321976034206835,5.277140191691169,0.5025847801610637,0.09483774801639272,0.6903001955512209,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
江苏省,江苏,2060,low,4.3771245641734335,0.6533530261771248,5.030477590350558,0.4790931038429103,0.09040486869515718,0.6580343781282373,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
湖北省,湖北,2060,low,1.496303051779434,3.1814296634902943,4.677732715269729,0.44549835383521225,0.08406553936870455,0.611891988992664,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
贵州省,贵州,2060,low,0.5512337112403765,3.604493573219898,4.155727284460275,0.39578355090097855,0.07468435605501465,0.543608707162494,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
江西省,江西,2060,low,2.8023313243760737,0.655307141796496,3.4576384661725696,0.3292989015402447,0.06213870272064418,0.4522920412655261,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
广东省,广东,2060,low,2.509943721588733,0.34992130957511336,2.8598650311638463,0.2723680982060806,0.05139586013148741,0.3740975828860517,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
安徽省,安徽,2060,low,0.937285428010143,1.2341170298509905,2.1714024578611335,0.2068002340820127,0.0390232041712758,0.28404012151164443,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
四川省,四川,2060,low,1.2562030755632332,0.878847941819646,2.135051017382879,0.20333819213170276,0.03836991685525231,0.2792850068928937,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
天津市,天津,2060,low,0.4595433027910672,0.7019379079572415,1.1614812107483088,0.1106172581665056,0.020873476616019605,0.15193280409169543,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
海南省,海南,2060,low,0.5662825650426866,0.5295458255229141,1.0958283905656008,0.10436460862529531,0.019693601647593227,0.1433447899468431,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
浙江省,浙江,2060,low,0.36561991069349753,0.0,0.36561991069349753,0.03482094387557119,0.006570712109320284,0.04782656641309703,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
北京市,北京,2060,low,0.057212753690916475,0.006698769830193667,0.06391152352111014,0.0060868117639152515,0.001148581379850808,0.008360235957737598,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
上海市,上海,2060,low,0.0,0.0,0.0,0.0,0.0,0.0,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
福建省,福建,2060,low,0.0,0.0,0.0,0.0,0.0,0.0,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
重庆市,重庆,2060,low,0.0,0.0,0.0,0.0,0.0,0.0,2025 province calibrated curtailed wind/solar shares from NBS generation + province utilization
