城市代码,城市,省份,城市经度_WGS84,城市纬度_WGS84,最近节点ID,最近管网节点,节点匹配城市,节点匹配省份,节点经度_WGS84,节点纬度_WGS84,最近距离_km,节点坐标来源,节点匹配置信度,节点涉及管道,第二近节点,第二近距离_km,第三近节点,第三近距离_km
230800000000,佳木斯市,黑龙江省,130.3095948,46.79868432,N031,吉林,吉林市,吉林省,126.549541,43.83796639,441.2737211476554,直接匹配城市名,高,吉林石化-长春成品油管道,长春,512.1898005436203,抚顺,744.4766801062078
230900000000,七台河市,黑龙江省,130.9978191,45.77177171,N031,吉林,吉林市,吉林省,126.549541,43.83796639,411.4871724641269,直接匹配城市名,高,吉林石化-长春成品油管道,长春,498.09022365738616,抚顺,711.52869534585
231000000000,牡丹江市,黑龙江省,129.6233357,44.55124422,N031,吉林,吉林市,吉林省,126.549541,43.83796639,257.5518947491165,直接匹配城市名,高,吉林石化-长春成品油管道,长春,352.88490355205596,抚顺,547.1352078483075
231100000000,黑河市,黑龙江省,127.5196969,50.24383367,N031,吉林,吉林市,吉林省,126.549541,43.83796639,716.0669738255303,直接匹配城市名,高,吉林石化-长春成品油管道,长春,734.1169992326637,抚顺,969.7481272463837
231200000000,绥化市,黑龙江省,126.9587936,46.65241525,N031,吉林,吉林市,吉林省,126.549541,43.83796639,314.58740284629215,直接匹配城市名,高,吉林石化-长春成品油管道,长春,340.76421423002023,抚顺,582.2129238467566
232700000000,大兴安岭地区,黑龙江省,124.7020369,52.33311631,N143,长春,长春市,吉林省,125.3184929,43.81369331,948.4148604259994,直接匹配城市名,高,吉林石化-长春成品油管道,吉林,954.4494827376897,抚顺,1163.8469142890776
310100000000,上海市,上海市,121.4691191,31.23230714,N116,苏州(苏州,苏州市,江苏省,120.581097,31.3019128,84.75574747172618,清洗后匹配城市名,高,浙苏成品油管道；苏南成品油管道,嘉兴(陈山,87.20778687877993,湖州(湖州,137.6365125818244
320100000000,南京市,江苏省,118.7902705,32.06154044,N022,南京(南京,南京市,江苏省,118.7902705,32.06154044,0.0,清洗后匹配城市名,高,苏南成品油管道,南京(扬子,0.0,泰州(泰州,114.4833118213585
320200000000,无锡市,江苏省,120.3086678,31.49256673,N116,苏州(苏州,苏州市,江苏省,120.581097,31.3019128,33.436856792240576,清洗后匹配城市名,高,浙苏成品油管道；苏南成品油管道,湖州(湖州,70.09892357390235,嘉兴(陈山,92.74190373485919
320300000000,徐州市,江苏省,117.2749121,34.20440827,N053,徐州,徐州市,江苏省,117.2749121,34.20440827,0.0,直接匹配城市名,高,鲁皖一期管道,徐州(新沂,0.0,枣庄,67.88363102691324
