管段ID,管道名称,起点节点,终点节点,年份,设计输量_万吨年,同管道运输任务_万吨,同管道运输任务_t,同管道利用率,同管道负荷等级,全网连通运输任务_万吨,全网连通运输任务_t,全网连通利用率,全网连通负荷等级,同管道下游节点数,全网下游节点数,投产年份,管段方向,端点补齐说明,管输折算系数
S023,大港-济南-枣庄成品油管道,肥城,枣庄,2040,285.0,14.118529185376264,141185.29185376264,0.04953869889605707,低负荷,199.73700484781827,1997370.0484781824,0.7008315959572571,中负荷,1,4,2007,肥城分输泵站 → 枣庄末站,,0.21929489312989234
S024,呼和浩特-包头-鄂尔多斯成品油管道,呼和浩特,包头,2040,200.0,13.787562896413412,137875.6289641341,0.06893781448206707,低负荷,13.787562896413412,137875.6289641341,0.06893781448206707,低负荷,2,2,2014,呼和浩特 → 包头,,0.21929489312989234
S033,吉林石化-长春成品油管道,吉林,长春,2040,245.0,8.794975096370589,87949.75096370588,0.03589785753620649,低负荷,8.794975096370589,87949.75096370588,0.03589785753620649,低负荷,1,1,2014,吉林 → 长春,,0.21929489312989234
S025,呼和浩特-包头-鄂尔多斯成品油管道,包头,鄂尔多斯,2040,200.0,8.215490982969023,82154.90982969022,0.041077454914845116,低负荷,8.215490982969023,82154.90982969022,0.041077454914845116,低负荷,1,1,2014,包头 → 鄂尔多斯,,0.21929489312989234
S001,西部成品油管道,乌鲁木齐,哈密,2040,1000.0,4.406868843542316,44068.688435423166,0.004406868843542316,低负荷,1041.952176471528,10419521.76471528,1.041952176471528,超过设计输量,6,22,2006,乌鲁木齐首站 → 哈密站,,0.21929489312989234
S002,西部成品油管道,哈密,柳园,2040,1000.0,4.406868843542316,44068.688435423166,0.004406868843542316,低负荷,1041.952176471528,10419521.76471528,1.041952176471528,超过设计输量,5,21,2006,哈密站 → 柳园站,,0.21929489312989234
S003,西部成品油管道,柳园,酒泉,2040,1000.0,4.363144690403213,43631.44690403214,0.004363144690403213,低负荷,1041.9084523183888,10419084.52318389,1.0419084523183888,超过设计输量,4,20,2006,柳园站 → 酒泉站,,0.21929489312989234
S004,西部成品油管道,酒泉,张掖,2040,1000.0,4.363144690403213,43631.44690403214,0.004363144690403213,低负荷,1041.9084523183888,10419084.52318389,1.0419084523183888,超过设计输量,3,19,2006,酒泉站 → 张掖站,,0.21929489312989234
S005,西部成品油管道,张掖,武威,2040,1000.0,4.3240686497551195,43240.6864975512,0.00432406864975512,低负荷,1041.8693762777407,10418693.762777407,1.0418693762777407,超过设计输量,2,18,2006,张掖站 → 武威站,,0.21929489312989234
S021,银巴线,银川,巴彦淖尔,2040,240.0,2.205847049766172,22058.470497661718,0.009191029374025717,低负荷,2.205847049766172,22058.470497661718,0.009191029374025717,低负荷,1,1,2017,银川 → 巴音淖尔,,0.21929489312989234
S006,西部成品油管道,武威,兰州,2040,1000.0,1.481650803169555,14816.508031695554,0.0014816508031695549,低负荷,1039.0269584311554,10390269.584311552,1.0390269584311553,超过设计输量,1,17,2006,武威站 → 兰州末站,,0.21929489312989234
S007,独山子-703泵站-乌鲁木齐成品油管道,独山子,703,2040,100.0,0.0,0.0,0.0,低负荷,1041.952176471528,10419521.76471528,10.41952176471528,超过设计输量,2,24,1998,独山子 → 703泵站,,0.21929489312989234
S008,独山子-703泵站-乌鲁木齐成品油管道,703,乌鲁木齐,2040,100.0,0.0,0.0,0.0,低负荷,1041.952176471528,10419521.76471528,10.41952176471528,超过设计输量,1,23,1998,703泵站 → 乌鲁木齐,,0.21929489312989234
S009,独山子-乌鲁木齐成品油管道,独山子,王家沟,2040,520.0,0.0,0.0,0.0,低负荷,0.0,0.0,0.0,低负荷,1,1,2004,独山子 → 王家沟,,0.21929489312989234
S010,克拉玛依-乌鲁木齐成品油管道,克拉玛依,王家沟,2040,160.0,0.0,0.0,0.0,低负荷,0.0,0.0,0.0,低负荷,1,1,1996,克拉玛依 → 王家沟首站,,0.21929489312989234
S011,克拉玛依-乌鲁木齐成品油管道（复线）,克拉玛依,王家沟,2040,400.0,0.0,0.0,0.0,低负荷,0.0,0.0,0.0,低负荷,1,1,2009,克拉玛依 → 王家沟首站,,0.21929489312989234
S032,抚顺-锦州-郑州成品油管道,邯郸,郑州,2040,800.0,0.0,0.0,0.0,低负荷,835.7563233087069,8357563.233087068,1.0446954041358836,超过设计输量,1,13,2018,邯郸 → 郑州,,0.21929489312989234
S035,兰成渝成品油管道,成都,重庆,2040,350.0,0.0,0.0,0.0,低负荷,0.0,0.0,0.0,低负荷,1,1,2002,成都 → 重庆,,0.21929489312989234
S042,云南成品油管网（安曲线）,寻甸,昆明,2040,168.0,0.0,0.0,0.0,低负荷,0.0,0.0,0.0,低负荷,1,1,2017,寻甸 → 昆明,,0.21929489312989234
S049,西南成品油管网（北线）,江津,重庆,2040,800.0,0.0,0.0,0.0,低负荷,0.0,0.0,0.0,低负荷,1,1,2005,江津 → 重庆,,0.21929489312989234
S050,西南成品油管网（北线）,柳州,柳库,2040,500.0,0.0,0.0,0.0,低负荷,0.0,0.0,0.0,低负荷,1,1,2006,柳州 → 柳库,,0.21929489312989234
S051,西南成品油管网（北线）,贵阳,简阳,2040,600.0,0.0,0.0,0.0,低负荷,0.0,0.0,0.0,低负荷,1,1,2016,贵阳 → 简阳,,0.21929489312989234
S056,西南成品油管网（南线）,南宁,黎塘,2040,800.0,0.0,0.0,0.0,低负荷,0.0,0.0,0.0,低负荷,1,1,2012,南宁 → 黎塘,,0.21929489312989234
S058,西南成品油管网（南线）,秋田冲,昆东,2040,800.0,0.0,0.0,0.0,低负荷,0.0,0.0,0.0,低负荷,1,1,2012,秋田冲 → 昆东,,0.21929489312989234
S060,珠三角成品油管网,南沙,南海,2040,250.0,0.0,0.0,0.0,低负荷,0.0,0.0,0.0,低负荷,1,1,2006,南沙 → 南海,,0.21929489312989234
S061,珠三角成品油管网,三水,花都,2040,250.0,0.0,0.0,0.0,低负荷,0.0,0.0,0.0,低负荷,1,1,2006,三水 → 花都,,0.21929489312989234
S062,珠三角成品油管网,南沙,斗门,2040,100.0,0.0,0.0,0.0,低负荷,0.0,0.0,0.0,低负荷,1,1,2006,南沙 → 斗门,,0.21929489312989234
S063,珠三角成品油管网,北沙,珠海,2040,100.0,0.0,0.0,0.0,低负荷,0.0,0.0,0.0,低负荷,1,1,2006,北沙 → 珠海,,0.21929489312989234
S066,珠三角成品油管网,大鹏湾,妈湾,2040,250.0,0.0,0.0,0.0,低负荷,0.0,0.0,0.0,低负荷,1,1,2006,大鹏湾 → 妈湾,,0.21929489312989234
S069,156支线,广水,广水武胜关镇,2040,10.0,0.0,0.0,0.0,低负荷,0.0,0.0,0.0,低负荷,1,1,2014,湖北广水 → 湖北广水武胜关镇,,0.21929489312989234
S096,苏北成品油管道,南京(扬子,徐州(新沂,2040,545.0,0.0,0.0,0.0,低负荷,0.0,0.0,0.0,低负荷,1,1,2015,江苏南京(扬子首站) → 江苏徐州(新沂末站),,0.21929489312989234
S102,绍杭成品油管道,绍兴,萧山,2040,500.0,0.0,0.0,0.0,低负荷,0.0,0.0,0.0,低负荷,1,1,2016,绍兴首站/浙江绍兴 → 萧山站/浙江萧山,,0.21929489312989234
S106,甬台温成品油管道,灵昆,瑞安,2040,460.0,0.0,0.0,0.0,低负荷,0.0,0.0,0.0,低负荷,1,1,2018,灵昆分输站 → 瑞安末站/浙江温州,,0.21929489312989234
S109,福建成品油管道（南线）,泉港,石湖山,2040,380.0,0.0,0.0,0.0,低负荷,0.0,0.0,0.0,低负荷,1,1,2013,泉港首站/福建泉州 → 石湖山末站/福建厦门,,0.21929489312989234
S117,鲁皖一期管道,曲阜,济宁,2040,655.0,0.0,0.0,0.0,低负荷,0.0,0.0,0.0,低负荷,1,1,2005,曲阜站 → 济宁站,,0.21929489312989234
S125,鲁皖二期管道（汤郑支线）,新乡,郑州,2040,820.0,0.0,0.0,0.0,低负荷,835.7563233087069,8357563.233087068,1.0192150284252524,超过设计输量,1,13,2010,新乡站 → 郑州站,,0.21929489312989234
S139,南武管道,南疆(天津,武清,2040,155.0,0.0,0.0,0.0,低负荷,0.0,0.0,0.0,低负荷,1,1,2018,南疆(天津) → 武清,,0.21929489312989234
S140,格拉成品油管道,格尔木,拉萨,2040,130.0,0.0,0.0,0.0,低负荷,0.0,0.0,0.0,低负荷,1,1,1976,格尔木 → 拉萨,,0.21929489312989234
S133,洛驻管道,洛阳,巩义,2045,820.0,429.6792330073346,4296792.330073345,0.523999064643091,中负荷,914.3870606121661,9143870.606121661,1.1151061714782513,超过设计输量,5,14,2007,洛阳 → 巩义,,0.21929489312989234
S045,西南成品油管网（北线）,湛江,茂名,2045,500.0,421.9097032558878,4219097.032558878,0.8438194065117756,高负荷,463.31812943570725,4633181.294357072,0.9266362588714145,高负荷,7,8,2006,湛江 → 茂名,,0.21929489312989234
S012,兰郑长成品油管道,兰州,咸阳,2045,1000.0,388.64601152999336,3886460.115299932,0.38864601152999334,低负荷,900.7412369161976,9007412.369161975,0.9007412369161977,高负荷,4,14,2009,兰州 → 咸阳,,0.21929489312989234
S046,西南成品油管网（北线）,茂名,柳州,2045,800.0,345.1972847784671,3451972.847784671,0.4314966059730839,低负荷,345.1972847784671,3451972.847784671,0.4314966059730839,低负荷,6,6,2005,茂名 → 柳州,,0.21929489312989234
S026,抚顺-锦州-郑州成品油管道,抚顺,辽阳,2045,600.0,299.54549825815803,2995454.9825815805,0.4992424970969301,低负荷,1168.4129264808023,11684129.264808023,1.9473548774680038,超过设计输量,7,25,2018,抚顺 → 辽阳,,0.21929489312989234
S027,抚顺-锦州-郑州成品油管道,辽阳,辽河,2045,600.0,297.18088878554914,2971808.887855491,0.49530148130924856,低负荷,1166.0483170081934,11660483.170081934,1.9434138616803223,超过设计输量,6,24,2018,辽阳 → 辽河,,0.21929489312989234
S028,抚顺-锦州-郑州成品油管道,辽河,锦州,2045,750.0,294.58100153446384,2945810.015344638,0.39277466871261846,低负荷,1163.4484297571082,11634484.297571082,1.5512645730094776,超过设计输量,5,23,2018,辽河 → 锦州,,0.21929489312989234
S094,浙苏成品油管道,嘉兴(陈山,苏州(苏州,2045,510.0,288.070134887826,2880701.3488782593,0.5648434017408352,中负荷,288.070134887826,2880701.3488782593,0.5648434017408352,中负荷,1,1,2007,浙江嘉兴(陈山首站) → 江苏苏州(苏州末站),,0.21929489312989234
S098,苏南成品油管道,南京(南京,苏州(苏州,2045,580.0,288.070134887826,2880701.3488782593,0.49667264635832065,低负荷,288.070134887826,2880701.3488782593,0.49667264635832065,低负荷,1,1,2010,江苏南京(南京首站) → 江苏苏州(苏州末站),,0.21929489312989234
S029,抚顺-锦州-郑州成品油管道,锦州,固安,2045,1300.0,281.3346074333016,2813346.074333016,0.21641123648715507,低负荷,1150.2020356559458,11502020.356559457,0.8847707966584198,高负荷,4,22,2018,锦州 → 固安,,0.21929489312989234
S110,鲁皖一期管道,齐鲁,淄博,2045,655.0,259.7470815877151,2597470.8158771517,0.3965604299049086,低负荷,1432.4719923532316,14324719.923532316,2.1869801409973,超过设计输量,9,35,2005,齐鲁站 → 淄博站,,0.21929489312989234
S134,洛驻管道,巩义,郑州,2045,820.0,254.97077806772177,2549707.780677217,0.31093997325331924,低负荷,739.6786056725533,7396786.056725534,0.9020470800884797,高负荷,4,13,2007,巩义 → 郑州,,0.21929489312989234
S135,洛驻管道,郑州,许昌,2045,820.0,254.97077806772177,2549707.780677217,0.31093997325331924,低负荷,315.76136932937794,3157613.693293779,0.38507484064558284,低负荷,3,4,2007,郑州 → 许昌,,0.21929489312989234
S086,安庆-亳州成品油管道,安庆,合肥,2045,410.0,247.40109007130084,2474010.9007130084,0.6034172928568313,中负荷,303.8920174197101,3038920.174197101,0.7412000424870978,中负荷,4,6,2016,安徽安庆 → 安徽合肥,,0.21929489312989234
S047,西南成品油管网（北线）,柳州,贵阳,2045,800.0,242.96635007605875,2429663.5007605874,0.3037079375950734,低负荷,242.96635007605875,2429663.5007605874,0.3037079375950734,低负荷,3,3,2005,柳州 → 贵阳,,0.21929489312989234
S013,兰郑长成品油管道,咸阳,郑州,2045,1500.0,227.5833802863491,2275833.802863491,0.15172225352423274,低负荷,739.6786056725533,7396786.056725534,0.4931190704483689,低负荷,3,13,2009,咸阳 → 郑州,,0.21929489312989234
S014,兰郑长成品油管道,郑州,武汉,2045,1000.0,227.5833802863491,2275833.802863491,0.22758338028634909,低负荷,484.70782760483155,4847078.276048316,0.48470782760483155,低负荷,2,9,2009,郑州 → 武汉,,0.21929489312989234
S111,鲁皖一期管道,淄博,济南,2045,655.0,223.56694523451617,2235669.4523451612,0.3413235805107117,低负荷,1396.2918560000326,13962918.560000326,2.131743291603103,超过设计输量,8,34,2005,淄博站 → 济南站,,0.21929489312989234
S053,西南成品油管网（南线）,东海岛,南宁,2045,800.0,222.88398973332875,2228839.8973332876,0.27860498716666093,低负荷,512.3748632416679,5123748.632416679,0.6404685790520849,中负荷,5,11,2012,东海岛 → 南宁,,0.21929489312989234
S081,九江-赣州成品油管道,九江,南昌,2045,330.0,215.30276286849377,2153027.6286849375,0.6524326147530114,中负荷,215.30276286849377,2153027.6286849375,0.6524326147530114,中负荷,4,4,2016,九江首站 → 南昌分输泵站,,0.21929489312989234
S072,长岭-郴州成品油管道,长岭,七里山,2045,600.0,201.30336167885415,2013033.6167885412,0.3355056027980902,低负荷,297.2065526069348,2972065.526069348,0.4953442543448913,低负荷,7,9,2014,长岭库站 → 七里山站,,0.21929489312989234
S112,鲁皖一期管道,济南,泰安,2045,655.0,199.56855312139865,1995685.5312139867,0.3046848139257995,低负荷,199.56855312139865,1995685.5312139867,0.3046848139257995,低负荷,7,7,2005,济南站 → 泰安站,,0.21929489312989234
S073,长岭-郴州成品油管道,七里山,汨罗,2045,560.0,183.77750047166444,1837775.0047166443,0.3281741079851151,低负荷,279.6806913997451,2796806.9139974513,0.4994298060709734,低负荷,6,8,2014,七里山站 → 汨罗站,,0.21929489312989234
S074,长岭-郴州成品油管道,汨罗,长沙,2045,538.0,183.77750047166444,1837775.0047166443,0.3415938670477034,低负荷,279.6806913997451,2796806.9139974513,0.5198525862448794,中负荷,5,7,2014,汨罗站 → 长沙站,,0.21929489312989234
S113,鲁皖一期管道,泰安,曲阜,2045,655.0,181.26680850164527,1812668.0850164527,0.2767432190864813,低负荷,181.26680850164527,1812668.0850164527,0.2767432190864813,低负荷,6,6,2005,泰安站 → 曲阜站,,0.21929489312989234
S114,鲁皖一期管道,曲阜,枣庄,2045,655.0,181.26680850164527,1812668.0850164527,0.2767432190864813,低负荷,181.26680850164527,1812668.0850164527,0.2767432190864813,低负荷,4,4,2005,曲阜站 → 枣庄站,,0.21929489312989234
S087,安庆-亳州成品油管道,合肥,淮南,2045,270.0,181.07268825401033,1810726.8825401033,0.6706395861259642,中负荷,213.53909356029254,2135390.935602925,0.7908855317047871,中负荷,3,4,2016,安徽合肥 → 安徽淮南,,0.21929489312989234
S064,珠三角成品油管网,黄埔,南沙,2045,300.0,179.82640394004764,1798264.0394004763,0.5994213464668254,中负荷,179.82640394004764,1798264.0394004763,0.5994213464668254,中负荷,3,3,2006,黄埔 → 南沙,,0.21929489312989234
S043,钦南柳成品油管道,钦州,南宁,2045,500.0,166.8731830635057,1668731.8306350573,0.3337463661270114,低负荷,512.3748632416679,5123748.632416679,1.0247497264833358,超过设计输量,2,11,2018,钦州 → 南宁,,0.21929489312989234
S103,甬台温成品油管道,算山,宁海,2045,460.0,160.54952058760577,1605495.2058760575,0.34902069692957777,低负荷,160.54952058760577,1605495.2058760575,0.34902069692957777,低负荷,4,4,2018,算山首站/浙江宁波 → 宁海分输站,,0.21929489312989234
S121,鲁皖二期管道（西线）,济南,聊城,2045,820.0,159.18800497736572,1591880.049773657,0.19413171338703136,低负荷,1150.0366553162107,11500366.553162107,1.4024837259953788,超过设计输量,3,24,2009,济南站 → 聊城站,,0.21929489312989234
S065,珠三角成品油管网,黄埔,惠州,2045,350.0,158.63216847380167,1586321.6847380167,0.45323476706800475,低负荷,158.63216847380167,1586321.6847380167,0.45323476706800475,低负荷,2,2,2006,黄埔 → 惠州,,0.21929489312989234
S136,洛驻管道,许昌,漯河,2045,820.0,152.5886500716911,1525886.500716911,0.18608371959962328,低负荷,213.37924133334732,2133792.413333473,0.260218586991887,低负荷,2,3,2007,许昌 → 漯河,,0.21929489312989234
S088,安庆-亳州成品油管道,淮南,阜阳,2045,140.0,148.41946485492423,1484194.6485492424,1.0601390346780302,超过设计输量,148.41946485492423,1484194.6485492424,1.0601390346780302,超过设计输量,2,2,2016,安徽淮南 → 安徽阜阳,,0.21929489312989234
S122,鲁皖二期管道（西线）,聊城,濮阳,2045,820.0,144.3418564501786,1443418.564501786,0.17602665420753488,低负荷,1135.1905067890236,11351905.067890236,1.3843786668158824,超过设计输量,2,23,2009,聊城站 → 濮阳站,,0.21929489312989234
S082,九江-赣州成品油管道,南昌,吉安长塘,2045,240.0,122.24706406148613,1222470.6406148612,0.5093627669228589,中负荷,122.24706406148613,1222470.6406148612,0.5093627669228589,中负荷,3,3,2016,南昌分输泵站 → 吉安长塘站,,0.21929489312989234
S115,鲁皖一期管道,枣庄,徐州,2045,655.0,121.99565280166689,1219956.5280166687,0.18625290504071282,低负荷,121.99565280166689,1219956.5280166687,0.18625290504071282,低负荷,2,2,2005,枣庄站 → 徐州站,,0.21929489312989234
S070,荆门-襄阳成品油管道,荆门,襄阳,2045,350.0,115.67314247377838,1156731.424737784,0.33049469278222393,低负荷,115.67314247377838,1156731.424737784,0.33049469278222393,低负荷,1,1,2019,湖北荆门 → 湖北襄阳,,0.21929489312989234
S067,珠三角成品油管网,惠州,梅州,2045,120.0,114.85431440158467,1148543.1440158465,0.9571192866798722,高负荷,114.85431440158467,1148543.1440158465,0.9571192866798722,高负荷,1,1,2015,惠州 → 梅州,,0.21929489312989234
S095,苏北成品油管道,南京(扬子,泰州(泰州,2045,545.0,111.7251606744975,1117251.606744975,0.20500029481559176,低负荷,111.7251606744975,1117251.606744975,0.20500029481559176,低负荷,1,1,2015,江苏南京(扬子首站) → 江苏泰州(泰州末站),,0.21929489312989234
S054,西南成品油管网（南线）,南宁,长坡,2045,800.0,111.24220471455466,1112422.0471455466,0.13905275589319332,低负荷,142.86383525796407,1428638.3525796407,0.17857979407245508,低负荷,3,4,2012,南宁 → 长坡,,0.21929489312989234
S104,甬台温成品油管道,宁海,临海,2045,460.0,111.06677653360126,1110667.7653360127,0.24144951420348099,低负荷,111.06677653360126,1110667.7653360127,0.24144951420348099,低负荷,3,3,2018,宁海分输站 → 临海分输泵站,,0.21929489312989234
S075,长岭-郴州成品油管道,长沙,湘潭,2045,385.0,100.43066512874562,1004306.6512874562,0.2608588704642743,低负荷,196.3338560568263,1963338.560568263,0.5099580676800683,中负荷,4,6,2014,长沙站 → 湘潭站,,0.21929489312989234
S083,九江-赣州成品油管道,吉安长塘,樟树,2045,274.0,99.86064359471261,998606.435947126,0.364454903630338,低负荷,99.86064359471261,998606.435947126,0.364454903630338,低负荷,2,2,2016,吉安长塘站 → 樟树站,,0.21929489312989234
S124,鲁皖二期管道（汤郑支线）,汤阴,新乡,2045,820.0,99.04058870592443,990405.8870592446,0.12078120573893224,低负荷,838.7191943784778,8387191.943784777,1.022828285827412,超过设计输量,2,14,2010,汤阴站 → 新乡站,,0.21929489312989234
S099,浙赣成品油管道,算山,龙游,2045,760.0,98.40346262158181,984034.626215818,0.12947824029155502,低负荷,147.5948551318983,1475948.5513189828,0.19420375675249776,低负荷,2,3,2013,算山首站/浙江宁波 → 龙游,,0.21929489312989234
S016,大港-济南-枣庄成品油管道,大港,沧州,2045,285.0,94.51062442544598,945106.2442544597,0.33161622605419644,低负荷,1430.9192075483816,14309192.075483814,5.020769149292567,超过设计输量,6,36,2007,大港首站 → 沧州清管站,,0.21929489312989234
S040,云南成品油管网（安曲线）,安宁,寻甸,2045,323.0,87.3280418135374,873280.418135374,0.2703654545310755,低负荷,87.3280418135374,873280.418135374,0.2703654545310755,低负荷,3,3,2017,安宁 → 寻甸,,0.21929489312989234
S041,云南成品油管网（安曲线）,寻甸,曲靖,2045,155.0,87.3280418135374,873280.418135374,0.5634067213776606,中负荷,87.3280418135374,873280.418135374,0.5634067213776606,中负荷,1,1,2017,寻甸 → 曲靖,,0.21929489312989234
S048,西南成品油管网（北线）,贵阳,曲靖,2045,800.0,87.3280418135374,873280.418135374,0.10916005226692174,低负荷,87.3280418135374,873280.418135374,0.10916005226692174,低负荷,1,1,2005,贵阳 → 曲靖,,0.21929489312989234
S057,西南成品油管网（南线）,长坡,曲靖,2045,800.0,87.3280418135374,873280.418135374,0.10916005226692174,低负荷,87.3280418135374,873280.418135374,0.10916005226692174,低负荷,1,1,2012,长坡 → 曲靖,,0.21929489312989234
S076,长岭-郴州成品油管道,湘潭,衡阳,2045,220.0,87.094448982679,870944.4898267899,0.39588385901217726,低负荷,87.094448982679,870944.4898267899,0.39588385901217726,低负荷,3,3,2014,湘潭站 → 衡阳站,,0.21929489312989234
S077,长岭-郴州成品油管道,衡阳,耒阳,2045,136.0,87.094448982679,870944.4898267899,0.6404003601667574,中负荷,87.094448982679,870944.4898267899,0.6404003601667574,中负荷,2,2,2014,衡阳站 → 耒阳站,,0.21929489312989234
S089,安庆-亳州成品油管道,阜阳,亳州,2045,140.0,86.49637368107344,864963.7368107344,0.617831240579096,中负荷,86.49637368107344,864963.7368107344,0.617831240579096,中负荷,1,1,2016,安徽阜阳 → 安徽亳州,,0.21929489312989234
S123,鲁皖二期管道（西线）,濮阳,汤阴,2045,820.0,84.0698996078134,840698.9960781339,0.10252426781440659,低负荷,1074.9185499466587,10749185.499466585,1.3108762804227545,超过设计输量,1,22,2009,濮阳站 → 汤阴站,,0.21929489312989234
S129,石太管道,石家庄,高庄,2045,820.0,84.01377889071553,840137.7889071553,0.10245582791550674,低负荷,84.01377889071553,840137.7889071553,0.10245582791550674,低负荷,4,4,2007,石家庄 → 高庄,,0.21929489312989234
S130,石太管道,高庄,阳泉,2045,820.0,84.01377889071553,840137.7889071553,0.10245582791550674,低负荷,84.01377889071553,840137.7889071553,0.10245582791550674,低负荷,3,3,2007,高庄 → 阳泉,,0.21929489312989234
S015,兰郑长成品油管道,武汉,长沙,2045,500.0,83.34683534291881,833468.3534291881,0.16669367068583762,低负荷,279.6806913997451,2796806.9139974513,0.5593613827994902,中负荷,1,7,2009,武汉 → 长沙,,0.21929489312989234
S017,大港-济南-枣庄成品油管道,沧州,德州,2045,285.0,82.43445193415137,824344.5193415137,0.28924369099702235,低负荷,1418.843035057087,14188430.350570869,4.978396614235393,超过设计输量,5,35,2007,沧州清管站 → 德州分输泵站,,0.21929489312989234
S105,甬台温成品油管道,临海,灵昆,2045,460.0,78.66927595813995,786692.7595813996,0.1710201651263912,低负荷,78.66927595813995,786692.7595813996,0.1710201651263912,低负荷,2,2,2018,临海分输泵站 → 灵昆分输站,,0.21929489312989234
S079,湘娄支线,湘潭,娄底,2045,250.0,75.77568182562531,757756.8182562533,0.30310272730250126,低负荷,75.77568182562531,757756.8182562533,0.30310272730250126,低负荷,1,1,2014,湖南湘潭 → 湖南娄底,,0.21929489312989234
S131,石太管道,阳泉,晋中,2045,820.0,74.68319086883503,746831.9086883502,0.09107706203516466,低负荷,74.68319086883503,746831.9086883502,0.09107706203516466,低负荷,2,2,2007,阳泉 → 晋中,,0.21929489312989234
S126,鲁皖二期管道（汤石支线）,汤阴,邯郸,2045,820.0,68.1156770696518,681156.770696518,0.08306789886542902,低负荷,891.8080616329206,8918080.616329206,1.0875708068694154,超过设计输量,3,20,2009,汤阴站 → 邯郸站,,0.21929489312989234
S090,安庆-合肥成品油管道,安庆,合肥,2045,120.0,66.3284018172905,663284.018172905,0.5527366818107542,中负荷,303.8920174197101,3038920.174197101,2.5324334784975844,超过设计输量,1,6,2007,安徽安庆 → 安徽合肥,,0.21929489312989234
S097,苏北成品油管道,南京(扬子,盐城(盐城,2045,545.0,64.32231754836612,643223.1754836612,0.11802260100617636,低负荷,64.32231754836612,643223.1754836612,0.11802260100617636,低负荷,1,1,2015,江苏南京(扬子首站) → 江苏盐城(盐城末站),,0.21929489312989234
S132,石太管道,晋中,太原,2045,820.0,63.30203222260926,633020.3222260926,0.07719760027147471,低负荷,63.30203222260926,633020.3222260926,0.07719760027147471,低负荷,1,1,2007,晋中 → 太原,,0.21929489312989234
S068,武汉-信阳成品油管道,武汉,信阳,2045,,60.790591261656196,607905.912616562,,无设计输量,60.790591261656196,607905.912616562,,无设计输量,1,1,2013,湖北武汉 → 河南信阳,,0.21929489312989234
S138,驻信管道,驻马店,信阳,2045,820.0,60.790591261656196,607905.912616562,0.07413486739226366,低负荷,60.790591261656196,607905.912616562,0.07413486739226366,低负荷,1,1,2013,驻马店 → 信阳,,0.21929489312989234
S018,大港-济南-枣庄成品油管道,德州,济南,2045,285.0,59.883272877097134,598832.7287709714,0.21011674693718294,低负荷,1396.2918560000326,13962918.560000326,4.899269670175553,超过设计输量,4,34,2007,德州分输泵站 → 济南分输站,,0.21929489312989234
S101,浙赣成品油管道,诸暨,桐庐,2045,135.0,58.29840134660981,582984.013466098,0.4318400099748875,低负荷,58.29840134660981,582984.013466098,0.4318400099748875,低负荷,1,1,2013,诸暨 → 桐庐,,0.21929489312989234
S038,云南成品油管网（安蒙线）,安宁,玉溪,2045,225.0,56.56152957646522,565615.2957646522,0.251384575895401,低负荷,56.56152957646522,565615.2957646522,0.251384575895401,低负荷,2,2,2017,安宁 → 玉溪,,0.21929489312989234
S116,鲁皖一期管道,徐州,宿州,2045,655.0,55.62963138622415,556296.3138622415,0.08493073494080022,低负荷,55.62963138622415,556296.3138622415,0.08493073494080022,低负荷,1,1,2005,徐州站 → 宿州站,,0.21929489312989234
S036,云南成品油管网（安保线）,安宁,大理,2045,173.0,55.535793444426666,555357.9344442667,0.3210161470776108,低负荷,55.535793444426666,555357.9344442667,0.3210161470776108,低负荷,2,2,2017,安宁 → 大理,,0.21929489312989234
S044,钦南柳成品油管道,南宁,柳州,2045,300.0,55.23139804473163,552313.9804473163,0.18410466014910543,低负荷,345.1972847784671,3451972.847784671,1.1506576159282238,超过设计输量,1,6,2018,南宁 → 柳州,,0.21929489312989234
S085,上饶-樟树成品油管道,上饶,樟树,2045,,50.669251084396144,506692.5108439613,,无设计输量,99.86064359471261,998606.435947126,,无设计输量,1,2,2016,江西上饶 → 江西樟树,,0.21929489312989234
S100,浙赣成品油管道,龙游,樟树,2045,450.0,50.669251084396144,506692.5108439613,0.11259833574310255,低负荷,99.86064359471261,998606.435947126,0.22191254132158358,低负荷,1,2,2013,龙游 → 樟树末站/江西樟树,,0.21929489312989234
S030,抚顺-锦州-郑州成品油管道,固安,保定,2045,800.0,49.892097383980094,498920.9738398009,0.06236512172997512,低负荷,918.7595256066244,9187595.256066242,1.1484494070082805,超过设计输量,3,21,2018,固安 → 保定,,0.21929489312989234
S084,九江-赣州成品油管道,樟树,赣州,2045,170.0,49.191392510316476,491913.92510316474,0.2893611324136263,低负荷,49.191392510316476,491913.92510316474,0.2893611324136263,低负荷,1,1,2016,樟树站 → 赣州末站,,0.21929489312989234
S052,西南成品油管网（北线）,柳州,桂林,2045,600.0,46.999536657676735,469995.36657676735,0.07833256109612789,低负荷,46.999536657676735,469995.36657676735,0.07833256109612789,低负荷,1,1,2016,柳州 → 桂林,,0.21929489312989234
S137,洛驻管道,漯河,驻马店,2045,820.0,46.25230777084672,462523.07770846714,0.056405253379081366,低负荷,107.04289903250292,1070428.990325029,0.13054012077134503,低负荷,1,2,2007,漯河 → 驻马店,,0.21929489312989234
