管段ID,管道名称,起点节点,终点节点,年份,设计输量_万吨年,同管道运输任务_万吨,同管道运输任务_t,同管道利用率,同管道负荷等级,全网连通运输任务_万吨,全网连通运输任务_t,全网连通利用率,全网连通负荷等级,同管道下游节点数,全网下游节点数,投产年份,管段方向,端点补齐说明,管输折算系数
S124,鲁皖二期管道（汤郑支线）,汤阴,新乡,2030,820.0,96.0205228629709,960205.2286297092,0.11709819861337915,低负荷,1015.2949351561078,10152949.351561079,1.2381645550684242,超过设计输量,2,14,2010,汤阴站 → 新乡站,,0.21929489312989234
S097,苏北成品油管道,南京(扬子,盐城(盐城,2030,545.0,93.08857769961519,930885.7769961519,0.17080472972406457,低负荷,93.08857769961519,930885.7769961519,0.17080472972406457,低负荷,1,1,2015,江苏南京(扬子首站) → 江苏盐城(盐城末站),,0.21929489312989234
S126,鲁皖二期管道（汤石支线）,汤阴,邯郸,2030,820.0,89.59340066549747,895934.0066549748,0.1092602447140213,低负荷,1120.5559877821192,11205559.87782119,1.3665316924172186,超过设计输量,3,20,2009,汤阴站 → 邯郸站,,0.21929489312989234
S089,安庆-亳州成品油管道,阜阳,亳州,2030,140.0,89.0565633726741,890565.6337267411,0.636118309804815,中负荷,89.0565633726741,890565.6337267411,0.636118309804815,中负荷,1,1,2016,安徽阜阳 → 安徽亳州,,0.21929489312989234
S123,鲁皖二期管道（西线）,濮阳,汤阴,2030,820.0,84.90290861950596,849029.0861950598,0.10354013246281216,低负荷,1301.4794192645961,13014794.19264596,1.5871700234934099,超过设计输量,1,22,2009,濮阳站 → 汤阴站,,0.21929489312989234
S044,钦南柳成品油管道,南宁,柳州,2030,300.0,84.39612296846092,843961.2296846091,0.2813204098948697,低负荷,539.8923786762201,5398923.786762201,1.799641262254067,超过设计输量,1,6,2018,南宁 → 柳州,,0.21929489312989234
S132,石太管道,晋中,太原,2030,820.0,84.0776157072108,840776.1570721079,0.10253367769172049,低负荷,84.0776157072108,840776.1570721079,0.10253367769172049,低负荷,1,1,2007,晋中 → 太原,,0.21929489312989234
S090,安庆-合肥成品油管道,安庆,合肥,2030,120.0,73.4365715713927,734365.715713927,0.6119714297616059,中负荷,337.10360093055544,3371036.009305555,2.8091966744212953,超过设计输量,1,6,2007,安徽安庆 → 安徽合肥,,0.21929489312989234
S052,西南成品油管网（北线）,柳州,桂林,2030,600.0,71.23078018378143,712307.8018378143,0.11871796697296906,低负荷,71.23078018378143,712307.8018378143,0.11871796697296906,低负荷,1,1,2016,柳州 → 桂林,,0.21929489312989234
S018,大港-济南-枣庄成品油管道,德州,济南,2030,285.0,70.82166989206792,708216.698920679,0.24849708734058917,低负荷,1697.8304255894673,16978304.255894672,5.957299738910412,超过设计输量,4,34,2007,德州分输泵站 → 济南分输站,,0.21929489312989234
S085,上饶-樟树成品油管道,上饶,樟树,2030,,66.82689275553636,668268.9275553636,,无设计输量,133.62156860347844,1336215.6860347844,,无设计输量,1,2,2016,江西上饶 → 江西樟树,,0.21929489312989234
S100,浙赣成品油管道,龙游,樟树,2030,450.0,66.82689275553636,668268.9275553636,0.14850420612341414,低负荷,133.62156860347844,1336215.6860347844,0.29693681911884096,低负荷,1,2,2013,龙游 → 樟树末站/江西樟树,,0.21929489312989234
S084,九江-赣州成品油管道,樟树,赣州,2030,170.0,66.79467584794209,667946.7584794209,0.3929098579290711,低负荷,66.79467584794209,667946.7584794209,0.3929098579290711,低负荷,1,1,2016,樟树站 → 赣州末站,,0.21929489312989234
S030,抚顺-锦州-郑州成品油管道,固安,保定,2030,800.0,66.28302652381751,662830.265238175,0.08285378315477189,低负荷,1156.357139990917,11563571.39990917,1.4454464249886463,超过设计输量,3,21,2018,固安 → 保定,,0.21929489312989234
S039,云南成品油管网（安蒙线）,玉溪,蒙自,2030,115.0,65.77428464654874,657742.8464654875,0.5719503012743369,中负荷,65.77428464654874,657742.8464654875,0.5719503012743369,中负荷,1,1,2017,玉溪 → 蒙自,,0.21929489312989234
S116,鲁皖一期管道,徐州,宿州,2030,655.0,64.95969269029497,649596.9269029497,0.09917510334396179,低负荷,64.95969269029497,649596.9269029497,0.09917510334396179,低负荷,1,1,2005,徐州站 → 宿州站,,0.21929489312989234
S037,云南成品油管网（安保线）,大理,保山,2030,57.0,62.89900973637569,628990.0973637569,1.103491398883784,超过设计输量,62.89900973637569,628990.0973637569,1.103491398883784,超过设计输量,1,1,2017,大理 → 保山,,0.21929489312989234
S118,鲁皖一期管道,枣庄,临沂,2030,655.0,61.73572009490602,617357.2009490603,0.09425300777848247,低负荷,61.73572009490602,617357.2009490603,0.09425300777848247,低负荷,1,1,2005,枣庄站 → 临沂站,,0.21929489312989234
S127,鲁皖二期管道（汤石支线）,邯郸,邢台,2030,820.0,59.111526350477874,591115.2635047788,0.07208722725668033,低负荷,170.7997011739626,1707997.011739626,0.20829231850483243,低负荷,2,6,2009,邯郸站 → 邢台站,,0.21929489312989234
S068,武汉-信阳成品油管道,武汉,信阳,2030,,59.0236008546001,590236.008546001,,无设计输量,59.0236008546001,590236.008546001,,无设计输量,1,1,2013,湖北武汉 → 河南信阳,,0.21929489312989234
S138,驻信管道,驻马店,信阳,2030,820.0,59.0236008546001,590236.008546001,0.07198000104219524,低负荷,59.0236008546001,590236.008546001,0.07198000104219524,低负荷,1,1,2013,驻马店 → 信阳,,0.21929489312989234
S059,珠三角成品油管网,茂名,江门,2030,550.0,56.442426903432015,564424.2690343201,0.10262259436987639,低负荷,56.442426903432015,564424.2690343201,0.10262259436987639,低负荷,1,1,2006,茂名 → 江门,,0.21929489312989234
S107,福建成品油管道（北线）,泉港,兴闽,2030,220.0,54.60912281994917,546091.2281994917,0.2482232855452235,低负荷,54.60912281994917,546091.2281994917,0.2482232855452235,低负荷,1,1,2010,泉港首站/福建泉州 → 兴闽末站/福建福州,,0.21929489312989234
S071,荆门-荆州成品油管道,荆门,荆州,2030,150.0,54.0177499010948,540177.499010948,0.36011833267396537,低负荷,54.0177499010948,540177.499010948,0.36011833267396537,低负荷,1,1,2003,湖北荆门 → 湖北荆州,,0.21929489312989234
S119,鲁皖二期管道（东线）,青岛,潍坊,2030,820.0,53.53596608012509,535359.660801251,0.06528776351234768,低负荷,1723.4178688870434,17234178.688870437,2.101729108398833,超过设计输量,2,35,2008,青岛站 → 潍坊站,,0.21929489312989234
S078,长岭-郴州成品油管道,耒阳,郴州,2030,100.0,49.80214300994622,498021.43009946216,0.4980214300994622,低负荷,49.80214300994622,498021.43009946216,0.4980214300994622,低负荷,1,1,2014,耒阳站 → 郴州站,,0.21929489312989234
S034,兰成渝成品油管道,兰州,成都,2030,700.0,48.88335270140601,488833.52701406006,0.06983336100200858,低负荷,48.88335270140601,488833.52701406006,0.06983336100200858,低负荷,2,2,2002,兰州 → 成都,,0.21929489312989234
S055,西南成品油管网（南线）,长坡,大理,2030,800.0,46.89104980487729,468910.4980487728,0.05861381225609661,低负荷,109.79005954125299,1097900.5954125298,0.13723757442656623,低负荷,1,2,2012,长坡 → 大理,,0.21929489312989234
S137,洛驻管道,漯河,驻马店,2030,820.0,45.17566143540678,451756.61435406783,0.055092270043179,低负荷,104.19926229000687,1041992.6229000688,0.12707227108537422,低负荷,1,2,2007,漯河 → 驻马店,,0.21929489312989234
S019,大港-济南-枣庄成品油管道,济南,济南,2030,285.0,42.87314710951886,428731.47109518864,0.1504320951211188,低负荷,1669.8819028069183,16698819.028069183,5.859234746690942,超过设计输量,3,33,2007,济南分输站 → 济南清管站,,0.21929489312989234
S020,大港-济南-枣庄成品油管道,济南,兖州,2030,285.0,42.87314710951886,428731.47109518864,0.1504320951211188,低负荷,264.9635574779496,2649635.5747794965,0.9296966929050864,高负荷,3,6,2007,济南清管站 → 兖州分输站,,0.21929489312989234
S128,鲁皖二期管道（汤石支线）,邢台,石家庄,2030,820.0,42.33192260505177,423319.22605051775,0.05162429585981924,低负荷,154.0200974285365,1540200.974285365,0.18782938710797134,低负荷,1,5,2009,邢台站 → 石家庄站,,0.21929489312989234
S092,淮蚌支线,淮南,蚌埠,2030,80.0,37.088122125078314,370881.2212507831,0.4636015265634789,低负荷,37.088122125078314,370881.2212507831,0.4636015265634789,低负荷,1,1,2016,安徽淮南 → 安徽蚌埠,,0.21929489312989234
S108,福建成品油管道（南线）,泉港,东孚,2030,380.0,35.275755257671776,352757.55257671775,0.09283093488860994,低负荷,35.275755257671776,352757.55257671775,0.09283093488860994,低负荷,1,1,2013,泉港首站/福建泉州 → 东孚末站/福建厦门,,0.21929489312989234
S031,抚顺-锦州-郑州成品油管道,保定,邯郸,2030,1100.0,30.481874315019592,304818.7431501959,0.027710794831835993,低负荷,1120.5559877821192,11205559.87782119,1.0186872616201084,超过设计输量,2,20,2018,保定 → 邯郸,,0.21929489312989234
S091,合六支线,合肥,六安,2030,140.0,28.6348279335089,286348.279335089,0.2045344852393493,低负荷,28.6348279335089,286348.279335089,0.2045344852393493,低负荷,1,1,2019,安徽合肥 → 安徽六安,,0.21929489312989234
S080,湘株支线,湘潭,株洲,2030,350.0,28.47082528743954,284708.25287439534,0.08134521510697011,低负荷,28.47082528743954,284708.25287439534,0.08134521510697011,低负荷,1,1,2008,湖南湘潭 → 湖南株洲,,0.21929489312989234
S120,鲁皖二期管道（东线）,潍坊,济南,2030,820.0,27.94852278254905,279485.22782549047,0.03408356436896225,低负荷,1697.8304255894673,16978304.255894672,2.070524909255448,超过设计输量,1,34,2008,潍坊站 → 济南站,,0.21929489312989234
S093,浙苏成品油管道,嘉兴(陈山,湖州(湖州,2030,510.0,24.376254329765473,243762.54329765472,0.047796577117187204,低负荷,24.376254329765473,243762.54329765472,0.047796577117187204,低负荷,1,1,2007,浙江嘉兴(陈山首站) → 浙江湖州(湖州末站),,0.21929489312989234
S022,大港-济南-枣庄成品油管道,兖州,肥城,2030,285.0,15.621867754326976,156218.67754326976,0.05481357106781395,低负荷,237.7122781227578,2377122.781227578,0.8340781688517818,高负荷,2,5,2007,兖州分输站 → 肥城分输泵站,,0.21929489312989234
S023,大港-济南-枣庄成品油管道,肥城,枣庄,2030,285.0,15.621867754326976,156218.67754326976,0.05481357106781395,低负荷,237.7122781227578,2377122.781227578,0.8340781688517818,高负荷,1,4,2007,肥城分输泵站 → 枣庄末站,,0.21929489312989234
S024,呼和浩特-包头-鄂尔多斯成品油管道,呼和浩特,包头,2030,200.0,13.291003194322029,132910.0319432203,0.06645501597161015,低负荷,13.291003194322029,132910.0319432203,0.06645501597161015,低负荷,2,2,2014,呼和浩特 → 包头,,0.21929489312989234
S025,呼和浩特-包头-鄂尔多斯成品油管道,包头,鄂尔多斯,2030,200.0,9.091151675783658,90911.51675783658,0.04545575837891829,低负荷,9.091151675783658,90911.51675783658,0.04545575837891829,低负荷,1,1,2014,包头 → 鄂尔多斯,,0.21929489312989234
S033,吉林石化-长春成品油管道,吉林,长春,2030,245.0,8.231784681826207,82317.84681826207,0.03359912115031105,低负荷,8.231784681826207,82317.84681826207,0.03359912115031105,低负荷,1,1,2014,吉林 → 长春,,0.21929489312989234
S001,西部成品油管道,乌鲁木齐,哈密,2030,1000.0,6.556909200611032,65569.09200611032,0.006556909200611032,低负荷,1156.0990413188656,11560990.413188657,1.1560990413188657,超过设计输量,6,22,2006,乌鲁木齐首站 → 哈密站,,0.21929489312989234
S002,西部成品油管道,哈密,柳园,2030,1000.0,6.556909200611032,65569.09200611032,0.006556909200611032,低负荷,1156.0990413188656,11560990.413188657,1.1560990413188657,超过设计输量,5,21,2006,哈密站 → 柳园站,,0.21929489312989234
S003,西部成品油管道,柳园,酒泉,2030,1000.0,6.500430217813657,65004.30217813657,0.006500430217813657,低负荷,1156.0425623360684,11560425.623360682,1.1560425623360684,超过设计输量,4,20,2006,柳园站 → 酒泉站,,0.21929489312989234
S004,西部成品油管道,酒泉,张掖,2030,1000.0,6.500430217813657,65004.30217813657,0.006500430217813657,低负荷,1156.0425623360684,11560425.623360682,1.1560425623360684,超过设计输量,3,19,2006,酒泉站 → 张掖站,,0.21929489312989234
S005,西部成品油管道,张掖,武威,2030,1000.0,6.450291759260366,64502.917592603655,0.006450291759260366,低负荷,1155.992423877515,11559924.23877515,1.155992423877515,超过设计输量,2,18,2006,张掖站 → 武威站,,0.21929489312989234
S006,西部成品油管道,武威,兰州,2030,1000.0,2.1491401853797716,21491.401853797714,0.0021491401853797718,低负荷,1151.6912723036344,11516912.723036343,1.1516912723036343,超过设计输量,1,17,2006,武威站 → 兰州末站,,0.21929489312989234
S021,银巴线,银川,巴彦淖尔,2030,240.0,1.737045088419764,17370.450884197635,0.007237687868415683,低负荷,1.737045088419764,17370.450884197635,0.007237687868415683,低负荷,1,1,2017,银川 → 巴音淖尔,,0.21929489312989234
S007,独山子-703泵站-乌鲁木齐成品油管道,独山子,703,2030,100.0,0.0,0.0,0.0,低负荷,1156.0990413188656,11560990.413188657,11.560990413188655,超过设计输量,2,24,1998,独山子 → 703泵站,,0.21929489312989234
S008,独山子-703泵站-乌鲁木齐成品油管道,703,乌鲁木齐,2030,100.0,0.0,0.0,0.0,低负荷,1156.0990413188656,11560990.413188657,11.560990413188655,超过设计输量,1,23,1998,703泵站 → 乌鲁木齐,,0.21929489312989234
S009,独山子-乌鲁木齐成品油管道,独山子,王家沟,2030,520.0,0.0,0.0,0.0,低负荷,0.0,0.0,0.0,低负荷,1,1,2004,独山子 → 王家沟,,0.21929489312989234
S010,克拉玛依-乌鲁木齐成品油管道,克拉玛依,王家沟,2030,160.0,0.0,0.0,0.0,低负荷,0.0,0.0,0.0,低负荷,1,1,1996,克拉玛依 → 王家沟首站,,0.21929489312989234
S011,克拉玛依-乌鲁木齐成品油管道（复线）,克拉玛依,王家沟,2030,400.0,0.0,0.0,0.0,低负荷,0.0,0.0,0.0,低负荷,1,1,2009,克拉玛依 → 王家沟首站,,0.21929489312989234
S032,抚顺-锦州-郑州成品油管道,邯郸,郑州,2030,800.0,0.0,0.0,0.0,低负荷,919.2744122931368,9192744.122931369,1.149093015366421,超过设计输量,1,13,2018,邯郸 → 郑州,,0.21929489312989234
S035,兰成渝成品油管道,成都,重庆,2030,350.0,0.0,0.0,0.0,低负荷,0.0,0.0,0.0,低负荷,1,1,2002,成都 → 重庆,,0.21929489312989234
S042,云南成品油管网（安曲线）,寻甸,昆明,2030,168.0,0.0,0.0,0.0,低负荷,0.0,0.0,0.0,低负荷,1,1,2017,寻甸 → 昆明,,0.21929489312989234
S049,西南成品油管网（北线）,江津,重庆,2030,800.0,0.0,0.0,0.0,低负荷,0.0,0.0,0.0,低负荷,1,1,2005,江津 → 重庆,,0.21929489312989234
S050,西南成品油管网（北线）,柳州,柳库,2030,500.0,0.0,0.0,0.0,低负荷,0.0,0.0,0.0,低负荷,1,1,2006,柳州 → 柳库,,0.21929489312989234
S051,西南成品油管网（北线）,贵阳,简阳,2030,600.0,0.0,0.0,0.0,低负荷,0.0,0.0,0.0,低负荷,1,1,2016,贵阳 → 简阳,,0.21929489312989234
S056,西南成品油管网（南线）,南宁,黎塘,2030,800.0,0.0,0.0,0.0,低负荷,0.0,0.0,0.0,低负荷,1,1,2012,南宁 → 黎塘,,0.21929489312989234
S058,西南成品油管网（南线）,秋田冲,昆东,2030,800.0,0.0,0.0,0.0,低负荷,0.0,0.0,0.0,低负荷,1,1,2012,秋田冲 → 昆东,,0.21929489312989234
S060,珠三角成品油管网,南沙,南海,2030,250.0,0.0,0.0,0.0,低负荷,0.0,0.0,0.0,低负荷,1,1,2006,南沙 → 南海,,0.21929489312989234
S061,珠三角成品油管网,三水,花都,2030,250.0,0.0,0.0,0.0,低负荷,0.0,0.0,0.0,低负荷,1,1,2006,三水 → 花都,,0.21929489312989234
S062,珠三角成品油管网,南沙,斗门,2030,100.0,0.0,0.0,0.0,低负荷,0.0,0.0,0.0,低负荷,1,1,2006,南沙 → 斗门,,0.21929489312989234
S063,珠三角成品油管网,北沙,珠海,2030,100.0,0.0,0.0,0.0,低负荷,0.0,0.0,0.0,低负荷,1,1,2006,北沙 → 珠海,,0.21929489312989234
S066,珠三角成品油管网,大鹏湾,妈湾,2030,250.0,0.0,0.0,0.0,低负荷,0.0,0.0,0.0,低负荷,1,1,2006,大鹏湾 → 妈湾,,0.21929489312989234
S069,156支线,广水,广水武胜关镇,2030,10.0,0.0,0.0,0.0,低负荷,0.0,0.0,0.0,低负荷,1,1,2014,湖北广水 → 湖北广水武胜关镇,,0.21929489312989234
S096,苏北成品油管道,南京(扬子,徐州(新沂,2030,545.0,0.0,0.0,0.0,低负荷,0.0,0.0,0.0,低负荷,1,1,2015,江苏南京(扬子首站) → 江苏徐州(新沂末站),,0.21929489312989234
S102,绍杭成品油管道,绍兴,萧山,2030,500.0,0.0,0.0,0.0,低负荷,0.0,0.0,0.0,低负荷,1,1,2016,绍兴首站/浙江绍兴 → 萧山站/浙江萧山,,0.21929489312989234
S106,甬台温成品油管道,灵昆,瑞安,2030,460.0,0.0,0.0,0.0,低负荷,0.0,0.0,0.0,低负荷,1,1,2018,灵昆分输站 → 瑞安末站/浙江温州,,0.21929489312989234
S109,福建成品油管道（南线）,泉港,石湖山,2030,380.0,0.0,0.0,0.0,低负荷,0.0,0.0,0.0,低负荷,1,1,2013,泉港首站/福建泉州 → 石湖山末站/福建厦门,,0.21929489312989234
S117,鲁皖一期管道,曲阜,济宁,2030,655.0,0.0,0.0,0.0,低负荷,0.0,0.0,0.0,低负荷,1,1,2005,曲阜站 → 济宁站,,0.21929489312989234
S125,鲁皖二期管道（汤郑支线）,新乡,郑州,2030,820.0,0.0,0.0,0.0,低负荷,919.2744122931368,9192744.122931369,1.121066356455045,超过设计输量,1,13,2010,新乡站 → 郑州站,,0.21929489312989234
S139,南武管道,南疆(天津,武清,2030,155.0,0.0,0.0,0.0,低负荷,0.0,0.0,0.0,低负荷,1,1,2018,南疆(天津) → 武清,,0.21929489312989234
S140,格拉成品油管道,格尔木,拉萨,2030,130.0,0.0,0.0,0.0,低负荷,0.0,0.0,0.0,低负荷,1,1,1976,格尔木 → 拉萨,,0.21929489312989234
S045,西南成品油管网（北线）,湛江,茂名,2035,500.0,607.86062593619,6078606.2593619,1.21572125187238,超过设计输量,660.4261972341841,6604261.972341841,1.320852394468368,超过设计输量,7,8,2006,湛江 → 茂名,,0.21929489312989234
S046,西南成品油管网（北线）,茂名,柳州,2035,800.0,501.0217299673464,5010217.299673464,0.626277162459183,中负荷,501.0217299673464,5010217.299673464,0.626277162459183,中负荷,6,6,2005,茂名 → 柳州,,0.21929489312989234
S012,兰郑长成品油管道,兰州,咸阳,2035,1000.0,460.5702205496186,4605702.205496186,0.4605702205496186,低负荷,975.0355257562602,9750355.257562602,0.9750355257562602,高负荷,4,14,2009,兰州 → 咸阳,,0.21929489312989234
S026,抚顺-锦州-郑州成品油管道,抚顺,辽阳,2035,600.0,442.9658257637899,4429658.257637898,0.7382763762729831,中负荷,1415.7073301909086,14157073.301909084,2.3595122169848475,超过设计输量,7,25,2018,抚顺 → 辽阳,,0.21929489312989234
S027,抚顺-锦州-郑州成品油管道,辽阳,辽河,2035,600.0,439.3525987377382,4393525.987377382,0.7322543312295637,中负荷,1412.094103164857,14120941.031648567,2.353490171941428,超过设计输量,6,24,2018,辽阳 → 辽河,,0.21929489312989234
S028,抚顺-锦州-郑州成品油管道,辽河,锦州,2035,750.0,435.40333198275886,4354033.319827587,0.5805377759770118,中负荷,1408.1448364098774,14081448.364098774,1.877526448546503,超过设计输量,5,23,2018,辽河 → 锦州,,0.21929489312989234
S029,抚顺-锦州-郑州成品油管道,锦州,固安,2035,1300.0,419.4873012596177,4194873.012596177,0.32268253943047515,低负荷,1392.2288056867365,13922288.056867363,1.0709452351436435,超过设计输量,4,22,2018,锦州 → 固安,,0.21929489312989234
S133,洛驻管道,洛阳,巩义,2035,820.0,417.6124036811915,4176124.036811915,0.5092834191234042,中负荷,968.1101957785427,9681101.957785426,1.1806221899738325,超过设计输量,5,14,2007,洛阳 → 巩义,,0.21929489312989234
S094,浙苏成品油管道,嘉兴(陈山,苏州(苏州,2035,510.0,385.57729216719724,3855772.921671972,0.7560339062101906,中负荷,385.57729216719724,3855772.921671972,0.7560339062101906,中负荷,1,1,2007,浙江嘉兴(陈山首站) → 江苏苏州(苏州末站),,0.21929489312989234
S098,苏南成品油管道,南京(南京,苏州(苏州,2035,580.0,385.57729216719724,3855772.921671972,0.6647884347710298,中负荷,385.57729216719724,3855772.921671972,0.6647884347710298,中负荷,1,1,2010,江苏南京(南京首站) → 江苏苏州(苏州末站),,0.21929489312989234
S053,西南成品油管网（南线）,东海岛,南宁,2035,800.0,357.3767564829838,3573767.5648298375,0.44672094560372977,低负荷,771.2684237998826,7712684.237998826,0.9640855297498533,高负荷,5,11,2012,东海岛 → 南宁,,0.21929489312989234
S047,西南成品油管网（北线）,柳州,贵阳,2035,800.0,349.79441777301776,3497944.177730178,0.4372430222162722,低负荷,349.79441777301776,3497944.177730178,0.4372430222162722,低负荷,3,3,2005,柳州 → 贵阳,,0.21929489312989234
S110,鲁皖一期管道,齐鲁,淄博,2035,655.0,302.5334918370818,3025334.918370818,0.46188319364439967,低负荷,1595.7952310211476,15957952.310211476,2.4363285969788513,超过设计输量,9,35,2005,齐鲁站 → 淄博站,,0.21929489312989234
S013,兰郑长成品油管道,咸阳,郑州,2035,1500.0,287.0566200319267,2870566.200319267,0.19137108002128445,低负荷,801.5219252385683,8015219.252385682,0.5343479501590456,中负荷,3,13,2009,咸阳 → 郑州,,0.21929489312989234
S014,兰郑长成品油管道,郑州,武汉,2035,1000.0,287.0566200319267,2870566.200319267,0.28705662003192667,低负荷,550.4977920973511,5504977.920973511,0.5504977920973511,中负荷,2,9,2009,郑州 → 武汉,,0.21929489312989234
S081,九江-赣州成品油管道,九江,南昌,2035,330.0,284.26752253945364,2842675.2253945363,0.8614167349680413,高负荷,284.26752253945364,2842675.2253945363,0.8614167349680413,高负荷,4,4,2016,九江首站 → 南昌分输泵站,,0.21929489312989234
S086,安庆-亳州成品油管道,安庆,合肥,2035,410.0,271.63040410717355,2716304.041071736,0.6625131807492037,中负荷,336.76588265340075,3367658.8265340077,0.8213802015936603,高负荷,4,6,2016,安徽安庆 → 安徽合肥,,0.21929489312989234
S111,鲁皖一期管道,淄博,济南,2035,655.0,261.40585496470766,2614058.5496470765,0.3990929083430651,低负荷,1554.6675941487736,15546675.941487735,2.373538311677517,超过设计输量,8,34,2005,淄博站 → 济南站,,0.21929489312989234
S103,甬台温成品油管道,算山,宁海,2035,460.0,251.14543596765546,2511454.359676555,0.5459683390601205,中负荷,251.14543596765546,2511454.359676555,0.5459683390601205,中负荷,4,4,2018,算山首站/浙江宁波 → 宁海分输站,,0.21929489312989234
S134,洛驻管道,巩义,郑州,2035,820.0,251.0241331412172,2510241.331412172,0.30612699163563073,低负荷,801.5219252385683,8015219.252385682,0.9774657624860589,高负荷,4,13,2007,巩义 → 郑州,,0.21929489312989234
S135,洛驻管道,郑州,许昌,2035,820.0,251.0241331412172,2510241.331412172,0.30612699163563073,低负荷,310.59823908435936,3105982.3908435935,0.3787783403467797,低负荷,3,4,2007,郑州 → 许昌,,0.21929489312989234
S043,钦南柳成品油管道,钦州,南宁,2035,500.0,245.35495207554717,2453549.5207554717,0.49070990415109433,低负荷,771.2684237998826,7712684.237998826,1.5425368475997652,超过设计输量,2,11,2018,钦州 → 南宁,,0.21929489312989234
S112,鲁皖一期管道,济南,泰安,2035,655.0,234.46764261909564,2344676.4261909565,0.3579658665940392,低负荷,234.46764261909564,2344676.4261909565,0.3579658665940392,低负荷,7,7,2005,济南站 → 泰安站,,0.21929489312989234
S064,珠三角成品油管网,黄埔,南沙,2035,300.0,225.11234018695998,2251123.4018695997,0.7503744672898666,中负荷,225.11234018695998,2251123.4018695997,0.7503744672898666,中负荷,3,3,2006,黄埔 → 南沙,,0.21929489312989234
S113,鲁皖一期管道,泰安,曲阜,2035,655.0,213.70639616709673,2137063.9616709673,0.3262693071253385,低负荷,213.70639616709673,2137063.9616709673,0.3262693071253385,低负荷,6,6,2005,泰安站 → 曲阜站,,0.21929489312989234
S114,鲁皖一期管道,曲阜,枣庄,2035,655.0,213.70639616709673,2137063.9616709673,0.3262693071253385,低负荷,213.70639616709673,2137063.9616709673,0.3262693071253385,低负荷,4,4,2005,曲阜站 → 枣庄站,,0.21929489312989234
S072,长岭-郴州成品油管道,长岭,七里山,2035,600.0,207.1261278291738,2071261.2782917381,0.34521021304862304,低负荷,304.9111870238121,3049111.8702381207,0.5081853117063535,中负荷,7,9,2014,长岭库站 → 七里山站,,0.21929489312989234
S065,珠三角成品油管网,黄埔,惠州,2035,350.0,202.10496068307157,2021049.6068307154,0.5774427448087759,中负荷,202.10496068307157,2021049.6068307154,0.5774427448087759,中负荷,2,2,2006,黄埔 → 惠州,,0.21929489312989234
S087,安庆-亳州成品油管道,合肥,淮南,2035,270.0,197.214384731315,1972143.8473131498,0.7304236471530184,中负荷,234.26566362450654,2342656.636245066,0.8676506060166909,高负荷,3,4,2016,安徽合肥 → 安徽淮南,,0.21929489312989234
S054,西南成品油管网（南线）,南宁,长坡,2035,800.0,193.9213119061484,1939213.1190614838,0.24240163988268548,低负荷,255.3404343060617,2553404.343060617,0.3191755428825771,低负荷,3,4,2012,南宁 → 长坡,,0.21929489312989234
S073,长岭-郴州成品油管道,七里山,汨罗,2035,560.0,189.45630290395334,1894563.0290395338,0.3383148266142024,低负荷,287.2413620985916,2872413.6209859164,0.512931003747485,中负荷,6,8,2014,七里山站 → 汨罗站,,0.21929489312989234
S074,长岭-郴州成品油管道,汨罗,长沙,2035,538.0,189.45630290395334,1894563.0290395338,0.352149261903259,低负荷,287.2413620985916,2872413.6209859164,0.5339058775066758,中负荷,5,7,2014,汨罗站 → 长沙站,,0.21929489312989234
S104,甬台温成品油管道,宁海,临海,2035,460.0,173.8088174017234,1738088.174017234,0.3778452552211378,低负荷,173.8088174017234,1738088.174017234,0.3778452552211378,低负荷,3,3,2018,宁海分输站 → 临海分输泵站,,0.21929489312989234
S121,鲁皖二期管道（西线）,济南,聊城,2035,820.0,167.50914431651228,1675091.4431651228,0.20427944428842962,低负荷,1267.312224156935,12673122.241569351,1.545502712386506,超过设计输量,3,24,2009,济南站 → 聊城站,,0.21929489312989234
S082,九江-赣州成品油管道,南昌,吉安长塘,2035,240.0,162.61602371788032,1626160.2371788032,0.677566765491168,中负荷,162.61602371788032,1626160.2371788032,0.677566765491168,中负荷,3,3,2016,南昌分输泵站 → 吉安长塘站,,0.21929489312989234
S088,安庆-亳州成品油管道,淮南,阜阳,2035,140.0,159.8465069924479,1598465.0699244791,1.1417607642317706,超过设计输量,159.8465069924479,1598465.0699244791,1.1417607642317706,超过设计输量,2,2,2016,安徽淮南 → 安徽阜阳,,0.21929489312989234
S136,洛驻管道,许昌,漯河,2035,820.0,150.68023587534816,1506802.3587534819,0.18375638521383922,低负荷,210.25434181849036,2102543.4181849035,0.2564077339249882,低负荷,2,3,2007,许昌 → 漯河,,0.21929489312989234
S122,鲁皖二期管道（西线）,聊城,濮阳,2035,820.0,150.33750836914072,1503375.0836914075,0.18333842484041551,低负荷,1250.1405882095635,12501405.882095635,1.524561692938492,超过设计输量,2,23,2009,聊城站 → 濮阳站,,0.21929489312989234
S040,云南成品油管网（安曲线）,安宁,寻甸,2035,323.0,148.54918505036088,1485491.8505036086,0.45990459767913583,低负荷,148.54918505036088,1485491.8505036086,0.45990459767913583,低负荷,3,3,2017,安宁 → 寻甸,,0.21929489312989234
S041,云南成品油管网（安曲线）,寻甸,曲靖,2035,155.0,148.54918505036088,1485491.8505036086,0.9583818390345863,高负荷,148.54918505036088,1485491.8505036086,0.9583818390345863,高负荷,1,1,2017,寻甸 → 曲靖,,0.21929489312989234
