管道名称,管段数,管段ID列表,起止节点列表,设计输量最小值_万吨年,设计输量最大值_万吨年,设计输量中位数_万吨年,长度合计_km,投产年份最早,投产年份最晚,油品,管输折算系数,年份,管道瓶颈占用率,管道瓶颈占用率_%,管道平均占用率,管道平均占用率_%,瓶颈管段ID,瓶颈管段,瓶颈管段任务_万吨年,瓶颈管段设计输量_万吨年,管道代表任务_万吨年,代表任务管段ID,代表任务管段,超设计管段数,高负荷管段数,管道负荷等级
湘娄支线,1,S079,湘潭→娄底,250.0,250.0,250.0,117.48,2014.0,2014.0,92#汽油、95#汽油、0#柴油,0.2192948931298923,2050,0.248063628391174,24.806362839117398,0.248063628391174,24.806362839117398,S079,湘潭→娄底,62.01590709779352,250.0,62.01590709779352,S079,湘潭→娄底,0,0,低负荷
甬台温成品油管道,4,S103；S104；S105；S106,算山→宁海；宁海→临海；临海→灵昆；灵昆→瑞安,460.0,460.0,460.0,1635.28,2018.0,2018.0,90#汽油、93#汽油、97#汽油、0#车用柴油、0#普通柴油,0.2192948931298923,2050,0.2339687512993708,23.39687512993708,0.12764151498353624,12.764151498353623,S103,算山→宁海,107.62562559771057,460.0,107.62562559771057,S103,算山→宁海,0,0,低负荷
西南成品油管网（南线）,6,S053；S054；S057；S055；S056；S058,东海岛→南宁；南宁→长坡；长坡→曲靖；长坡→大理；南宁→黎塘；秋田冲→昆东,800.0,800.0,800.0,10887.6,2012.0,2012.0,92#清洁汽油、92#汽油、95#汽油、0#车柴,0.2192948931298923,2050,0.202990419030402,20.299041903040198,0.06647209150428605,6.647209150428606,S053,东海岛→南宁,162.39233522432164,800.0,162.39233522432164,S053,东海岛→南宁,0,0,低负荷
云南成品油管网（安蒙线）,2,S039；S038,玉溪→蒙自；安宁→玉溪,115.0,225.0,170.0,502.48,2017.0,2017.0,0号柴油、92号汽油、95号汽油,0.2192948931298923,2050,0.1853166101256581,18.53166101256581,0.17542960864592816,17.542960864592814,S039,玉溪→蒙自,21.31141016445068,115.0,37.24708661239461,S038,安宁→玉溪,0,0,低负荷
荆门-荆州成品油管道,1,S071,荆门→荆州,150.0,150.0,150.0,92.12,2003.0,2003.0,0#柴油、90#汽油、93#汽油,0.2192948931298923,2050,0.1782566955476206,17.82566955476206,0.1782566955476206,17.82566955476206,S071,荆门→荆州,26.73850433214309,150.0,26.73850433214309,S071,荆门→荆州,0,0,低负荷
鲁皖二期管道（西线）,3,S121；S122；S123,济南→聊城；聊城→濮阳；濮阳→汤阴,820.0,820.0,820.0,1066.71,2009.0,2009.0,0#普柴、 0#车柴、 92#清洁汽油、 92#组分汽油、95#清洁汽油,0.2192948931298923,2050,0.1717721068875543,17.17721068875543,0.14048403088125785,14.048403088125786,S121,济南→聊城,140.8531276477946,820.0,140.8531276477946,S121,济南→聊城,0,0,低负荷
苏北成品油管道,3,S095；S097；S096,南京(扬子→泰州(泰州；南京(扬子→盐城(盐城；南京(扬子→徐州(新沂,545.0,545.0,545.0,1827.81,2015.0,2015.0,0#柴油、-10#柴油、90#汽油、93#汽油、97#汽油,0.2192948931298923,2050,0.1717396670822364,17.173966708223638,0.0901409440778058,9.014094407780581,S095,南京(扬子→泰州(泰州,93.59811855981889,545.0,93.59811855981889,S095,南京(扬子→泰州(泰州,0,0,低负荷
合六支线,1,S091,合肥→六安,140.0,140.0,140.0,99.99,2019.0,2019.0,92#汽油、95#汽油、0#车用柴油,0.2192948931298923,2050,0.1467257470457562,14.67257470457562,0.1467257470457562,14.67257470457562,S091,合肥→六安,20.54160458640588,140.0,20.54160458640588,S091,合肥→六安,0,0,低负荷
鲁皖二期管道（汤郑支线）,2,S124；S125,汤阴→新乡；新乡→郑州,820.0,820.0,820.0,409.38,2010.0,2010.0,0#普柴、 0#车柴、 92#清洁汽油、 92#组分汽油、95#清洁汽油,0.2192948931298923,2050,0.1101653297416987,11.01653297416987,0.05508266487084935,5.508266487084935,S124,汤阴→新乡,90.33557038819292,820.0,90.33557038819292,S124,汤阴→新乡,0,0,低负荷
福建成品油管道（北线）,1,S107,泉港→兴闽,220.0,220.0,220.0,148.96,2010.0,2010.0,0#柴油、95#汽油、92#汽油、航煤,0.2192948931298923,2050,0.1081189908786581,10.811899087865811,0.1081189908786581,10.811899087865811,S107,泉港→兴闽,23.7861779933048,220.0,23.7861779933048,S107,泉港→兴闽,0,0,低负荷
石太管道,4,S129；S130；S131；S132,石家庄→高庄；高庄→阳泉；阳泉→晋中；晋中→太原,820.0,820.0,820.0,1288.08,2007.0,2007.0,0#车柴、0#普柴、92#组分汽油、95#组分汽油、92#清洁汽油、95#清洁汽油,0.2192948931298923,2050,0.0824409190247714,8.24409190247714,0.07506635248169058,7.506635248169058,S129,石家庄→高庄,67.6015536003126,820.0,67.6015536003126,S129,石家庄→高庄,0,0,低负荷
鲁皖二期管道（汤石支线）,3,S126；S127；S128,汤阴→邯郸；邯郸→邢台；邢台→石家庄,820.0,820.0,820.0,936.51,2009.0,2009.0,0#普柴、 0#车柴、 92#清洁汽油、 92#组分汽油、95#清洁汽油,0.2192948931298923,2050,0.0721166923147611,7.21166923147611,0.05148354589211351,5.14835458921135,S126,汤阴→邯郸,59.135687698104114,820.0,59.135687698104114,S126,汤阴→邯郸,0,0,低负荷
驻信管道,1,S138,驻马店→信阳,820.0,820.0,820.0,109.98,2013.0,2013.0,0#车柴、92#组分汽油、95#组分汽油,0.2192948931298923,2050,0.0681233541875167,6.812335418751669,0.0681233541875167,6.812335418751669,S138,驻马店→信阳,55.86115043376377,820.0,55.86115043376377,S138,驻马店→信阳,0,0,低负荷
呼和浩特-包头-鄂尔多斯成品油管道,2,S024；S025,呼和浩特→包头；包头→鄂尔多斯,200.0,200.0,200.0,555.56,2014.0,2014.0,92#汽油、95 #汽油、0 #柴油、+5#柴油,0.2192948931298923,2050,0.0598984058532842,5.9898405853284205,0.0464894791089284,4.64894791089284,S024,呼和浩特→包头,11.979681170656852,200.0,11.979681170656852,S024,呼和浩特→包头,0,0,低负荷
湘株支线,1,S080,湘潭→株洲,350.0,350.0,350.0,22.99,2008.0,2008.0,92#汽油、95#汽油、0#柴油,0.2192948931298923,2050,0.0475704243641366,4.75704243641366,0.0475704243641366,4.75704243641366,S080,湘潭→株洲,16.649648527447813,350.0,16.649648527447813,S080,湘潭→株洲,0,0,低负荷
鲁皖二期管道（东线）,2,S119；S120,青岛→潍坊；潍坊→济南,820.0,820.0,820.0,740.44,2008.0,2008.0,0#普柴、 0#车柴、 92#清洁汽油、 92#组分汽油、95#清洁汽油,0.2192948931298923,2050,0.0443464961621517,4.43464961621517,0.0339919830200753,3.39919830200753,S119,青岛→潍坊,36.36412685296441,820.0,36.36412685296441,S119,青岛→潍坊,0,0,低负荷
福建成品油管道（南线）,2,S108；S109,泉港→东孚；泉港→石湖山,380.0,380.0,380.0,351.22,2013.0,2013.0,0#柴油、95#汽油、92#汽油、航煤,0.2192948931298923,2050,0.0407873803750128,4.07873803750128,0.0203936901875064,2.03936901875064,S108,泉港→东孚,15.49920454250488,380.0,15.49920454250488,S108,泉港→东孚,0,0,低负荷
吉林石化-长春成品油管道,1,S033,吉林→长春,245.0,245.0,245.0,159.5,2014.0,2014.0,0#柴油、-35 #柴油、92#汽油、95#汽油,0.2192948931298923,2050,0.032959082369782,3.2959082369781996,0.032959082369782,3.2959082369781996,S033,吉林→长春,8.074975180596605,245.0,8.074975180596605,S033,吉林→长春,0,0,低负荷
兰成渝成品油管道,2,S034；S035,兰州→成都；成都→重庆,350.0,700.0,525.0,2500.0,2002.0,2002.0,0#柴油、92#车用汽油,0.2192948931298923,2050,0.0299251961998505,2.9925196199850497,0.01496259809992525,1.4962598099925248,S034,兰州→成都,20.9476373398954,700.0,20.9476373398954,S034,兰州→成都,0,0,低负荷
银巴线,1,S021,银川→巴彦淖尔,240.0,240.0,240.0,367.44,2017.0,2017.0,,0.2192948931298923,2050,0.0086001629681826,0.86001629681826,0.0086001629681826,0.86001629681826,S021,银川→巴彦淖尔,2.06403911236384,240.0,2.06403911236384,S021,银川→巴彦淖尔,0,0,低负荷
西部成品油管道,6,S001；S002；S003；S004；S005；S006,乌鲁木齐→哈密；哈密→柳园；柳园→酒泉；酒泉→张掖；张掖→武威；武威→兰州,1000.0,1000.0,1000.0,11045.1,2006.0,2006.0,0#柴油、-35#柴油、92#汽油,0.2192948931298923,2050,0.0030362050278265,0.30362050278265,0.002669734151566417,0.2669734151566417,S001,乌鲁木齐→哈密,3.036205027826504,1000.0,3.036205027826504,S001,乌鲁木齐→哈密,0,0,低负荷
156支线,1,S069,广水→广水武胜关镇,10.0,10.0,10.0,5.65,2014.0,2014.0,0#车用柴油、0#普通柴油、90#汽油、93#汽油、97#汽油,0.2192948931298923,2050,0.0,0.0,0.0,0.0,S069,广水→广水武胜关镇,0.0,10.0,0.0,S069,广水→广水武胜关镇,0,0,低负荷
克拉玛依-乌鲁木齐成品油管道,1,S010,克拉玛依→王家沟,160.0,160.0,160.0,291.78,1996.0,1996.0,90#汽油、93#汽油、97#汽油、0#柴油、-10#柴油、-20#柴油、-35#柴油、航煤,0.2192948931298923,2050,0.0,0.0,0.0,0.0,S010,克拉玛依→王家沟,0.0,160.0,0.0,S010,克拉玛依→王家沟,0,0,低负荷
克拉玛依-乌鲁木齐成品油管道（复线）,1,S011,克拉玛依→王家沟,400.0,400.0,400.0,293.31,2009.0,2009.0,90#汽油、93#汽油、97#汽油、0#柴油、-10#柴油、-20#柴油、-35#柴油、航煤,0.2192948931298923,2050,0.0,0.0,0.0,0.0,S011,克拉玛依→王家沟,0.0,400.0,0.0,S011,克拉玛依→王家沟,0,0,低负荷
南武管道,1,S139,南疆(天津→武清,155.0,155.0,155.0,172.99,2018.0,2018.0,93#汽油、97#汽油、柴油,0.2192948931298923,2050,0.0,0.0,0.0,0.0,S139,南疆(天津→武清,0.0,155.0,0.0,S139,南疆(天津→武清,0,0,低负荷
格拉成品油管道,1,S140,格尔木→拉萨,130.0,130.0,130.0,1114.0,1976.0,1976.0,-20#柴油、-35#柴油、0#柴油、92#汽油、95#汽油,0.2192948931298923,2050,0.0,0.0,0.0,0.0,S140,格尔木→拉萨,0.0,130.0,0.0,S140,格尔木→拉萨,0,0,低负荷
独山子-703泵站-乌鲁木齐成品油管道,2,S007；S008,独山子→703；703→乌鲁木齐,100.0,100.0,100.0,591.58,1998.0,1998.0,90#汽油、93#汽油、97#汽油、0#柴油、-10#柴油、-20#柴油、-35#柴油、航煤,0.2192948931298923,2050,0.0,0.0,0.0,0.0,S007,独山子→703,0.0,100.0,0.0,S007,独山子→703,0,0,低负荷
独山子-乌鲁木齐成品油管道,1,S009,独山子→王家沟,520.0,520.0,520.0,222.69,2004.0,2004.0,90#汽油、93#汽油、97#汽油、0#柴油、-10#柴油、-20#柴油、-35#柴油、航煤,0.2192948931298923,2050,0.0,0.0,0.0,0.0,S009,独山子→王家沟,0.0,520.0,0.0,S009,独山子→王家沟,0,0,低负荷
绍杭成品油管道,1,S102,绍兴→萧山,500.0,500.0,500.0,92.12,2016.0,2016.0,0#柴油、95#汽油、92#汽油、航煤,0.2192948931298923,2050,0.0,0.0,0.0,0.0,S102,绍兴→萧山,0.0,500.0,0.0,S102,绍兴→萧山,0,0,低负荷
上饶-樟树成品油管道,1,S085,上饶→樟树,,,,314.77,2016.0,2016.0,92#汽油、95#汽油、0#柴油,0.2192948931298923,2050,,,,,,,,,36.91053389587021,S085,上饶→樟树,0,0,无设计输量
武汉-信阳成品油管道,1,S068,武汉→信阳,,,,229.51,2013.0,2013.0,0#车用柴油、0#普通柴油、90#汽油、93#汽油、97#汽油,0.2192948931298923,2050,,,,,,,,,55.86115043376377,S068,武汉→信阳,0,0,无设计输量
安庆-亳州成品油管道,4,S088；S087；S086；S089,淮南→阜阳；合肥→淮南；安庆→合肥；阜阳→亳州,140.0,410.0,205.0,1665.0,2016.0,2016.0,92#汽油、95#汽油、0#车用柴油、0#普通柴油,0.2192948931298923,2055,0.7663896858603548,76.63896858603549,0.535155948249896,53.5155948249896,S088,淮南→阜阳,107.29455602044968,140.0,172.74709751771923,S086,安庆→合肥,0,0,中负荷
珠三角成品油管网,9,S067；S064；S065；S059；S060；S061；S062；S063；S066,惠州→梅州；黄埔→南沙；黄埔→惠州；茂名→江门；南沙→南海；三水→花都；南沙→斗门；北沙→珠海；大鹏湾→妈湾,100.0,550.0,250.0,1802.8100000000002,2006.0,2015.0,0#柴油、-35#柴油、92#汽油,0.2192948931298923,2055,0.5822357902154719,58.22357902154719,0.1420548419668859,14.20548419668859,S067,惠州→梅州,69.86829482585662,120.0,112.32153947630438,S064,黄埔→南沙,0,0,中负荷
洛驻管道,5,S133；S134；S135；S136；S137,洛阳→巩义；巩义→郑州；郑州→许昌；许昌→漯河；漯河→驻马店,820.0,820.0,820.0,2141.8,2007.0,2007.0,0#车柴、92#组分汽油、95#组分汽油,0.2192948931298923,2055,0.4236527738107182,42.36527738107182,0.22355049477116812,22.35504947711681,S133,洛阳→巩义,347.39527452478893,820.0,347.39527452478893,S133,洛阳→巩义,0,0,低负荷
西南成品油管网（北线）,8,S045；S046；S047；S048；S052；S049；S050；S051,湛江→茂名；茂名→柳州；柳州→贵阳；贵阳→曲靖；柳州→桂林；江津→重庆；柳州→柳库；贵阳→简阳,500.0,800.0,700.0,7127.96,2005.0,2016.0,92#汽油、95#汽油、0#车柴,0.2192948931298923,2055,0.370888109954234,37.0888109954234,0.09399476023608014,9.399476023608013,S045,湛江→茂名,185.44405497711705,500.0,185.44405497711705,S045,湛江→茂名,0,0,低负荷
安庆-合肥成品油管道,1,S090,安庆→合肥,120.0,120.0,120.0,158.85,2007.0,2007.0,3#喷气燃料,0.2192948931298923,2055,0.3666514361588485,36.66514361588485,0.3666514361588485,36.66514361588485,S090,安庆→合肥,43.99817233906182,120.0,43.99817233906182,S090,安庆→合肥,0,0,低负荷
长岭-郴州成品油管道,7,S077；S076；S078；S074；S072；S073；S075,衡阳→耒阳；湘潭→衡阳；耒阳→郴州；汨罗→长沙；长岭→七里山；七里山→汨罗；长沙→湘潭,100.0,600.0,385.0,3859.2400000000007,2014.0,2014.0,92#汽油、95#汽油、0#柴油,0.2192948931298923,2055,0.3013708811573239,30.13708811573239,0.17744341185863388,17.744341185863387,S077,衡阳→耒阳,40.98643983739605,136.0,92.39535752779928,S072,长岭→七里山,0,0,低负荷
淮蚌支线,1,S092,淮南→蚌埠,80.0,80.0,80.0,104.72,2016.0,2016.0,92#汽油、95#汽油、0#车用柴油、0#普通柴油,0.2192948931298923,2055,0.2671063699588604,26.710636995886038,0.2671063699588604,26.710636995886038,S092,淮南→蚌埠,21.368509596708837,80.0,21.368509596708837,S092,淮南→蚌埠,0,0,低负荷
浙苏成品油管道,2,S094；S093,嘉兴(陈山→苏州(苏州；嘉兴(陈山→湖州(湖州,510.0,510.0,510.0,439.78,2007.0,2007.0,0#柴油、-10#柴油、90#汽油、93#汽油、97#汽油,0.2192948931298923,2055,0.2651638108140001,26.51638108140001,0.1376072018656199,13.76072018656199,S094,嘉兴(陈山→苏州(苏州,135.23354351514007,510.0,135.23354351514007,S094,嘉兴(陈山→苏州(苏州,0,0,低负荷
九江-赣州成品油管道,4,S081；S082；S083；S084,九江→南昌；南昌→吉安长塘；吉安长塘→樟树；樟树→赣州,170.0,330.0,257.0,2171.56,2016.0,2016.0,92#汽油、95#汽油、0#柴油,0.2192948931298923,2055,0.2558670410696951,25.58670410696951,0.1775255623422969,17.75255623422969,S081,九江→南昌,84.43612355299938,330.0,84.43612355299938,S081,九江→南昌,0,0,低负荷
抚顺-锦州-郑州成品油管道,7,S026；S027；S028；S029；S030；S031；S032,抚顺→辽阳；辽阳→辽河；辽河→锦州；锦州→固安；固安→保定；保定→邯郸；邯郸→郑州,600.0,1300.0,800.0,11160.099999999999,2018.0,2018.0,0#柴油、92#车用汽油、92#组分汽油,0.2192948931298923,2055,0.2495742333765887,24.95742333765887,0.12305899815526027,12.305899815526027,S026,抚顺→辽阳,149.74454002595326,600.0,149.74454002595326,S026,抚顺→辽阳,0,0,低负荷
苏南成品油管道,1,S098,南京(南京→苏州(苏州,580.0,580.0,580.0,373.25,2010.0,2010.0,0#柴油、-10#柴油、90#汽油、93#汽油、97#汽油,0.2192948931298923,2055,0.2331612819226552,23.31612819226552,0.2331612819226552,23.31612819226552,S098,南京(南京→苏州(苏州,135.23354351514007,580.0,135.23354351514007,S098,南京(南京→苏州(苏州,0,0,低负荷
荆门-襄阳成品油管道,1,S070,荆门→襄阳,350.0,350.0,350.0,128.75,2019.0,2019.0,0#车用柴油,0.2192948931298923,2055,0.2233187798513893,22.331877985138927,0.2233187798513893,22.331877985138927,S070,荆门→襄阳,78.16157294798627,350.0,78.16157294798627,S070,荆门→襄阳,0,0,低负荷
鲁皖一期管道,9,S110；S111；S112；S113；S114；S115；S116；S118；S117,齐鲁→淄博；淄博→济南；济南→泰安；泰安→曲阜；曲阜→枣庄；枣庄→徐州；徐州→宿州；枣庄→临沂；曲阜→济宁,655.0,655.0,655.0,6926.22,2005.0,2005.0,0#普柴、0#车柴、92#组分汽油、95#组分汽油、95#清洁汽油,0.2192948931298923,2055,0.2221354337303647,22.213543373036472,0.11985739804165892,11.985739804165892,S110,齐鲁→淄博,145.4987090933889,655.0,145.4987090933889,S110,齐鲁→淄博,0,0,低负荷
兰郑长成品油管道,4,S012；S014；S015；S013,兰州→咸阳；郑州→武汉；武汉→长沙；咸阳→郑州,500.0,1500.0,1000.0,8347.28,2009.0,2009.0,0#柴油、92#车用汽油、92#组分汽油,0.2192948931298923,2055,0.2186656123950202,21.86656123950202,0.11131900737630106,11.131900737630106,S012,兰州→咸阳,218.6656123950202,1000.0,218.6656123950202,S012,兰州→咸阳,0,0,低负荷
大港-济南-枣庄成品油管道,7,S016；S017；S018；S019；S020；S022；S023,大港→沧州；沧州→德州；德州→济南；济南→济南；济南→兖州；兖州→肥城；肥城→枣庄,285.0,285.0,285.0,4304.09,2007.0,2007.0,0#柴油、92#组分汽油,0.2192948931298923,2055,0.2075366560630623,20.753665606306228,0.10135127738854821,10.135127738854822,S016,大港→沧州,59.14794697797277,285.0,59.14794697797277,S016,大港→沧州,0,0,低负荷
云南成品油管网（安曲线）,3,S041；S040；S042,寻甸→曲靖；安宁→寻甸；寻甸→昆明,155.0,323.0,168.0,1124.6999999999998,2017.0,2017.0,0号柴油、92号汽油、95号汽油、3号喷气燃料,0.2192948931298923,2055,0.1956902589939048,19.56902589939048,0.09653244974105933,9.653244974105933,S041,寻甸→曲靖,30.331990144055247,155.0,30.331990144055247,S041,寻甸→曲靖,0,0,低负荷
浙赣成品油管道,3,S101；S099；S100,诸暨→桐庐；算山→龙游；龙游→樟树,135.0,760.0,450.0,2573.7,2013.0,2013.0,0#柴油、95#汽油、92#汽油,0.2192948931298923,2055,0.1635202006799938,16.35202006799938,0.08709972630015687,8.709972630015688,S101,诸暨→桐庐,22.075227091799164,135.0,40.68648195234201,S099,算山→龙游,0,0,低负荷
云南成品油管网（安保线）,2,S037；S036,大理→保山；安宁→大理,57.0,173.0,115.0,791.0,2017.0,2017.0,0号柴油、92号汽油、95号汽油,0.2192948931298923,2055,0.1580819617781601,15.808196177816011,0.1256066013777334,12.560660137773342,S037,大理→保山,9.010671821355128,57.0,16.11170468907406,S036,安宁→大理,0,0,低负荷
鲁皖二期管道（西线）,3,S121；S122；S123,济南→聊城；聊城→濮阳；濮阳→汤阴,820.0,820.0,820.0,1066.71,2009.0,2009.0,0#普柴、 0#车柴、 92#清洁汽油、 92#组分汽油、95#清洁汽油,0.2192948931298923,2055,0.1447695009604609,14.47695009604609,0.11965735221876857,11.965735221876857,S121,济南→聊城,118.710990787578,820.0,118.710990787578,S121,济南→聊城,0,0,低负荷
钦南柳成品油管道,2,S043；S044,钦州→南宁；南宁→柳州,300.0,500.0,400.0,727.3,2018.0,2018.0,E92#汽油组分油、92#汽油、E95#汽油组分油、95#汽油和0#柴油,0.2192948931298923,2055,0.1446753164667911,14.46753164667911,0.11201694162227174,11.201694162227174,S043,钦州→南宁,72.33765823339559,500.0,72.33765823339559,S043,钦州→南宁,0,0,低负荷
湘娄支线,1,S079,湘潭→娄底,250.0,250.0,250.0,117.48,2014.0,2014.0,92#汽油、95#汽油、0#柴油,0.2192948931298923,2055,0.1345147386122822,13.45147386122822,0.1345147386122822,13.45147386122822,S079,湘潭→娄底,33.62868465307055,250.0,33.62868465307055,S079,湘潭→娄底,0,0,低负荷
甬台温成品油管道,4,S103；S104；S105；S106,算山→宁海；宁海→临海；临海→灵昆；灵昆→瑞安,460.0,460.0,460.0,1635.28,2018.0,2018.0,90#汽油、93#汽油、97#汽油、0#车用柴油、0#普通柴油,0.2192948931298923,2055,0.1317089258247851,13.17089258247851,0.0718643925655705,7.18643925655705,S103,算山→宁海,60.586105879401146,460.0,60.586105879401146,S103,算山→宁海,0,0,低负荷
合六支线,1,S091,合肥→六安,140.0,140.0,140.0,99.99,2019.0,2019.0,92#汽油、95#汽油、0#车用柴油,0.2192948931298923,2055,0.1115755319959072,11.15755319959072,0.1115755319959072,11.15755319959072,S091,合肥→六安,15.620574479427017,140.0,15.620574479427017,S091,合肥→六安,0,0,低负荷
西南成品油管网（南线）,6,S053；S054；S057；S055；S056；S058,东海岛→南宁；南宁→长坡；长坡→曲靖；长坡→大理；南宁→黎塘；秋田冲→昆东,800.0,800.0,800.0,10887.6,2012.0,2012.0,92#清洁汽油、92#汽油、95#汽油、0#车柴,0.2192948931298923,2055,0.107453889014805,10.7453889014805,0.03350607442404005,3.350607442404005,S053,东海岛→南宁,85.96311121184404,800.0,85.96311121184404,S053,东海岛→南宁,0,0,低负荷
鲁皖二期管道（汤郑支线）,2,S124；S125,汤阴→新乡；新乡→郑州,820.0,820.0,820.0,409.38,2010.0,2010.0,0#普柴、 0#车柴、 92#清洁汽油、 92#组分汽油、95#清洁汽油,0.2192948931298923,2055,0.0961362425133307,9.61362425133307,0.04806812125666535,4.806812125666535,S124,汤阴→新乡,78.8317188609312,820.0,78.8317188609312,S124,汤阴→新乡,0,0,低负荷
苏北成品油管道,3,S095；S097；S096,南京(扬子→泰州(泰州；南京(扬子→盐城(盐城；南京(扬子→徐州(新沂,545.0,545.0,545.0,1827.81,2015.0,2015.0,0#柴油、-10#柴油、90#汽油、93#汽油、97#汽油,0.2192948931298923,2055,0.0961312906208926,9.613129062089259,0.050436442365484925,5.043644236548492,S095,南京(扬子→泰州(泰州,52.3915533883865,545.0,52.3915533883865,S095,南京(扬子→泰州(泰州,0,0,低负荷
荆门-荆州成品油管道,1,S071,荆门→荆州,150.0,150.0,150.0,92.12,2003.0,2003.0,0#柴油、90#汽油、93#汽油,0.2192948931298923,2055,0.0879177072385207,8.79177072385207,0.0879177072385207,8.79177072385207,S071,荆门→荆州,13.187656085778103,150.0,13.187656085778103,S071,荆门→荆州,0,0,低负荷
云南成品油管网（安蒙线）,2,S039；S038,玉溪→蒙自；安宁→玉溪,115.0,225.0,170.0,502.48,2017.0,2017.0,0号柴油、92号汽油、95号汽油,0.2192948931298923,2055,0.0802210711941915,8.02210711941915,0.07613768946405755,7.613768946405755,S039,玉溪→蒙自,9.225423187332032,115.0,16.21221924013282,S038,安宁→玉溪,0,0,低负荷
石太管道,4,S129；S130；S131；S132,石家庄→高庄；高庄→阳泉；阳泉→晋中；晋中→太原,820.0,820.0,820.0,1288.08,2007.0,2007.0,0#车柴、0#普柴、92#组分汽油、95#组分汽油、92#清洁汽油、95#清洁汽油,0.2192948931298923,2055,0.0653053191163963,6.530531911639629,0.05946015221073245,5.946015221073245,S129,石家庄→高庄,53.55036167544497,820.0,53.55036167544497,S129,石家庄→高庄,0,0,低负荷
鲁皖二期管道（汤石支线）,3,S126；S127；S128,汤阴→邯郸；邯郸→邢台；邢台→石家庄,820.0,820.0,820.0,936.51,2009.0,2009.0,0#普柴、 0#车柴、 92#清洁汽油、 92#组分汽油、95#清洁汽油,0.2192948931298923,2055,0.061066806979902,6.1066806979902,0.043608272231871,4.3608272231870995,S126,汤阴→邯郸,50.07478172351968,820.0,50.07478172351968,S126,汤阴→邯郸,0,0,低负荷
驻信管道,1,S138,驻马店→信阳,820.0,820.0,820.0,109.98,2013.0,2013.0,0#车柴、92#组分汽油、95#组分汽油,0.2192948931298923,2055,0.0597297053820668,5.97297053820668,0.0597297053820668,5.97297053820668,S138,驻马店→信阳,48.97835841329481,820.0,48.97835841329481,S138,驻马店→信阳,0,0,低负荷
呼和浩特-包头-鄂尔多斯成品油管道,2,S024；S025,呼和浩特→包头；包头→鄂尔多斯,200.0,200.0,200.0,555.56,2014.0,2014.0,92#汽油、95 #汽油、0 #柴油、+5#柴油,0.2192948931298923,2055,0.0502076875384176,5.02076875384176,0.039156196360064004,3.9156196360064004,S024,呼和浩特→包头,10.041537507683527,200.0,10.041537507683527,S024,呼和浩特→包头,0,0,低负荷
福建成品油管道（北线）,1,S107,泉港→兴闽,220.0,220.0,220.0,148.96,2010.0,2010.0,0#柴油、95#汽油、92#汽油、航煤,0.2192948931298923,2055,0.0416566441498608,4.16566441498608,0.0416566441498608,4.16566441498608,S107,泉港→兴闽,9.16446171296938,220.0,9.16446171296938,S107,泉港→兴闽,0,0,低负荷
鲁皖二期管道（东线）,2,S119；S120,青岛→潍坊；潍坊→济南,820.0,820.0,820.0,740.44,2008.0,2008.0,0#普柴、 0#车柴、 92#清洁汽油、 92#组分汽油、95#清洁汽油,0.2192948931298923,2055,0.0323513535005593,3.23513535005593,0.0248265739162726,2.48265739162726,S119,青岛→潍坊,26.528109870458632,820.0,26.528109870458632,S119,青岛→潍坊,0,0,低负荷
吉林石化-长春成品油管道,1,S033,吉林→长春,245.0,245.0,245.0,159.5,2014.0,2014.0,0#柴油、-35 #柴油、92#汽油、95#汽油,0.2192948931298923,2055,0.0277072235629602,2.77072235629602,0.0277072235629602,2.77072235629602,S033,吉林→长春,6.788269772925269,245.0,6.788269772925269,S033,吉林→长春,0,0,低负荷
湘株支线,1,S080,湘潭→株洲,350.0,350.0,350.0,22.99,2008.0,2008.0,92#汽油、95#汽油、0#柴油,0.2192948931298923,2055,0.0260083582681762,2.6008358268176197,0.0260083582681762,2.6008358268176197,S080,湘潭→株洲,9.102925393861671,350.0,9.102925393861671,S080,湘潭→株洲,0,0,低负荷
兰成渝成品油管道,2,S034；S035,兰州→成都；成都→重庆,350.0,700.0,525.0,2500.0,2002.0,2002.0,0#柴油、92#车用汽油,0.2192948931298923,2055,0.0183304369467226,1.8330436946722601,0.0091652184733613,0.9165218473361301,S034,兰州→成都,12.83130586270588,700.0,12.83130586270588,S034,兰州→成都,0,0,低负荷
福建成品油管道（南线）,2,S108；S109,泉港→东孚；泉港→石湖山,380.0,380.0,380.0,351.22,2013.0,2013.0,0#柴油、95#汽油、92#汽油、航煤,0.2192948931298923,2055,0.0157308246645859,1.57308246645859,0.00786541233229295,0.786541233229295,S108,泉港→东孚,5.9777133725426514,380.0,5.9777133725426514,S108,泉港→东孚,0,0,低负荷
银巴线,1,S021,银川→巴彦淖尔,240.0,240.0,240.0,367.44,2017.0,2017.0,,0.2192948931298923,2055,0.0070174931722541,0.70174931722541,0.0070174931722541,0.70174931722541,S021,银川→巴彦淖尔,1.6841983613409874,240.0,1.6841983613409874,S021,银川→巴彦淖尔,0,0,低负荷
