city_code,city_name,province_code,province_name,admin_type,longitude,latitude,valid_from,valid_to,source_id
341500,六安市,340000,安徽省,prefecture_city,116.514819789442,31.737528197632,2024-01-01,2024-12-31,ADMIN-2024-MCA;REGISTRY-2024-YESCALLOP;GEO-2020-PFINAL-BAIDU
341600,亳州市,340000,安徽省,prefecture_city,115.772501197189,33.845816890792,2024-01-01,2024-12-31,ADMIN-2024-MCA;REGISTRY-2024-YESCALLOP;GEO-2020-PFINAL-BAIDU
341700,池州市,340000,安徽省,prefecture_city,117.486417394069,30.667232729506,2024-01-01,2024-12-31,ADMIN-2024-MCA;REGISTRY-2024-YESCALLOP;GEO-2020-PFINAL-BAIDU
341800,宣城市,340000,安徽省,prefecture_city,118.75383864559,30.943077091484,2024-01-01,2024-12-31,ADMIN-2024-MCA;REGISTRY-2024-YESCALLOP;GEO-2020-PFINAL-BAIDU
350100,福州市,350000,福建省,prefecture_city,119.292125298875,26.077752217836,2024-01-01,2024-12-31,ADMIN-2024-MCA;REGISTRY-2024-YESCALLOP;GEO-2020-PFINAL-BAIDU
350200,厦门市,350000,福建省,prefecture_city,118.085009529655,24.481711549354,2024-01-01,2024-12-31,ADMIN-2024-MCA;REGISTRY-2024-YESCALLOP;GEO-2020-PFINAL-BAIDU
350300,莆田市,350000,福建省,prefecture_city,119.003244671618,25.457022832668,2024-01-01,2024-12-31,ADMIN-2024-MCA;REGISTRY-2024-YESCALLOP;GEO-2020-PFINAL-BAIDU
350400,三明市,350000,福建省,prefecture_city,117.634146852623,26.267017681462,2024-01-01,2024-12-31,ADMIN-2024-MCA;REGISTRY-2024-YESCALLOP;GEO-2020-PFINAL-BAIDU
350500,泉州市,350000,福建省,prefecture_city,118.671361564637,24.877053929693,2024-01-01,2024-12-31,ADMIN-2024-MCA;REGISTRY-2024-YESCALLOP;GEO-2020-PFINAL-BAIDU
350600,漳州市,350000,福建省,prefecture_city,117.642310998306,24.515755105935,2024-01-01,2024-12-31,ADMIN-2024-MCA;REGISTRY-2024-YESCALLOP;GEO-2020-PFINAL-BAIDU
350700,南平市,350000,福建省,prefecture_city,118.172920513612,26.644755423728,2024-01-01,2024-12-31,ADMIN-2024-MCA;REGISTRY-2024-YESCALLOP;GEO-2020-PFINAL-BAIDU
350800,龙岩市,350000,福建省,prefecture_city,117.012021711503,25.078344463165,2024-01-01,2024-12-31,ADMIN-2024-MCA;REGISTRY-2024-YESCALLOP;GEO-2020-PFINAL-BAIDU
350900,宁德市,350000,福建省,prefecture_city,119.543410409534,26.669669554163,2024-01-01,2024-12-31,ADMIN-2024-MCA;REGISTRY-2024-YESCALLOP;GEO-2020-PFINAL-BAIDU
360100,南昌市,360000,江西省,prefecture_city,115.853238950839,28.686457775862,2024-01-01,2024-12-31,ADMIN-2024-MCA;REGISTRY-2024-YESCALLOP;GEO-2020-PFINAL-BAIDU
360200,景德镇市,360000,江西省,prefecture_city,117.17269011292,29.271180111865,2024-01-01,2024-12-31,ADMIN-2024-MCA;REGISTRY-2024-YESCALLOP;GEO-2020-PFINAL-BAIDU
360300,萍乡市,360000,江西省,prefecture_city,113.849775379851,27.625493829386,2024-01-01,2024-12-31,ADMIN-2024-MCA;REGISTRY-2024-YESCALLOP;GEO-2020-PFINAL-BAIDU
360400,九江市,360000,江西省,prefecture_city,115.99606178597,29.707552028141,2024-01-01,2024-12-31,ADMIN-2024-MCA;REGISTRY-2024-YESCALLOP;GEO-2020-PFINAL-BAIDU
360500,新余市,360000,江西省,prefecture_city,114.912121614148,27.821375521671,2024-01-01,2024-12-31,ADMIN-2024-MCA;REGISTRY-2024-YESCALLOP;GEO-2020-PFINAL-BAIDU
360600,鹰潭市,360000,江西省,prefecture_city,117.06371598811,28.263268731118,2024-01-01,2024-12-31,ADMIN-2024-MCA;REGISTRY-2024-YESCALLOP;GEO-2020-PFINAL-BAIDU
360700,赣州市,360000,江西省,prefecture_city,114.929219426988,25.83270636998,2024-01-01,2024-12-31,ADMIN-2024-MCA;REGISTRY-2024-YESCALLOP;GEO-2020-PFINAL-BAIDU
360800,吉安市,360000,江西省,prefecture_city,114.988965050501,27.117436401941,2024-01-01,2024-12-31,ADMIN-2024-MCA;REGISTRY-2024-YESCALLOP;GEO-2020-PFINAL-BAIDU
360900,宜春市,360000,江西省,prefecture_city,114.411785814409,27.817871028269,2024-01-01,2024-12-31,ADMIN-2024-MCA;REGISTRY-2024-YESCALLOP;GEO-2020-PFINAL-BAIDU
361000,抚州市,360000,江西省,prefecture_city,116.353080874266,27.951885326504,2024-01-01,2024-12-31,ADMIN-2024-MCA;REGISTRY-2024-YESCALLOP;GEO-2020-PFINAL-BAIDU
361100,上饶市,360000,江西省,prefecture_city,117.938052503222,28.457687393903,2024-01-01,2024-12-31,ADMIN-2024-MCA;REGISTRY-2024-YESCALLOP;GEO-2020-PFINAL-BAIDU
370100,济南市,370000,山东省,prefecture_city,117.113649847005,36.650441389431,2024-01-01,2024-12-31,ADMIN-2024-MCA;REGISTRY-2024-YESCALLOP;GEO-2020-PFINAL-BAIDU
370200,青岛市,370000,山东省,prefecture_city,120.37785948654,36.065824833876,2024-01-01,2024-12-31,ADMIN-2024-MCA;REGISTRY-2024-YESCALLOP;GEO-2020-PFINAL-BAIDU
370300,淄博市,370000,山东省,prefecture_city,118.048981982327,36.812222009738,2024-01-01,2024-12-31,ADMIN-2024-MCA;REGISTRY-2024-YESCALLOP;GEO-2020-PFINAL-BAIDU
